sample_id,class_id,action_name,user_id,trial_id,fold_split,unique_frames,retained_frames,single_person_frames,confident_multi_person_frames,ambiguous_frames,retained_segments,retention_rate
train__c09__user19__3-2-3,9,Pour_drinks,user19,3-2-3,train,23,23,23,0,0,1,1.0
train__c09__user19__7-2-1,9,Pour_drinks,user19,7-2-1,train,29,29,29,0,0,1,1.0
train__c09__user19__7-2-2,9,Pour_drinks,user19,7-2-2,train,21,21,21,0,0,1,1.0
train__c09__user19__7-2-3,9,Pour_drinks,user19,7-2-3,train,32,32,32,0,0,1,1.0
train__c09__user1__2-1-1,9,Pour_drinks,user1,2-1-1,train,67,65,65,0,2,2,0.9701492537313433
train__c09__user1__2-1-2,9,Pour_drinks,user1,2-1-2,train,37,37,37,0,0,1,1.0
train__c09__user1__2-1-3,9,Pour_drinks,user1,2-1-3,train,33,33,33,0,0,1,1.0
train__c09__user1__4-1-1,9,Pour_drinks,user1,4-1-1,train,75,75,75,0,0,1,1.0
train__c09__user1__4-1-2,9,Pour_drinks,user1,4-1-2,train,72,72,72,0,0,1,1.0
train__c09__user1__4-1-3,9,Pour_drinks,user1,4-1-3,train,71,71,71,0,0,1,1.0
train__c09__user20__2-1-1,9,Pour_drinks,user20,2-1-1,train,72,72,72,0,0,1,1.0
train__c09__user20__2-1-2,9,Pour_drinks,user20,2-1-2,train,61,61,61,0,0,1,1.0
train__c09__user20__2-1-3,9,Pour_drinks,user20,2-1-3,train,45,45,45,0,0,1,1.0
train__c09__user20__3-1-1,9,Pour_drinks,user20,3-1-1,train,65,65,65,0,0,1,1.0
train__c09__user20__3-1-2,9,Pour_drinks,user20,3-1-2,train,68,68,68,0,0,1,1.0
train__c09__user20__3-1-3,9,Pour_drinks,user20,3-1-3,train,47,47,47,0,0,1,1.0
train__c09__user20__5-1-1,9,Pour_drinks,user20,5-1-1,train,23,23,23,0,0,1,1.0
train__c09__user20__5-1-2,9,Pour_drinks,user20,5-1-2,train,36,36,36,0,0,1,1.0
train__c09__user20__5-1-3,9,Pour_drinks,user20,5-1-3,train,27,27,27,0,0,1,1.0
train__c09__user20__6-3-1,9,Pour_drinks,user20,6-3-1,train,48,48,48,0,0,1,1.0
train__c09__user20__6-3-2,9,Pour_drinks,user20,6-3-2,train,24,24,24,0,0,1,1.0
train__c09__user20__6-3-3,9,Pour_drinks,user20,6-3-3,train,43,43,43,0,0,1,1.0
train__c09__user20__7-1-1,9,Pour_drinks,user20,7-1-1,train,42,42,42,0,0,1,1.0
train__c09__user20__7-1-2,9,Pour_drinks,user20,7-1-2,train,57,57,57,0,0,1,1.0
train__c09__user20__7-1-3,9,Pour_drinks,user20,7-1-3,train,30,30,30,0,0,1,1.0
train__c09__user21__6-2-1,9,Pour_drinks,user21,6-2-1,train,25,25,25,0,0,1,1.0
train__c09__user21__6-2-2,9,Pour_drinks,user21,6-2-2,train,17,17,17,0,0,1,1.0
train__c09__user21__6-2-3,9,Pour_drinks,user21,6-2-3,train,15,15,15,0,0,1,1.0
train__c09__user22__2-1-1,9,Pour_drinks,user22,2-1-1,train,29,29,29,0,0,1,1.0
train__c09__user22__2-1-2,9,Pour_drinks,user22,2-1-2,train,27,27,27,0,0,1,1.0
train__c09__user22__2-1-3,9,Pour_drinks,user22,2-1-3,train,24,24,24,0,0,1,1.0
train__c09__user22__4-3-1,9,Pour_drinks,user22,4-3-1,train,19,19,19,0,0,1,1.0
train__c09__user22__4-3-2,9,Pour_drinks,user22,4-3-2,train,9,9,9,0,0,1,1.0
train__c09__user22__4-3-3,9,Pour_drinks,user22,4-3-3,train,4,4,4,0,0,1,1.0
train__c09__user23__5-3-3,9,Pour_drinks,user23,5-3-3,validation,30,30,30,0,0,1,1.0
train__c09__user2__2-1-1,9,Pour_drinks,user2,2-1-1,train,58,58,58,0,0,1,1.0
train__c09__user2__2-1-2,9,Pour_drinks,user2,2-1-2,train,59,59,59,0,0,1,1.0
train__c09__user2__2-1-3,9,Pour_drinks,user2,2-1-3,train,25,25,25,0,0,1,1.0
train__c09__user2__6-1-1,9,Pour_drinks,user2,6-1-1,train,50,50,50,0,0,1,1.0
train__c09__user3__5-1-1,9,Pour_drinks,user3,5-1-1,train,28,28,28,0,0,1,1.0
train__c09__user3__5-1-2,9,Pour_drinks,user3,5-1-2,train,15,15,15,0,0,1,1.0
train__c09__user3__5-1-3,9,Pour_drinks,user3,5-1-3,train,30,30,30,0,0,1,1.0
train__c09__user3__7-1-1,9,Pour_drinks,user3,7-1-1,train,40,40,40,0,0,1,1.0
train__c09__user3__7-1-2,9,Pour_drinks,user3,7-1-2,train,30,30,30,0,0,1,1.0
train__c09__user3__7-1-3,9,Pour_drinks,user3,7-1-3,train,17,17,17,0,0,1,1.0
train__c09__user4__1-2-1,9,Pour_drinks,user4,1-2-1,validation,69,69,69,0,0,1,1.0
train__c09__user4__1-2-2,9,Pour_drinks,user4,1-2-2,validation,59,59,59,0,0,1,1.0
train__c09__user4__1-2-3,9,Pour_drinks,user4,1-2-3,validation,51,51,51,0,0,1,1.0
train__c09__user4__6-1-1,9,Pour_drinks,user4,6-1-1,validation,69,69,69,0,0,1,1.0
train__c09__user4__6-1-2,9,Pour_drinks,user4,6-1-2,validation,68,68,68,0,0,1,1.0
train__c09__user4__6-1-3,9,Pour_drinks,user4,6-1-3,validation,43,43,43,0,0,1,1.0
train__c09__user5__1-2-1,9,Pour_drinks,user5,1-2-1,train,55,55,55,0,0,1,1.0
train__c09__user5__1-2-2,9,Pour_drinks,user5,1-2-2,train,30,30,30,0,0,1,1.0
train__c09__user5__1-2-3,9,Pour_drinks,user5,1-2-3,train,24,24,24,0,0,1,1.0
train__c09__user5__3-2-1,9,Pour_drinks,user5,3-2-1,train,40,40,40,0,0,1,1.0
train__c09__user5__3-2-2,9,Pour_drinks,user5,3-2-2,train,23,23,23,0,0,1,1.0
train__c09__user5__3-2-3,9,Pour_drinks,user5,3-2-3,train,28,28,28,0,0,1,1.0
train__c09__user5__4-2-1,9,Pour_drinks,user5,4-2-1,train,43,43,43,0,0,1,1.0
train__c09__user5__4-2-2,9,Pour_drinks,user5,4-2-2,train,31,31,31,0,0,1,1.0
train__c09__user5__4-2-3,9,Pour_drinks,user5,4-2-3,train,30,30,30,0,0,1,1.0
train__c09__user5__7-2-1,9,Pour_drinks,user5,7-2-1,train,35,35,35,0,0,1,1.0
train__c09__user5__7-2-2,9,Pour_drinks,user5,7-2-2,train,20,20,20,0,0,1,1.0
train__c09__user5__7-2-3,9,Pour_drinks,user5,7-2-3,train,13,13,13,0,0,1,1.0
train__c09__user6__1-2-1,9,Pour_drinks,user6,1-2-1,train,124,124,124,0,0,1,1.0
train__c09__user6__1-2-2,9,Pour_drinks,user6,1-2-2,train,33,33,33,0,0,1,1.0
train__c09__user6__1-2-3,9,Pour_drinks,user6,1-2-3,train,18,18,18,0,0,1,1.0
train__c09__user6__2-1-1,9,Pour_drinks,user6,2-1-1,train,55,55,53,2,0,1,1.0
train__c09__user6__2-1-2,9,Pour_drinks,user6,2-1-2,train,46,46,46,0,0,1,1.0
train__c09__user6__2-1-3,9,Pour_drinks,user6,2-1-3,train,23,23,23,0,0,1,1.0
train__c09__user6__7-2-1,9,Pour_drinks,user6,7-2-1,train,39,39,39,0,0,1,1.0
train__c09__user6__7-2-2,9,Pour_drinks,user6,7-2-2,train,32,32,32,0,0,1,1.0
train__c09__user6__7-2-3,9,Pour_drinks,user6,7-2-3,train,19,19,19,0,0,1,1.0
train__c09__user7__1-2-1,9,Pour_drinks,user7,1-2-1,train,26,26,26,0,0,1,1.0
train__c09__user7__1-2-2,9,Pour_drinks,user7,1-2-2,train,19,19,19,0,0,1,1.0
train__c09__user7__1-2-3,9,Pour_drinks,user7,1-2-3,train,21,21,21,0,0,1,1.0
train__c09__user7__2-1-1,9,Pour_drinks,user7,2-1-1,train,36,36,36,0,0,1,1.0
train__c09__user7__2-1-2,9,Pour_drinks,user7,2-1-2,train,32,32,32,0,0,1,1.0
train__c09__user7__2-1-3,9,Pour_drinks,user7,2-1-3,train,14,14,14,0,0,1,1.0
train__c09__user7__5-2-1,9,Pour_drinks,user7,5-2-1,train,27,27,27,0,0,1,1.0
train__c09__user7__5-2-2,9,Pour_drinks,user7,5-2-2,train,12,12,12,0,0,1,1.0
train__c09__user7__5-2-3,9,Pour_drinks,user7,5-2-3,train,13,13,13,0,0,1,1.0
train__c09__user8__3-2-1,9,Pour_drinks,user8,3-2-1,train,17,17,17,0,0,1,1.0
train__c09__user8__3-2-2,9,Pour_drinks,user8,3-2-2,train,13,13,13,0,0,1,1.0
train__c09__user8__3-2-3,9,Pour_drinks,user8,3-2-3,train,16,16,16,0,0,1,1.0
train__c09__user8__4-2-1,9,Pour_drinks,user8,4-2-1,train,16,16,16,0,0,1,1.0
train__c09__user8__4-2-2,9,Pour_drinks,user8,4-2-2,train,13,13,13,0,0,1,1.0
train__c09__user8__4-2-3,9,Pour_drinks,user8,4-2-3,train,24,24,24,0,0,1,1.0
train__c09__user8__7-2-1,9,Pour_drinks,user8,7-2-1,train,23,23,23,0,0,1,1.0
train__c09__user8__7-2-2,9,Pour_drinks,user8,7-2-2,train,11,11,11,0,0,1,1.0
train__c09__user8__7-2-3,9,Pour_drinks,user8,7-2-3,train,16,16,16,0,0,1,1.0
train__c09__user9__2-1-1,9,Pour_drinks,user9,2-1-1,train,22,22,22,0,0,1,1.0
train__c09__user9__2-1-2,9,Pour_drinks,user9,2-1-2,train,26,26,26,0,0,1,1.0
train__c09__user9__2-1-3,9,Pour_drinks,user9,2-1-3,train,8,8,8,0,0,1,1.0
train__c09__user9__3-2-1,9,Pour_drinks,user9,3-2-1,train,21,21,21,0,0,1,1.0
train__c09__user9__3-2-2,9,Pour_drinks,user9,3-2-2,train,16,16,16,0,0,1,1.0
train__c09__user9__3-2-3,9,Pour_drinks,user9,3-2-3,train,8,8,8,0,0,1,1.0
train__c09__user9__7-2-1,9,Pour_drinks,user9,7-2-1,train,16,16,16,0,0,1,1.0
train__c09__user9__7-2-2,9,Pour_drinks,user9,7-2-2,train,9,9,9,0,0,1,1.0
train__c09__user9__7-2-3,9,Pour_drinks,user9,7-2-3,train,11,11,11,0,0,1,1.0
train__c10__user16__1-2-1,10,Stir_drinks,user16,1-2-1,train,21,21,21,0,0,1,1.0
train__c10__user16__1-2-2,10,Stir_drinks,user16,1-2-2,train,26,26,26,0,0,1,1.0
train__c10__user16__1-2-3,10,Stir_drinks,user16,1-2-3,train,15,15,15,0,0,1,1.0
train__c10__user16__2-1-1,10,Stir_drinks,user16,2-1-1,train,31,31,31,0,0,1,1.0
train__c10__user16__2-1-2,10,Stir_drinks,user16,2-1-2,train,18,18,18,0,0,1,1.0
train__c10__user16__2-1-3,10,Stir_drinks,user16,2-1-3,train,14,14,14,0,0,1,1.0
train__c10__user16__7-2-1,10,Stir_drinks,user16,7-2-1,train,39,39,39,0,0,1,1.0
train__c10__user16__7-2-2,10,Stir_drinks,user16,7-2-2,train,38,38,38,0,0,1,1.0
train__c10__user16__7-2-3,10,Stir_drinks,user16,7-2-3,train,20,20,20,0,0,1,1.0
train__c10__user17__2-1-1,10,Stir_drinks,user17,2-1-1,validation,33,33,33,0,0,1,1.0
train__c10__user17__2-1-2,10,Stir_drinks,user17,2-1-2,validation,28,28,28,0,0,1,1.0
train__c10__user17__2-1-3,10,Stir_drinks,user17,2-1-3,validation,22,22,22,0,0,1,1.0
train__c10__user17__2-2-1,10,Stir_drinks,user17,2-2-1,validation,27,27,27,0,0,1,1.0
train__c10__user17__2-2-2,10,Stir_drinks,user17,2-2-2,validation,28,28,28,0,0,1,1.0
train__c10__user17__2-2-3,10,Stir_drinks,user17,2-2-3,validation,20,20,20,0,0,1,1.0
train__c10__user17__5-2-1,10,Stir_drinks,user17,5-2-1,validation,22,22,22,0,0,1,1.0
train__c10__user17__5-2-2,10,Stir_drinks,user17,5-2-2,validation,12,12,12,0,0,1,1.0
train__c10__user17__5-2-3,10,Stir_drinks,user17,5-2-3,validation,15,15,15,0,0,1,1.0
train__c10__user18__3-2-1,10,Stir_drinks,user18,3-2-1,train,38,38,38,0,0,1,1.0
train__c10__user18__3-2-2,10,Stir_drinks,user18,3-2-2,train,17,17,17,0,0,1,1.0
train__c10__user18__3-2-3,10,Stir_drinks,user18,3-2-3,train,18,18,18,0,0,1,1.0
train__c10__user18__4-2-1,10,Stir_drinks,user18,4-2-1,train,33,33,33,0,0,1,1.0
train__c10__user18__4-2-2,10,Stir_drinks,user18,4-2-2,train,10,10,10,0,0,1,1.0
train__c10__user18__4-2-3,10,Stir_drinks,user18,4-2-3,train,14,14,14,0,0,1,1.0
train__c10__user18__7-2-1,10,Stir_drinks,user18,7-2-1,train,13,13,13,0,0,1,1.0
train__c10__user18__7-2-2,10,Stir_drinks,user18,7-2-2,train,18,18,18,0,0,1,1.0
train__c10__user18__7-2-3,10,Stir_drinks,user18,7-2-3,train,14,14,14,0,0,1,1.0
train__c10__user19__2-1-1,10,Stir_drinks,user19,2-1-1,train,41,41,41,0,0,1,1.0
train__c10__user19__2-1-2,10,Stir_drinks,user19,2-1-2,train,30,30,30,0,0,1,1.0
train__c10__user19__2-1-3,10,Stir_drinks,user19,2-1-3,train,8,8,8,0,0,1,1.0
train__c10__user19__3-2-1,10,Stir_drinks,user19,3-2-1,train,13,13,13,0,0,1,1.0
train__c10__user19__3-2-2,10,Stir_drinks,user19,3-2-2,train,7,7,7,0,0,1,1.0
train__c10__user19__3-2-3,10,Stir_drinks,user19,3-2-3,train,6,6,6,0,0,1,1.0
train__c10__user19__7-2-1,10,Stir_drinks,user19,7-2-1,train,15,15,15,0,0,1,1.0
train__c10__user19__7-2-2,10,Stir_drinks,user19,7-2-2,train,20,20,20,0,0,1,1.0
train__c10__user19__7-2-3,10,Stir_drinks,user19,7-2-3,train,16,16,16,0,0,1,1.0
train__c10__user1__2-1-1,10,Stir_drinks,user1,2-1-1,train,37,37,37,0,0,1,1.0
train__c10__user1__2-1-2,10,Stir_drinks,user1,2-1-2,train,24,24,24,0,0,1,1.0
train__c10__user1__2-1-3,10,Stir_drinks,user1,2-1-3,train,25,25,25,0,0,1,1.0
train__c10__user1__3-1-1,10,Stir_drinks,user1,3-1-1,train,36,36,36,0,0,1,1.0
train__c10__user1__3-1-2,10,Stir_drinks,user1,3-1-2,train,37,37,37,0,0,1,1.0
train__c10__user1__3-1-3,10,Stir_drinks,user1,3-1-3,train,17,17,17,0,0,1,1.0
train__c10__user1__4-1-1,10,Stir_drinks,user1,4-1-1,train,26,26,26,0,0,1,1.0
train__c10__user20__3-1-1,10,Stir_drinks,user20,3-1-1,train,29,29,29,0,0,1,1.0
train__c10__user20__3-1-2,10,Stir_drinks,user20,3-1-2,train,42,42,42,0,0,1,1.0
train__c10__user20__3-1-3,10,Stir_drinks,user20,3-1-3,train,21,21,21,0,0,1,1.0
train__c10__user20__5-1-1,10,Stir_drinks,user20,5-1-1,train,9,9,9,0,0,1,1.0
train__c10__user20__5-1-2,10,Stir_drinks,user20,5-1-2,train,21,21,21,0,0,1,1.0
train__c10__user20__5-1-3,10,Stir_drinks,user20,5-1-3,train,33,33,33,0,0,1,1.0
train__c10__user20__6-3-1,10,Stir_drinks,user20,6-3-1,train,29,29,29,0,0,1,1.0
train__c10__user20__6-3-2,10,Stir_drinks,user20,6-3-2,train,16,16,16,0,0,1,1.0
train__c10__user20__6-3-3,10,Stir_drinks,user20,6-3-3,train,25,25,25,0,0,1,1.0
train__c10__user20__7-1-1,10,Stir_drinks,user20,7-1-1,train,31,31,31,0,0,1,1.0
train__c10__user20__7-1-2,10,Stir_drinks,user20,7-1-2,train,28,28,28,0,0,1,1.0
train__c10__user20__7-1-3,10,Stir_drinks,user20,7-1-3,train,6,6,6,0,0,1,1.0
train__c10__user22__4-3-1,10,Stir_drinks,user22,4-3-1,train,10,10,10,0,0,1,1.0
train__c10__user22__4-3-2,10,Stir_drinks,user22,4-3-2,train,22,22,22,0,0,1,1.0
train__c10__user22__4-3-3,10,Stir_drinks,user22,4-3-3,train,13,13,13,0,0,1,1.0
train__c10__user23__5-3-3,10,Stir_drinks,user23,5-3-3,validation,7,7,7,0,0,1,1.0
train__c10__user2__6-1-1,10,Stir_drinks,user2,6-1-1,train,45,45,45,0,0,1,1.0
train__c10__user2__6-1-2,10,Stir_drinks,user2,6-1-2,train,14,14,14,0,0,1,1.0
train__c10__user3__4-1-1,10,Stir_drinks,user3,4-1-1,train,24,24,24,0,0,1,1.0
train__c10__user3__4-1-2,10,Stir_drinks,user3,4-1-2,train,13,13,13,0,0,1,1.0
train__c10__user3__4-1-3,10,Stir_drinks,user3,4-1-3,train,12,12,12,0,0,1,1.0
train__c10__user3__5-1-1,10,Stir_drinks,user3,5-1-1,train,38,38,38,0,0,1,1.0
train__c10__user3__5-1-2,10,Stir_drinks,user3,5-1-2,train,18,18,18,0,0,1,1.0
train__c10__user3__5-1-3,10,Stir_drinks,user3,5-1-3,train,17,17,17,0,0,1,1.0
train__c10__user3__7-1-1,10,Stir_drinks,user3,7-1-1,train,29,29,29,0,0,1,1.0
train__c10__user3__7-1-2,10,Stir_drinks,user3,7-1-2,train,16,16,16,0,0,1,1.0
train__c10__user3__7-1-3,10,Stir_drinks,user3,7-1-3,train,11,11,11,0,0,1,1.0
train__c10__user4__1-2-1,10,Stir_drinks,user4,1-2-1,validation,33,33,33,0,0,1,1.0
train__c10__user4__1-2-2,10,Stir_drinks,user4,1-2-2,validation,38,38,38,0,0,1,1.0
train__c10__user4__1-2-3,10,Stir_drinks,user4,1-2-3,validation,26,26,26,0,0,1,1.0
train__c10__user4__5-1-1,10,Stir_drinks,user4,5-1-1,validation,49,49,49,0,0,1,1.0
train__c10__user4__5-1-2,10,Stir_drinks,user4,5-1-2,validation,62,62,62,0,0,1,1.0
train__c10__user4__5-1-3,10,Stir_drinks,user4,5-1-3,validation,27,27,27,0,0,1,1.0
train__c10__user5__1-2-1,10,Stir_drinks,user5,1-2-1,train,32,32,32,0,0,1,1.0
train__c10__user5__1-2-2,10,Stir_drinks,user5,1-2-2,train,30,30,30,0,0,1,1.0
train__c10__user5__4-2-1,10,Stir_drinks,user5,4-2-1,train,7,7,7,0,0,1,1.0
train__c10__user5__4-2-2,10,Stir_drinks,user5,4-2-2,train,33,33,33,0,0,1,1.0
train__c10__user5__4-2-3,10,Stir_drinks,user5,4-2-3,train,36,36,36,0,0,1,1.0
train__c10__user6__1-2-1,10,Stir_drinks,user6,1-2-1,train,30,30,30,0,0,1,1.0
train__c10__user6__1-2-2,10,Stir_drinks,user6,1-2-2,train,23,23,23,0,0,1,1.0
train__c10__user6__1-2-3,10,Stir_drinks,user6,1-2-3,train,13,13,13,0,0,1,1.0
train__c10__user6__2-1-1,10,Stir_drinks,user6,2-1-1,train,61,61,61,0,0,1,1.0
train__c10__user6__2-1-2,10,Stir_drinks,user6,2-1-2,train,40,40,40,0,0,1,1.0
train__c10__user6__2-1-3,10,Stir_drinks,user6,2-1-3,train,37,37,37,0,0,1,1.0
train__c10__user6__7-2-1,10,Stir_drinks,user6,7-2-1,train,24,24,24,0,0,1,1.0
train__c10__user6__7-2-2,10,Stir_drinks,user6,7-2-2,train,23,23,23,0,0,1,1.0
train__c10__user6__7-2-3,10,Stir_drinks,user6,7-2-3,train,15,15,15,0,0,1,1.0
train__c10__user7__2-1-1,10,Stir_drinks,user7,2-1-1,train,24,24,24,0,0,1,1.0
train__c10__user7__2-1-2,10,Stir_drinks,user7,2-1-2,train,18,18,18,0,0,1,1.0
train__c10__user7__2-1-3,10,Stir_drinks,user7,2-1-3,train,19,19,19,0,0,1,1.0
train__c10__user7__2-2-1,10,Stir_drinks,user7,2-2-1,train,21,21,21,0,0,1,1.0
train__c10__user7__2-2-2,10,Stir_drinks,user7,2-2-2,train,21,21,21,0,0,1,1.0
train__c10__user7__2-2-3,10,Stir_drinks,user7,2-2-3,train,11,11,11,0,0,1,1.0
train__c10__user7__5-2-1,10,Stir_drinks,user7,5-2-1,train,20,20,20,0,0,1,1.0
train__c10__user7__5-2-2,10,Stir_drinks,user7,5-2-2,train,23,23,23,0,0,1,1.0
train__c10__user7__5-2-3,10,Stir_drinks,user7,5-2-3,train,17,17,17,0,0,1,1.0
train__c10__user8__3-2-1,10,Stir_drinks,user8,3-2-1,train,28,28,28,0,0,1,1.0
train__c10__user8__3-2-2,10,Stir_drinks,user8,3-2-2,train,42,42,42,0,0,1,1.0
train__c10__user8__3-2-3,10,Stir_drinks,user8,3-2-3,train,33,33,33,0,0,1,1.0
train__c10__user8__4-2-1,10,Stir_drinks,user8,4-2-1,train,47,47,47,0,0,1,1.0
train__c10__user8__4-2-2,10,Stir_drinks,user8,4-2-2,train,8,8,8,0,0,1,1.0
train__c10__user8__4-2-3,10,Stir_drinks,user8,4-2-3,train,28,28,28,0,0,1,1.0
train__c10__user8__7-2-1,10,Stir_drinks,user8,7-2-1,train,22,22,22,0,0,1,1.0
train__c10__user8__7-2-2,10,Stir_drinks,user8,7-2-2,train,17,17,17,0,0,1,1.0
train__c10__user8__7-2-3,10,Stir_drinks,user8,7-2-3,train,11,11,11,0,0,1,1.0
train__c10__user9__2-1-1,10,Stir_drinks,user9,2-1-1,train,24,24,24,0,0,1,1.0
train__c10__user9__2-1-2,10,Stir_drinks,user9,2-1-2,train,33,33,33,0,0,1,1.0
train__c10__user9__2-1-3,10,Stir_drinks,user9,2-1-3,train,34,34,34,0,0,1,1.0
train__c10__user9__3-2-1,10,Stir_drinks,user9,3-2-1,train,27,27,26,1,0,1,1.0
train__c10__user9__3-2-2,10,Stir_drinks,user9,3-2-2,train,20,20,19,1,0,1,1.0
train__c10__user9__3-2-3,10,Stir_drinks,user9,3-2-3,train,6,6,6,0,0,1,1.0
train__c10__user9__7-2-1,10,Stir_drinks,user9,7-2-1,train,20,20,20,0,0,1,1.0
train__c10__user9__7-2-2,10,Stir_drinks,user9,7-2-2,train,12,12,12,0,0,1,1.0
train__c10__user9__7-2-3,10,Stir_drinks,user9,7-2-3,train,18,18,18,0,0,1,1.0
train__c11__user16__1-2-1,11,Peel_fruits,user16,1-2-1,train,50,50,50,0,0,1,1.0
train__c11__user16__1-2-2,11,Peel_fruits,user16,1-2-2,train,52,52,52,0,0,1,1.0
train__c11__user16__1-2-3,11,Peel_fruits,user16,1-2-3,train,24,24,24,0,0,1,1.0
train__c11__user16__3-2-1,11,Peel_fruits,user16,3-2-1,train,17,17,0,17,0,1,1.0
train__c11__user16__3-2-2,11,Peel_fruits,user16,3-2-2,train,21,21,21,0,0,1,1.0
train__c11__user16__3-2-3,11,Peel_fruits,user16,3-2-3,train,14,14,14,0,0,1,1.0
train__c11__user16__5-2-1,11,Peel_fruits,user16,5-2-1,train,38,38,38,0,0,1,1.0
train__c11__user16__5-2-2,11,Peel_fruits,user16,5-2-2,train,27,27,27,0,0,1,1.0
train__c11__user16__5-2-3,11,Peel_fruits,user16,5-2-3,train,11,11,11,0,0,1,1.0
train__c11__user17__7-2-1,11,Peel_fruits,user17,7-2-1,validation,41,41,41,0,0,1,1.0
train__c11__user17__7-2-2,11,Peel_fruits,user17,7-2-2,validation,35,35,35,0,0,1,1.0
train__c11__user17__7-2-3,11,Peel_fruits,user17,7-2-3,validation,26,26,26,0,0,1,1.0
train__c11__user18__4-2-1,11,Peel_fruits,user18,4-2-1,train,25,25,25,0,0,1,1.0
train__c11__user18__4-2-2,11,Peel_fruits,user18,4-2-2,train,12,12,12,0,0,1,1.0
train__c11__user18__4-2-3,11,Peel_fruits,user18,4-2-3,train,16,16,16,0,0,1,1.0
train__c11__user18__6-2-1,11,Peel_fruits,user18,6-2-1,train,92,92,92,0,0,1,1.0
train__c11__user18__6-2-2,11,Peel_fruits,user18,6-2-2,train,21,21,21,0,0,1,1.0
train__c11__user18__6-2-3,11,Peel_fruits,user18,6-2-3,train,23,23,23,0,0,1,1.0
train__c11__user18__7-2-1,11,Peel_fruits,user18,7-2-1,train,25,25,25,0,0,1,1.0
train__c11__user18__7-2-2,11,Peel_fruits,user18,7-2-2,train,20,20,20,0,0,1,1.0
train__c11__user18__7-2-3,11,Peel_fruits,user18,7-2-3,train,19,19,19,0,0,1,1.0
train__c11__user19__2-3-1,11,Peel_fruits,user19,2-3-1,train,53,53,53,0,0,1,1.0
train__c11__user19__2-3-2,11,Peel_fruits,user19,2-3-2,train,44,44,44,0,0,1,1.0
train__c11__user19__2-3-3,11,Peel_fruits,user19,2-3-3,train,31,31,31,0,0,1,1.0
train__c11__user1__1-2-1,11,Peel_fruits,user1,1-2-1,train,38,38,38,0,0,1,1.0
train__c11__user1__1-2-2,11,Peel_fruits,user1,1-2-2,train,49,49,49,0,0,1,1.0
train__c11__user1__4-1-1,11,Peel_fruits,user1,4-1-1,train,108,108,108,0,0,1,1.0
train__c11__user1__4-1-2,11,Peel_fruits,user1,4-1-2,train,109,109,109,0,0,1,1.0
train__c11__user1__4-1-3,11,Peel_fruits,user1,4-1-3,train,36,36,36,0,0,1,1.0
train__c11__user1__6-1-1,11,Peel_fruits,user1,6-1-1,train,36,36,36,0,0,1,1.0
train__c11__user1__6-1-2,11,Peel_fruits,user1,6-1-2,train,29,29,29,0,0,1,1.0
train__c11__user1__6-1-3,11,Peel_fruits,user1,6-1-3,train,12,12,12,0,0,1,1.0
train__c11__user21__5-2-1,11,Peel_fruits,user21,5-2-1,train,51,51,51,0,0,1,1.0
train__c11__user21__5-2-2,11,Peel_fruits,user21,5-2-2,train,64,64,64,0,0,1,1.0
train__c11__user21__5-2-3,11,Peel_fruits,user21,5-2-3,train,33,33,33,0,0,1,1.0
train__c11__user22__3-3-1,11,Peel_fruits,user22,3-3-1,train,13,13,13,0,0,1,1.0
train__c11__user22__3-3-2,11,Peel_fruits,user22,3-3-2,train,6,6,6,0,0,1,1.0
train__c11__user22__3-3-3,11,Peel_fruits,user22,3-3-3,train,7,7,7,0,0,1,1.0
train__c11__user22__4-3-1,11,Peel_fruits,user22,4-3-1,train,29,29,29,0,0,1,1.0
train__c11__user22__4-3-2,11,Peel_fruits,user22,4-3-2,train,21,21,21,0,0,1,1.0
train__c11__user22__4-3-3,11,Peel_fruits,user22,4-3-3,train,22,22,22,0,0,1,1.0
train__c11__user22__5-2-1,11,Peel_fruits,user22,5-2-1,train,45,45,45,0,0,1,1.0
train__c11__user22__5-2-2,11,Peel_fruits,user22,5-2-2,train,32,32,32,0,0,1,1.0
train__c11__user22__5-2-3,11,Peel_fruits,user22,5-2-3,train,33,33,33,0,0,1,1.0
train__c11__user24__4-2-1,11,Peel_fruits,user24,4-2-1,validation,81,81,81,0,0,1,1.0
train__c11__user24__4-2-2,11,Peel_fruits,user24,4-2-2,validation,52,52,52,0,0,1,1.0
train__c11__user24__4-2-3,11,Peel_fruits,user24,4-2-3,validation,26,26,26,0,0,1,1.0
train__c11__user2__5-2-1,11,Peel_fruits,user2,5-2-1,train,103,103,103,0,0,1,1.0
train__c11__user2__5-2-2,11,Peel_fruits,user2,5-2-2,train,33,33,33,0,0,1,1.0
train__c11__user2__5-2-3,11,Peel_fruits,user2,5-2-3,train,18,18,18,0,0,1,1.0
train__c11__user2__7-2-1,11,Peel_fruits,user2,7-2-1,train,50,50,50,0,0,1,1.0
train__c11__user2__7-2-2,11,Peel_fruits,user2,7-2-2,train,17,17,17,0,0,1,1.0
train__c11__user2__7-2-3,11,Peel_fruits,user2,7-2-3,train,7,7,7,0,0,1,1.0
train__c11__user3__3-1-1,11,Peel_fruits,user3,3-1-1,train,22,22,22,0,0,1,1.0
train__c11__user3__3-1-2,11,Peel_fruits,user3,3-1-2,train,31,31,31,0,0,1,1.0
train__c11__user3__3-1-3,11,Peel_fruits,user3,3-1-3,train,11,11,11,0,0,1,1.0
