sample_id,class_id,action_name,user_id,trial_id,depth_color_path,imu_path,ir_path,radar_path,skeleton_path,thermal_path
train__c09__user9__3-2-1,9,Pour_drinks,user9,3-2-1,Depth_Color/9_Pour_drinks/user9/3-2-1,IMU/9_Pour_drinks/user9/3-2-1,IR/9_Pour_drinks/user9/3-2-1,Radar/9_Pour_drinks/user9/3-2-1,Skeleton/9_Pour_drinks/user9/3-2-1,Thermal/9_Pour_drinks/user9/3-2-1
train__c09__user9__3-2-2,9,Pour_drinks,user9,3-2-2,Depth_Color/9_Pour_drinks/user9/3-2-2,IMU/9_Pour_drinks/user9/3-2-2,IR/9_Pour_drinks/user9/3-2-2,Radar/9_Pour_drinks/user9/3-2-2,Skeleton/9_Pour_drinks/user9/3-2-2,Thermal/9_Pour_drinks/user9/3-2-2
train__c09__user9__3-2-3,9,Pour_drinks,user9,3-2-3,Depth_Color/9_Pour_drinks/user9/3-2-3,IMU/9_Pour_drinks/user9/3-2-3,IR/9_Pour_drinks/user9/3-2-3,Radar/9_Pour_drinks/user9/3-2-3,Skeleton/9_Pour_drinks/user9/3-2-3,Thermal/9_Pour_drinks/user9/3-2-3
train__c09__user9__7-2-1,9,Pour_drinks,user9,7-2-1,Depth_Color/9_Pour_drinks/user9/7-2-1,IMU/9_Pour_drinks/user9/7-2-1,IR/9_Pour_drinks/user9/7-2-1,Radar/9_Pour_drinks/user9/7-2-1,Skeleton/9_Pour_drinks/user9/7-2-1,Thermal/9_Pour_drinks/user9/7-2-1
train__c09__user9__7-2-2,9,Pour_drinks,user9,7-2-2,Depth_Color/9_Pour_drinks/user9/7-2-2,IMU/9_Pour_drinks/user9/7-2-2,IR/9_Pour_drinks/user9/7-2-2,Radar/9_Pour_drinks/user9/7-2-2,Skeleton/9_Pour_drinks/user9/7-2-2,Thermal/9_Pour_drinks/user9/7-2-2
train__c09__user9__7-2-3,9,Pour_drinks,user9,7-2-3,Depth_Color/9_Pour_drinks/user9/7-2-3,IMU/9_Pour_drinks/user9/7-2-3,IR/9_Pour_drinks/user9/7-2-3,Radar/9_Pour_drinks/user9/7-2-3,Skeleton/9_Pour_drinks/user9/7-2-3,Thermal/9_Pour_drinks/user9/7-2-3
train__c09__user16__1-2-1,9,Pour_drinks,user16,1-2-1,Depth_Color/9_Pour_drinks/user16/1-2-1,IMU/9_Pour_drinks/user16/1-2-1,IR/9_Pour_drinks/user16/1-2-1,Radar/9_Pour_drinks/user16/1-2-1,Skeleton/9_Pour_drinks/user16/1-2-1,Thermal/9_Pour_drinks/user16/1-2-1
train__c09__user16__1-2-2,9,Pour_drinks,user16,1-2-2,Depth_Color/9_Pour_drinks/user16/1-2-2,IMU/9_Pour_drinks/user16/1-2-2,IR/9_Pour_drinks/user16/1-2-2,Radar/9_Pour_drinks/user16/1-2-2,Skeleton/9_Pour_drinks/user16/1-2-2,Thermal/9_Pour_drinks/user16/1-2-2
train__c09__user16__1-2-3,9,Pour_drinks,user16,1-2-3,Depth_Color/9_Pour_drinks/user16/1-2-3,IMU/9_Pour_drinks/user16/1-2-3,IR/9_Pour_drinks/user16/1-2-3,Radar/9_Pour_drinks/user16/1-2-3,Skeleton/9_Pour_drinks/user16/1-2-3,Thermal/9_Pour_drinks/user16/1-2-3
train__c09__user16__2-1-1,9,Pour_drinks,user16,2-1-1,Depth_Color/9_Pour_drinks/user16/2-1-1,IMU/9_Pour_drinks/user16/2-1-1,IR/9_Pour_drinks/user16/2-1-1,Radar/9_Pour_drinks/user16/2-1-1,Skeleton/9_Pour_drinks/user16/2-1-1,Thermal/9_Pour_drinks/user16/2-1-1
train__c09__user16__2-1-2,9,Pour_drinks,user16,2-1-2,Depth_Color/9_Pour_drinks/user16/2-1-2,IMU/9_Pour_drinks/user16/2-1-2,IR/9_Pour_drinks/user16/2-1-2,Radar/9_Pour_drinks/user16/2-1-2,Skeleton/9_Pour_drinks/user16/2-1-2,Thermal/9_Pour_drinks/user16/2-1-2
train__c09__user16__2-1-3,9,Pour_drinks,user16,2-1-3,Depth_Color/9_Pour_drinks/user16/2-1-3,IMU/9_Pour_drinks/user16/2-1-3,IR/9_Pour_drinks/user16/2-1-3,Radar/9_Pour_drinks/user16/2-1-3,Skeleton/9_Pour_drinks/user16/2-1-3,Thermal/9_Pour_drinks/user16/2-1-3
train__c09__user16__7-2-1,9,Pour_drinks,user16,7-2-1,Depth_Color/9_Pour_drinks/user16/7-2-1,IMU/9_Pour_drinks/user16/7-2-1,IR/9_Pour_drinks/user16/7-2-1,Radar/9_Pour_drinks/user16/7-2-1,Skeleton/9_Pour_drinks/user16/7-2-1,Thermal/9_Pour_drinks/user16/7-2-1
train__c09__user16__7-2-2,9,Pour_drinks,user16,7-2-2,Depth_Color/9_Pour_drinks/user16/7-2-2,IMU/9_Pour_drinks/user16/7-2-2,IR/9_Pour_drinks/user16/7-2-2,Radar/9_Pour_drinks/user16/7-2-2,Skeleton/9_Pour_drinks/user16/7-2-2,Thermal/9_Pour_drinks/user16/7-2-2
train__c09__user16__7-2-3,9,Pour_drinks,user16,7-2-3,Depth_Color/9_Pour_drinks/user16/7-2-3,IMU/9_Pour_drinks/user16/7-2-3,IR/9_Pour_drinks/user16/7-2-3,Radar/9_Pour_drinks/user16/7-2-3,Skeleton/9_Pour_drinks/user16/7-2-3,Thermal/9_Pour_drinks/user16/7-2-3
train__c09__user17__1-2-1,9,Pour_drinks,user17,1-2-1,Depth_Color/9_Pour_drinks/user17/1-2-1,IMU/9_Pour_drinks/user17/1-2-1,IR/9_Pour_drinks/user17/1-2-1,Radar/9_Pour_drinks/user17/1-2-1,Skeleton/9_Pour_drinks/user17/1-2-1,Thermal/9_Pour_drinks/user17/1-2-1
train__c09__user17__1-2-2,9,Pour_drinks,user17,1-2-2,Depth_Color/9_Pour_drinks/user17/1-2-2,IMU/9_Pour_drinks/user17/1-2-2,IR/9_Pour_drinks/user17/1-2-2,Radar/9_Pour_drinks/user17/1-2-2,Skeleton/9_Pour_drinks/user17/1-2-2,Thermal/9_Pour_drinks/user17/1-2-2
train__c09__user17__1-2-3,9,Pour_drinks,user17,1-2-3,Depth_Color/9_Pour_drinks/user17/1-2-3,IMU/9_Pour_drinks/user17/1-2-3,IR/9_Pour_drinks/user17/1-2-3,Radar/9_Pour_drinks/user17/1-2-3,Skeleton/9_Pour_drinks/user17/1-2-3,Thermal/9_Pour_drinks/user17/1-2-3
train__c09__user17__2-1-1,9,Pour_drinks,user17,2-1-1,Depth_Color/9_Pour_drinks/user17/2-1-1,IMU/9_Pour_drinks/user17/2-1-1,IR/9_Pour_drinks/user17/2-1-1,Radar/9_Pour_drinks/user17/2-1-1,Skeleton/9_Pour_drinks/user17/2-1-1,Thermal/9_Pour_drinks/user17/2-1-1
train__c09__user17__2-1-2,9,Pour_drinks,user17,2-1-2,Depth_Color/9_Pour_drinks/user17/2-1-2,IMU/9_Pour_drinks/user17/2-1-2,IR/9_Pour_drinks/user17/2-1-2,Radar/9_Pour_drinks/user17/2-1-2,Skeleton/9_Pour_drinks/user17/2-1-2,Thermal/9_Pour_drinks/user17/2-1-2
train__c09__user17__2-1-3,9,Pour_drinks,user17,2-1-3,Depth_Color/9_Pour_drinks/user17/2-1-3,IMU/9_Pour_drinks/user17/2-1-3,IR/9_Pour_drinks/user17/2-1-3,Radar/9_Pour_drinks/user17/2-1-3,Skeleton/9_Pour_drinks/user17/2-1-3,Thermal/9_Pour_drinks/user17/2-1-3
train__c09__user17__5-2-1,9,Pour_drinks,user17,5-2-1,Depth_Color/9_Pour_drinks/user17/5-2-1,IMU/9_Pour_drinks/user17/5-2-1,IR/9_Pour_drinks/user17/5-2-1,Radar/9_Pour_drinks/user17/5-2-1,Skeleton/9_Pour_drinks/user17/5-2-1,Thermal/9_Pour_drinks/user17/5-2-1
train__c09__user17__5-2-2,9,Pour_drinks,user17,5-2-2,Depth_Color/9_Pour_drinks/user17/5-2-2,IMU/9_Pour_drinks/user17/5-2-2,IR/9_Pour_drinks/user17/5-2-2,Radar/9_Pour_drinks/user17/5-2-2,Skeleton/9_Pour_drinks/user17/5-2-2,Thermal/9_Pour_drinks/user17/5-2-2
train__c09__user17__5-2-3,9,Pour_drinks,user17,5-2-3,Depth_Color/9_Pour_drinks/user17/5-2-3,IMU/9_Pour_drinks/user17/5-2-3,IR/9_Pour_drinks/user17/5-2-3,Radar/9_Pour_drinks/user17/5-2-3,Skeleton/9_Pour_drinks/user17/5-2-3,Thermal/9_Pour_drinks/user17/5-2-3
train__c09__user18__3-2-1,9,Pour_drinks,user18,3-2-1,Depth_Color/9_Pour_drinks/user18/3-2-1,IMU/9_Pour_drinks/user18/3-2-1,IR/9_Pour_drinks/user18/3-2-1,Radar/9_Pour_drinks/user18/3-2-1,Skeleton/9_Pour_drinks/user18/3-2-1,Thermal/9_Pour_drinks/user18/3-2-1
train__c09__user18__3-2-2,9,Pour_drinks,user18,3-2-2,Depth_Color/9_Pour_drinks/user18/3-2-2,IMU/9_Pour_drinks/user18/3-2-2,IR/9_Pour_drinks/user18/3-2-2,Radar/9_Pour_drinks/user18/3-2-2,Skeleton/9_Pour_drinks/user18/3-2-2,Thermal/9_Pour_drinks/user18/3-2-2
train__c09__user18__3-2-3,9,Pour_drinks,user18,3-2-3,Depth_Color/9_Pour_drinks/user18/3-2-3,IMU/9_Pour_drinks/user18/3-2-3,IR/9_Pour_drinks/user18/3-2-3,Radar/9_Pour_drinks/user18/3-2-3,Skeleton/9_Pour_drinks/user18/3-2-3,Thermal/9_Pour_drinks/user18/3-2-3
train__c09__user18__4-2-1,9,Pour_drinks,user18,4-2-1,Depth_Color/9_Pour_drinks/user18/4-2-1,IMU/9_Pour_drinks/user18/4-2-1,IR/9_Pour_drinks/user18/4-2-1,Radar/9_Pour_drinks/user18/4-2-1,Skeleton/9_Pour_drinks/user18/4-2-1,Thermal/9_Pour_drinks/user18/4-2-1
train__c09__user18__4-2-2,9,Pour_drinks,user18,4-2-2,Depth_Color/9_Pour_drinks/user18/4-2-2,IMU/9_Pour_drinks/user18/4-2-2,IR/9_Pour_drinks/user18/4-2-2,Radar/9_Pour_drinks/user18/4-2-2,Skeleton/9_Pour_drinks/user18/4-2-2,Thermal/9_Pour_drinks/user18/4-2-2
train__c09__user18__4-2-3,9,Pour_drinks,user18,4-2-3,Depth_Color/9_Pour_drinks/user18/4-2-3,IMU/9_Pour_drinks/user18/4-2-3,IR/9_Pour_drinks/user18/4-2-3,Radar/9_Pour_drinks/user18/4-2-3,Skeleton/9_Pour_drinks/user18/4-2-3,Thermal/9_Pour_drinks/user18/4-2-3
train__c09__user18__7-2-1,9,Pour_drinks,user18,7-2-1,Depth_Color/9_Pour_drinks/user18/7-2-1,IMU/9_Pour_drinks/user18/7-2-1,IR/9_Pour_drinks/user18/7-2-1,Radar/9_Pour_drinks/user18/7-2-1,Skeleton/9_Pour_drinks/user18/7-2-1,Thermal/9_Pour_drinks/user18/7-2-1
train__c09__user18__7-2-2,9,Pour_drinks,user18,7-2-2,Depth_Color/9_Pour_drinks/user18/7-2-2,IMU/9_Pour_drinks/user18/7-2-2,IR/9_Pour_drinks/user18/7-2-2,Radar/9_Pour_drinks/user18/7-2-2,Skeleton/9_Pour_drinks/user18/7-2-2,Thermal/9_Pour_drinks/user18/7-2-2
train__c09__user18__7-2-3,9,Pour_drinks,user18,7-2-3,Depth_Color/9_Pour_drinks/user18/7-2-3,IMU/9_Pour_drinks/user18/7-2-3,IR/9_Pour_drinks/user18/7-2-3,Radar/9_Pour_drinks/user18/7-2-3,Skeleton/9_Pour_drinks/user18/7-2-3,Thermal/9_Pour_drinks/user18/7-2-3
train__c09__user19__2-1-1,9,Pour_drinks,user19,2-1-1,Depth_Color/9_Pour_drinks/user19/2-1-1,IMU/9_Pour_drinks/user19/2-1-1,IR/9_Pour_drinks/user19/2-1-1,Radar/9_Pour_drinks/user19/2-1-1,Skeleton/9_Pour_drinks/user19/2-1-1,Thermal/9_Pour_drinks/user19/2-1-1
train__c09__user19__2-1-2,9,Pour_drinks,user19,2-1-2,Depth_Color/9_Pour_drinks/user19/2-1-2,IMU/9_Pour_drinks/user19/2-1-2,IR/9_Pour_drinks/user19/2-1-2,Radar/9_Pour_drinks/user19/2-1-2,Skeleton/9_Pour_drinks/user19/2-1-2,Thermal/9_Pour_drinks/user19/2-1-2
train__c09__user19__2-1-3,9,Pour_drinks,user19,2-1-3,Depth_Color/9_Pour_drinks/user19/2-1-3,IMU/9_Pour_drinks/user19/2-1-3,IR/9_Pour_drinks/user19/2-1-3,Radar/9_Pour_drinks/user19/2-1-3,Skeleton/9_Pour_drinks/user19/2-1-3,Thermal/9_Pour_drinks/user19/2-1-3
train__c09__user19__3-2-1,9,Pour_drinks,user19,3-2-1,Depth_Color/9_Pour_drinks/user19/3-2-1,IMU/9_Pour_drinks/user19/3-2-1,IR/9_Pour_drinks/user19/3-2-1,Radar/9_Pour_drinks/user19/3-2-1,Skeleton/9_Pour_drinks/user19/3-2-1,Thermal/9_Pour_drinks/user19/3-2-1
train__c09__user19__3-2-2,9,Pour_drinks,user19,3-2-2,Depth_Color/9_Pour_drinks/user19/3-2-2,IMU/9_Pour_drinks/user19/3-2-2,IR/9_Pour_drinks/user19/3-2-2,Radar/9_Pour_drinks/user19/3-2-2,Skeleton/9_Pour_drinks/user19/3-2-2,Thermal/9_Pour_drinks/user19/3-2-2
train__c09__user19__3-2-3,9,Pour_drinks,user19,3-2-3,Depth_Color/9_Pour_drinks/user19/3-2-3,IMU/9_Pour_drinks/user19/3-2-3,IR/9_Pour_drinks/user19/3-2-3,Radar/9_Pour_drinks/user19/3-2-3,Skeleton/9_Pour_drinks/user19/3-2-3,Thermal/9_Pour_drinks/user19/3-2-3
train__c09__user19__7-2-1,9,Pour_drinks,user19,7-2-1,Depth_Color/9_Pour_drinks/user19/7-2-1,IMU/9_Pour_drinks/user19/7-2-1,IR/9_Pour_drinks/user19/7-2-1,Radar/9_Pour_drinks/user19/7-2-1,Skeleton/9_Pour_drinks/user19/7-2-1,Thermal/9_Pour_drinks/user19/7-2-1
train__c09__user19__7-2-2,9,Pour_drinks,user19,7-2-2,Depth_Color/9_Pour_drinks/user19/7-2-2,IMU/9_Pour_drinks/user19/7-2-2,IR/9_Pour_drinks/user19/7-2-2,Radar/9_Pour_drinks/user19/7-2-2,Skeleton/9_Pour_drinks/user19/7-2-2,Thermal/9_Pour_drinks/user19/7-2-2
train__c09__user19__7-2-3,9,Pour_drinks,user19,7-2-3,Depth_Color/9_Pour_drinks/user19/7-2-3,IMU/9_Pour_drinks/user19/7-2-3,IR/9_Pour_drinks/user19/7-2-3,Radar/9_Pour_drinks/user19/7-2-3,Skeleton/9_Pour_drinks/user19/7-2-3,Thermal/9_Pour_drinks/user19/7-2-3
train__c09__user20__2-1-1,9,Pour_drinks,user20,2-1-1,Depth_Color/9_Pour_drinks/user20/2-1-1,IMU/9_Pour_drinks/user20/2-1-1,IR/9_Pour_drinks/user20/2-1-1,Radar/9_Pour_drinks/user20/2-1-1,Skeleton/9_Pour_drinks/user20/2-1-1,Thermal/9_Pour_drinks/user20/2-1-1
train__c09__user20__2-1-2,9,Pour_drinks,user20,2-1-2,Depth_Color/9_Pour_drinks/user20/2-1-2,IMU/9_Pour_drinks/user20/2-1-2,IR/9_Pour_drinks/user20/2-1-2,Radar/9_Pour_drinks/user20/2-1-2,Skeleton/9_Pour_drinks/user20/2-1-2,Thermal/9_Pour_drinks/user20/2-1-2
train__c09__user20__2-1-3,9,Pour_drinks,user20,2-1-3,Depth_Color/9_Pour_drinks/user20/2-1-3,IMU/9_Pour_drinks/user20/2-1-3,IR/9_Pour_drinks/user20/2-1-3,Radar/9_Pour_drinks/user20/2-1-3,Skeleton/9_Pour_drinks/user20/2-1-3,Thermal/9_Pour_drinks/user20/2-1-3
train__c09__user20__3-1-1,9,Pour_drinks,user20,3-1-1,Depth_Color/9_Pour_drinks/user20/3-1-1,IMU/9_Pour_drinks/user20/3-1-1,IR/9_Pour_drinks/user20/3-1-1,Radar/9_Pour_drinks/user20/3-1-1,Skeleton/9_Pour_drinks/user20/3-1-1,Thermal/9_Pour_drinks/user20/3-1-1
train__c09__user20__3-1-2,9,Pour_drinks,user20,3-1-2,Depth_Color/9_Pour_drinks/user20/3-1-2,IMU/9_Pour_drinks/user20/3-1-2,IR/9_Pour_drinks/user20/3-1-2,Radar/9_Pour_drinks/user20/3-1-2,Skeleton/9_Pour_drinks/user20/3-1-2,Thermal/9_Pour_drinks/user20/3-1-2
train__c09__user20__3-1-3,9,Pour_drinks,user20,3-1-3,Depth_Color/9_Pour_drinks/user20/3-1-3,IMU/9_Pour_drinks/user20/3-1-3,IR/9_Pour_drinks/user20/3-1-3,Radar/9_Pour_drinks/user20/3-1-3,Skeleton/9_Pour_drinks/user20/3-1-3,Thermal/9_Pour_drinks/user20/3-1-3
train__c09__user20__5-1-1,9,Pour_drinks,user20,5-1-1,Depth_Color/9_Pour_drinks/user20/5-1-1,IMU/9_Pour_drinks/user20/5-1-1,IR/9_Pour_drinks/user20/5-1-1,Radar/9_Pour_drinks/user20/5-1-1,Skeleton/9_Pour_drinks/user20/5-1-1,Thermal/9_Pour_drinks/user20/5-1-1
train__c09__user20__5-1-2,9,Pour_drinks,user20,5-1-2,Depth_Color/9_Pour_drinks/user20/5-1-2,IMU/9_Pour_drinks/user20/5-1-2,IR/9_Pour_drinks/user20/5-1-2,Radar/9_Pour_drinks/user20/5-1-2,Skeleton/9_Pour_drinks/user20/5-1-2,Thermal/9_Pour_drinks/user20/5-1-2
train__c09__user20__5-1-3,9,Pour_drinks,user20,5-1-3,Depth_Color/9_Pour_drinks/user20/5-1-3,IMU/9_Pour_drinks/user20/5-1-3,IR/9_Pour_drinks/user20/5-1-3,Radar/9_Pour_drinks/user20/5-1-3,Skeleton/9_Pour_drinks/user20/5-1-3,Thermal/9_Pour_drinks/user20/5-1-3
train__c09__user20__6-3-1,9,Pour_drinks,user20,6-3-1,Depth_Color/9_Pour_drinks/user20/6-3-1,IMU/9_Pour_drinks/user20/6-3-1,IR/9_Pour_drinks/user20/6-3-1,Radar/9_Pour_drinks/user20/6-3-1,Skeleton/9_Pour_drinks/user20/6-3-1,Thermal/9_Pour_drinks/user20/6-3-1
train__c09__user20__6-3-2,9,Pour_drinks,user20,6-3-2,Depth_Color/9_Pour_drinks/user20/6-3-2,IMU/9_Pour_drinks/user20/6-3-2,IR/9_Pour_drinks/user20/6-3-2,Radar/9_Pour_drinks/user20/6-3-2,Skeleton/9_Pour_drinks/user20/6-3-2,Thermal/9_Pour_drinks/user20/6-3-2
train__c09__user20__6-3-3,9,Pour_drinks,user20,6-3-3,Depth_Color/9_Pour_drinks/user20/6-3-3,IMU/9_Pour_drinks/user20/6-3-3,IR/9_Pour_drinks/user20/6-3-3,Radar/9_Pour_drinks/user20/6-3-3,Skeleton/9_Pour_drinks/user20/6-3-3,Thermal/9_Pour_drinks/user20/6-3-3
train__c09__user20__7-1-1,9,Pour_drinks,user20,7-1-1,Depth_Color/9_Pour_drinks/user20/7-1-1,IMU/9_Pour_drinks/user20/7-1-1,IR/9_Pour_drinks/user20/7-1-1,Radar/9_Pour_drinks/user20/7-1-1,Skeleton/9_Pour_drinks/user20/7-1-1,Thermal/9_Pour_drinks/user20/7-1-1
train__c09__user20__7-1-2,9,Pour_drinks,user20,7-1-2,Depth_Color/9_Pour_drinks/user20/7-1-2,IMU/9_Pour_drinks/user20/7-1-2,IR/9_Pour_drinks/user20/7-1-2,Radar/9_Pour_drinks/user20/7-1-2,Skeleton/9_Pour_drinks/user20/7-1-2,Thermal/9_Pour_drinks/user20/7-1-2
train__c09__user20__7-1-3,9,Pour_drinks,user20,7-1-3,Depth_Color/9_Pour_drinks/user20/7-1-3,IMU/9_Pour_drinks/user20/7-1-3,IR/9_Pour_drinks/user20/7-1-3,Radar/9_Pour_drinks/user20/7-1-3,Skeleton/9_Pour_drinks/user20/7-1-3,Thermal/9_Pour_drinks/user20/7-1-3
train__c09__user21__6-2-1,9,Pour_drinks,user21,6-2-1,Depth_Color/9_Pour_drinks/user21/6-2-1,IMU/9_Pour_drinks/user21/6-2-1,IR/9_Pour_drinks/user21/6-2-1,Radar/9_Pour_drinks/user21/6-2-1,Skeleton/9_Pour_drinks/user21/6-2-1,Thermal/9_Pour_drinks/user21/6-2-1
train__c09__user21__6-2-2,9,Pour_drinks,user21,6-2-2,Depth_Color/9_Pour_drinks/user21/6-2-2,IMU/9_Pour_drinks/user21/6-2-2,IR/9_Pour_drinks/user21/6-2-2,Radar/9_Pour_drinks/user21/6-2-2,Skeleton/9_Pour_drinks/user21/6-2-2,Thermal/9_Pour_drinks/user21/6-2-2
train__c09__user21__6-2-3,9,Pour_drinks,user21,6-2-3,Depth_Color/9_Pour_drinks/user21/6-2-3,IMU/9_Pour_drinks/user21/6-2-3,IR/9_Pour_drinks/user21/6-2-3,Radar/9_Pour_drinks/user21/6-2-3,Skeleton/9_Pour_drinks/user21/6-2-3,Thermal/9_Pour_drinks/user21/6-2-3
train__c09__user22__2-1-1,9,Pour_drinks,user22,2-1-1,Depth_Color/9_Pour_drinks/user22/2-1-1,IMU/9_Pour_drinks/user22/2-1-1,IR/9_Pour_drinks/user22/2-1-1,Radar/9_Pour_drinks/user22/2-1-1,Skeleton/9_Pour_drinks/user22/2-1-1,Thermal/9_Pour_drinks/user22/2-1-1
train__c09__user22__2-1-2,9,Pour_drinks,user22,2-1-2,Depth_Color/9_Pour_drinks/user22/2-1-2,IMU/9_Pour_drinks/user22/2-1-2,IR/9_Pour_drinks/user22/2-1-2,Radar/9_Pour_drinks/user22/2-1-2,Skeleton/9_Pour_drinks/user22/2-1-2,Thermal/9_Pour_drinks/user22/2-1-2
train__c09__user22__2-1-3,9,Pour_drinks,user22,2-1-3,Depth_Color/9_Pour_drinks/user22/2-1-3,IMU/9_Pour_drinks/user22/2-1-3,IR/9_Pour_drinks/user22/2-1-3,Radar/9_Pour_drinks/user22/2-1-3,Skeleton/9_Pour_drinks/user22/2-1-3,Thermal/9_Pour_drinks/user22/2-1-3
train__c09__user22__4-3-1,9,Pour_drinks,user22,4-3-1,Depth_Color/9_Pour_drinks/user22/4-3-1,IMU/9_Pour_drinks/user22/4-3-1,IR/9_Pour_drinks/user22/4-3-1,Radar/9_Pour_drinks/user22/4-3-1,Skeleton/9_Pour_drinks/user22/4-3-1,Thermal/9_Pour_drinks/user22/4-3-1
train__c09__user22__4-3-2,9,Pour_drinks,user22,4-3-2,Depth_Color/9_Pour_drinks/user22/4-3-2,,IR/9_Pour_drinks/user22/4-3-2,Radar/9_Pour_drinks/user22/4-3-2,Skeleton/9_Pour_drinks/user22/4-3-2,Thermal/9_Pour_drinks/user22/4-3-2
train__c09__user22__4-3-3,9,Pour_drinks,user22,4-3-3,Depth_Color/9_Pour_drinks/user22/4-3-3,IMU/9_Pour_drinks/user22/4-3-3,IR/9_Pour_drinks/user22/4-3-3,Radar/9_Pour_drinks/user22/4-3-3,Skeleton/9_Pour_drinks/user22/4-3-3,Thermal/9_Pour_drinks/user22/4-3-3
train__c09__user23__5-3-1,9,Pour_drinks,user23,5-3-1,,,,,,Thermal/9_Pour_drinks/user23/5-3-1
train__c09__user23__5-3-3,9,Pour_drinks,user23,5-3-3,Depth_Color/9_Pour_drinks/user23/5-3-3,IMU/9_Pour_drinks/user23/5-3-3,IR/9_Pour_drinks/user23/5-3-3,Radar/9_Pour_drinks/user23/5-3-3,Skeleton/9_Pour_drinks/user23/5-3-3,Thermal/9_Pour_drinks/user23/5-3-3
train__c10__user1__2-1-1,10,Stir_drinks,user1,2-1-1,Depth_Color/10_Stir_drinks/user1/2-1-1,,IR/10_Stir_drinks/user1/2-1-1,,Skeleton/10_Stir_drinks/user1/2-1-1,Thermal/10_Stir_drinks/user1/2-1-1
train__c10__user1__2-1-2,10,Stir_drinks,user1,2-1-2,Depth_Color/10_Stir_drinks/user1/2-1-2,IMU/10_Stir_drinks/user1/2-1-2,IR/10_Stir_drinks/user1/2-1-2,Radar/10_Stir_drinks/user1/2-1-2,Skeleton/10_Stir_drinks/user1/2-1-2,Thermal/10_Stir_drinks/user1/2-1-2
train__c10__user1__2-1-3,10,Stir_drinks,user1,2-1-3,Depth_Color/10_Stir_drinks/user1/2-1-3,IMU/10_Stir_drinks/user1/2-1-3,IR/10_Stir_drinks/user1/2-1-3,Radar/10_Stir_drinks/user1/2-1-3,Skeleton/10_Stir_drinks/user1/2-1-3,Thermal/10_Stir_drinks/user1/2-1-3
train__c10__user1__3-1-1,10,Stir_drinks,user1,3-1-1,Depth_Color/10_Stir_drinks/user1/3-1-1,IMU/10_Stir_drinks/user1/3-1-1,IR/10_Stir_drinks/user1/3-1-1,Radar/10_Stir_drinks/user1/3-1-1,Skeleton/10_Stir_drinks/user1/3-1-1,Thermal/10_Stir_drinks/user1/3-1-1
train__c10__user1__3-1-2,10,Stir_drinks,user1,3-1-2,Depth_Color/10_Stir_drinks/user1/3-1-2,IMU/10_Stir_drinks/user1/3-1-2,IR/10_Stir_drinks/user1/3-1-2,Radar/10_Stir_drinks/user1/3-1-2,Skeleton/10_Stir_drinks/user1/3-1-2,Thermal/10_Stir_drinks/user1/3-1-2
train__c10__user1__3-1-3,10,Stir_drinks,user1,3-1-3,Depth_Color/10_Stir_drinks/user1/3-1-3,IMU/10_Stir_drinks/user1/3-1-3,IR/10_Stir_drinks/user1/3-1-3,Radar/10_Stir_drinks/user1/3-1-3,Skeleton/10_Stir_drinks/user1/3-1-3,Thermal/10_Stir_drinks/user1/3-1-3
train__c10__user1__4-1-1,10,Stir_drinks,user1,4-1-1,Depth_Color/10_Stir_drinks/user1/4-1-1,IMU/10_Stir_drinks/user1/4-1-1,IR/10_Stir_drinks/user1/4-1-1,Radar/10_Stir_drinks/user1/4-1-1,Skeleton/10_Stir_drinks/user1/4-1-1,Thermal/10_Stir_drinks/user1/4-1-1
train__c10__user1__4-1-2,10,Stir_drinks,user1,4-1-2,,,,,,Thermal/10_Stir_drinks/user1/4-1-2
train__c10__user1__4-1-3,10,Stir_drinks,user1,4-1-3,,,,,,Thermal/10_Stir_drinks/user1/4-1-3
train__c10__user2__6-1-1,10,Stir_drinks,user2,6-1-1,Depth_Color/10_Stir_drinks/user2/6-1-1,IMU/10_Stir_drinks/user2/6-1-1,IR/10_Stir_drinks/user2/6-1-1,Radar/10_Stir_drinks/user2/6-1-1,Skeleton/10_Stir_drinks/user2/6-1-1,Thermal/10_Stir_drinks/user2/6-1-1
train__c10__user2__6-1-2,10,Stir_drinks,user2,6-1-2,Depth_Color/10_Stir_drinks/user2/6-1-2,IMU/10_Stir_drinks/user2/6-1-2,IR/10_Stir_drinks/user2/6-1-2,Radar/10_Stir_drinks/user2/6-1-2,Skeleton/10_Stir_drinks/user2/6-1-2,Thermal/10_Stir_drinks/user2/6-1-2
train__c10__user3__4-1-1,10,Stir_drinks,user3,4-1-1,Depth_Color/10_Stir_drinks/user3/4-1-1,IMU/10_Stir_drinks/user3/4-1-1,IR/10_Stir_drinks/user3/4-1-1,Radar/10_Stir_drinks/user3/4-1-1,Skeleton/10_Stir_drinks/user3/4-1-1,Thermal/10_Stir_drinks/user3/4-1-1
train__c10__user3__4-1-2,10,Stir_drinks,user3,4-1-2,Depth_Color/10_Stir_drinks/user3/4-1-2,IMU/10_Stir_drinks/user3/4-1-2,IR/10_Stir_drinks/user3/4-1-2,Radar/10_Stir_drinks/user3/4-1-2,Skeleton/10_Stir_drinks/user3/4-1-2,Thermal/10_Stir_drinks/user3/4-1-2
