rank,val_users,train_users,total_score,coverage_penalty,union_train_samples,union_val_samples,union_val_ratio,union_train_class_count,union_val_class_count,depth_color_train_samples,depth_color_val_samples,depth_color_val_ratio,depth_color_train_class_count,depth_color_val_class_count,depth_color_min_val_class_samples,depth_color_max_val_class_samples,depth_color_mean_val_class_samples,imu_train_samples,imu_val_samples,imu_val_ratio,imu_train_class_count,imu_val_class_count,imu_min_val_class_samples,imu_max_val_class_samples,imu_mean_val_class_samples,ir_train_samples,ir_val_samples,ir_val_ratio,ir_train_class_count,ir_val_class_count,ir_min_val_class_samples,ir_max_val_class_samples,ir_mean_val_class_samples,radar_train_samples,radar_val_samples,radar_val_ratio,radar_train_class_count,radar_val_class_count,radar_min_val_class_samples,radar_max_val_class_samples,radar_mean_val_class_samples,skeleton_train_samples,skeleton_val_samples,skeleton_val_ratio,skeleton_train_class_count,skeleton_val_class_count,skeleton_min_val_class_samples,skeleton_max_val_class_samples,skeleton_mean_val_class_samples,thermal_train_samples,thermal_val_samples,thermal_val_ratio,thermal_train_class_count,thermal_val_class_count,thermal_min_val_class_samples,thermal_max_val_class_samples,thermal_mean_val_class_samples,min_val_class_samples_union,union_ratio_error,mean_modality_ratio_error,union_class_distribution_error,mean_modality_class_distribution_error,class_distribution_error,user_count_imbalance,missing_rate_error,min_class_penalty,status
41,user1;user8;user21;user24,user2;user3;user4;user5;user6;user7;user9;user16;user17;user18;user19;user20;user22;user23,0.536168244010,0.000000000000,2422,614,0.202239789196,40,40,2325,606,0.206755373593,40,40,3,76,15.150000000000,2304,599,0.206338270754,40,40,3,74,14.975000000000,2327,606,0.206614387999,40,40,3,76,15.150000000000,2314,600,0.205902539465,40,40,3,74,15.000000000000,2325,606,0.206755373593,40,40,3,76,15.150000000000,2290,601,0.207886544448,40,40,3,74,15.025000000000,3,0.002239789196,0.006708748309,0.005365580461,0.005647047696,0.011012628157,0.085625012561,0.021226104695,0.500000000000,passed
42,user1;user8;user17;user24,user2;user3;user4;user5;user6;user7;user9;user16;user18;user19;user20;user21;user22;user23,0.537998745688,0.000000000000,2389,647,0.213109354414,40,40,2292,639,0.218014329580,40,40,6,70,15.975000000000,2274,629,0.216672407854,40,40,6,66,15.725000000000,2294,639,0.217865666553,40,40,6,70,15.975000000000,2286,628,0.215511324640,40,40,6,68,15.700000000000,2292,639,0.218014329580,40,40,6,70,15.975000000000,2259,632,0.218609477689,40,40,6,66,15.800000000000,6,0.013109354414,0.017447922649,0.004314302558,0.004179177818,0.008493480376,0.038453957665,0.019563876790,0.285714285714,passed
43,user1;user17;user21;user24,user2;user3;user4;user5;user6;user7;user8;user9;user16;user18;user19;user20;user22;user23,0.539546162531,0.000000000000,2425,611,0.201251646904,40,40,2324,607,0.207096554077,40,40,3,80,15.175000000000,2309,594,0.204615914571,40,40,3,75,14.850000000000,2326,607,0.206955335834,40,40,3,80,15.175000000000,2316,598,0.205216197666,40,40,3,79,14.950000000000,2324,607,0.207096554077,40,40,3,80,15.175000000000,2290,601,0.207886544448,40,40,3,75,15.025000000000,3,0.001251646904,0.006477850112,0.005794567751,0.006051849551,0.011846417303,0.080496449279,0.024957016978,0.500000000000,passed
44,user1;user16;user23;user24,user2;user3;user4;user5;user6;user7;user8;user9;user17;user18;user19;user20;user21;user22,0.540312287551,0.000000000000,2397,639,0.210474308300,40,40,2306,625,0.213237802798,40,40,6,76,15.625000000000,2282,621,0.213916637961,40,40,6,75,15.525000000000,2307,626,0.213433344698,40,40,6,76,15.650000000000,2293,621,0.213109128346,40,40,6,75,15.525000000000,2306,625,0.213237802798,40,40,6,76,15.625000000000,2268,623,0.215496368039,40,40,6,72,15.575000000000,6,0.010474308300,0.013738514107,0.004848160107,0.005410310880,0.010258470987,0.103179628995,0.014884763124,0.285714285714,passed
45,user1;user9;user23;user24,user2;user3;user4;user5;user6;user7;user8;user16;user17;user18;user19;user20;user21;user22,0.545091726395,0.000000000000,2396,640,0.210803689065,40,40,2311,620,0.211531900375,40,40,5,82,15.500000000000,2287,616,0.212194281777,40,40,5,81,15.400000000000,2312,621,0.211728605523,40,40,5,82,15.525000000000,2298,616,0.211393273850,40,40,5,81,15.400000000000,2311,620,0.211531900375,40,40,5,82,15.500000000000,2267,624,0.215842269111,40,40,4,78,15.600000000000,5,0.010803689065,0.012370371835,0.006733469203,0.007342029381,0.014075498584,0.105512143851,0.007110164141,0.338888888889,passed
46,user1;user4;user9;user23,user2;user3;user5;user6;user7;user8;user16;user17;user18;user19;user20;user21;user22;user24,0.545506335960,0.000000000000,2412,624,0.205533596838,40,40,2336,595,0.203002388263,40,40,3,76,14.875000000000,2312,591,0.203582500861,40,40,3,75,14.775000000000,2337,596,0.203204909649,40,40,3,76,14.900000000000,2323,591,0.202814001373,40,40,3,75,14.775000000000,2336,595,0.203002388263,40,40,3,76,14.875000000000,2280,611,0.211345555171,40,40,3,72,15.275000000000,3,0.005533596838,0.004491957263,0.004968265430,0.005359240161,0.010327505591,0.118372982773,0.013904724503,0.500000000000,passed
47,user3;user17;user23;user24,user1;user2;user4;user5;user6;user7;user8;user9;user16;user18;user19;user20;user21;user22,0.549161916892,0.000000000000,2407,629,0.207180500659,40,40,2314,617,0.210508358922,40,40,3,77,15.425000000000,2292,611,0.210471925594,40,40,3,74,15.275000000000,2315,618,0.210705762018,40,40,3,77,15.450000000000,2305,609,0.208991077557,40,40,3,77,15.225000000000,2314,617,0.210508358922,40,40,3,77,15.425000000000,2287,604,0.208924247665,40,40,3,70,15.100000000000,3,0.007180500659,0.010018288446,0.005616491870,0.006172846928,0.011789338797,0.061717166753,0.013174270527,0.500000000000,passed
48,user1;user4;user20;user24,user2;user3;user5;user6;user7;user8;user9;user16;user17;user18;user19;user21;user22;user23,0.555862582332,0.000000000000,2422,614,0.202239789196,40,40,2330,601,0.205049471170,40,40,2,62,15.025000000000,2306,597,0.205649328281,40,40,2,61,14.925000000000,2332,601,0.204909648824,40,40,2,62,15.025000000000,2317,597,0.204873026767,40,40,2,61,14.925000000000,2330,601,0.205049471170,40,40,2,62,15.025000000000,2284,607,0.209961950882,40,40,2,60,15.175000000000,2,0.002239789196,0.005915482849,0.005744153760,0.005502950939,0.011247104698,0.042595103683,0.017425887540,0.666666666667,passed
49,user3;user4;user7;user23,user1;user2;user5;user6;user8;user9;user16;user17;user18;user19;user20;user21;user22;user24,0.557210652504,0.000000000000,2404,632,0.208168642951,40,40,2321,610,0.208120095531,40,40,3,75,15.250000000000,2293,610,0.210127454358,40,40,3,75,15.250000000000,2322,611,0.208319127174,40,40,3,75,15.275000000000,2307,607,0.208304735758,40,40,3,75,15.175000000000,2321,610,0.208120095531,40,40,3,75,15.250000000000,2281,610,0.210999654099,40,40,3,71,15.250000000000,3,0.008168642951,0.008998527075,0.004934144694,0.005408551989,0.010342696683,0.112686669714,0.003953958962,0.500000000000,passed
50,user4;user7;user20;user23,user1;user2;user3;user5;user6;user8;user9;user16;user17;user18;user19;user21;user22;user24,0.564158498800,0.000000000000,2408,628,0.206851119895,40,40,2323,608,0.207437734562,40,40,3,63,15.200000000000,2295,608,0.209438511884,40,40,3,63,15.200000000000,2324,609,0.207637231504,40,40,3,63,15.225000000000,2306,608,0.208647906658,40,40,3,63,15.200000000000,2323,608,0.207437734562,40,40,3,63,15.200000000000,2276,615,0.212729159460,40,40,3,59,15.375000000000,3,0.006851119895,0.008888046438,0.004878506751,0.004729030067,0.009607536818,0.112145330329,0.009417422634,0.500000000000,passed
