sample_id,class_id,action_name,user_id,trial_id,fold_split,run_index,start_frame_id,end_frame_id,run_length,trial_unique_frames,run_fraction_of_trial
train__c23__user17__7-1-2,23,Listen_to_music_with_headphones,user17,7-1-2,validation,0,174,177,4,70,0.05714285714285714
train__c23__user17__7-1-3,23,Listen_to_music_with_headphones,user17,7-1-3,validation,0,92,160,69,69,1.0
train__c23__user18__1-2-2,23,Listen_to_music_with_headphones,user18,1-2-2,train,0,90,90,1,175,0.005714285714285714
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,1-2-2,train,0,61,83,23,23,1.0
train__c23__user19__1-2-3,23,Listen_to_music_with_headphones,user19,1-2-3,train,0,101,102,2,18,0.1111111111111111
train__c23__user21__1-2-2,23,Listen_to_music_with_headphones,user21,1-2-2,train,0,145,145,1,29,0.034482758620689655
train__c23__user21__1-2-2,23,Listen_to_music_with_headphones,user21,1-2-2,train,1,147,147,1,29,0.034482758620689655
train__c23__user21__1-2-2,23,Listen_to_music_with_headphones,user21,1-2-2,train,2,150,150,1,29,0.034482758620689655
train__c24__user4__3-2-3,24,Use_a_mobile_phone,user4,3-2-3,validation,0,79,79,1,55,0.01818181818181818
train__c24__user6__5-1-1,24,Use_a_mobile_phone,user6,5-1-1,train,0,11,40,30,99,0.30303030303030304
train__c24__user6__5-1-3,24,Use_a_mobile_phone,user6,5-1-3,train,0,6,35,30,53,0.5660377358490566
train__c24__user7__1-2-1,24,Use_a_mobile_phone,user7,1-2-1,train,0,196,196,1,50,0.02
train__c26__user9__3-1-2,26,Play_games,user9,3-1-2,train,0,37,57,21,43,0.4883720930232558
train__c26__user16__5-3-1,26,Play_games,user16,5-3-1,train,0,551,590,40,129,0.31007751937984496
train__c26__user16__5-3-1,26,Play_games,user16,5-3-1,train,1,597,601,5,129,0.03875968992248062
train__c26__user19__5-1-2,26,Play_games,user19,5-1-2,train,0,51,51,1,43,0.023255813953488372
train__c29__user9__4-2-3,29,Do_squats,user9,4-2-3,train,0,38,42,5,14,0.35714285714285715
train__c29__user17__4-1-1,29,Do_squats,user17,4-1-1,validation,0,316,316,1,46,0.021739130434782608
train__c29__user17__4-1-1,29,Do_squats,user17,4-1-1,validation,1,321,328,8,46,0.17391304347826086
train__c29__user17__4-1-1,29,Do_squats,user17,4-1-1,validation,2,346,347,2,46,0.043478260869565216
train__c29__user17__4-1-2,29,Do_squats,user17,4-1-2,validation,0,275,275,1,22,0.045454545454545456
train__c29__user17__4-1-2,29,Do_squats,user17,4-1-2,validation,1,296,296,1,22,0.045454545454545456
train__c29__user17__4-1-3,29,Do_squats,user17,4-1-3,validation,0,213,213,1,22,0.045454545454545456
train__c29__user17__4-1-3,29,Do_squats,user17,4-1-3,validation,1,217,217,1,22,0.045454545454545456
train__c29__user17__4-1-3,29,Do_squats,user17,4-1-3,validation,2,220,220,1,22,0.045454545454545456
train__c29__user17__4-1-3,29,Do_squats,user17,4-1-3,validation,3,227,227,1,22,0.045454545454545456
train__c29__user18__6-1-1,29,Do_squats,user18,6-1-1,train,0,232,249,18,39,0.46153846153846156
train__c29__user18__6-1-1,29,Do_squats,user18,6-1-1,train,1,251,269,19,39,0.48717948717948717
train__c29__user18__6-1-2,29,Do_squats,user18,6-1-2,train,0,175,205,31,31,1.0
train__c29__user23__6-1-3,29,Do_squats,user23,6-1-3,validation,0,66,67,2,28,0.07142857142857142
train__c29__user23__6-1-3,29,Do_squats,user23,6-1-3,validation,1,76,76,1,28,0.03571428571428571
train__c29__user23__6-3-1,29,Do_squats,user23,6-3-1,validation,0,73,74,2,61,0.03278688524590164
train__c30__user6__6-1-2,30,Do_jumping_jacks,user6,6-1-2,train,0,28,28,1,37,0.02702702702702703
train__c30__user6__6-1-2,30,Do_jumping_jacks,user6,6-1-2,train,1,44,44,1,37,0.02702702702702703
train__c30__user8__6-2-1,30,Do_jumping_jacks,user8,6-2-1,train,0,164,164,1,8,0.125
train__c30__user8__6-2-3,30,Do_jumping_jacks,user8,6-2-3,train,0,175,175,1,21,0.047619047619047616
train__c31__user2__1-2-1,31,Do_stretching_exercises,user2,1-2-1,train,0,89,89,1,21,0.047619047619047616
train__c31__user2__1-2-2,31,Do_stretching_exercises,user2,1-2-2,train,0,94,95,2,40,0.05
train__c31__user2__1-2-2,31,Do_stretching_exercises,user2,1-2-2,train,1,97,97,1,40,0.025
train__c31__user2__1-2-3,31,Do_stretching_exercises,user2,1-2-3,train,0,64,64,1,29,0.034482758620689655
train__c31__user3__7-1-1,31,Do_stretching_exercises,user3,7-1-1,train,0,552,552,1,39,0.02564102564102564
train__c31__user9__1-1-1,31,Do_stretching_exercises,user9,1-1-1,train,0,239,275,37,37,1.0
train__c31__user9__1-1-2,31,Do_stretching_exercises,user9,1-1-2,train,0,157,166,10,10,1.0
train__c31__user9__1-1-3,31,Do_stretching_exercises,user9,1-1-3,train,0,218,231,14,14,1.0
train__c31__user17__3-1-2,31,Do_stretching_exercises,user17,3-1-2,validation,0,254,255,2,26,0.07692307692307693
train__c31__user17__3-1-3,31,Do_stretching_exercises,user17,3-1-3,validation,0,146,146,1,28,0.03571428571428571
train__c31__user17__4-1-1,31,Do_stretching_exercises,user17,4-1-1,validation,0,281,284,4,24,0.16666666666666666
train__c31__user17__4-1-1,31,Do_stretching_exercises,user17,4-1-1,validation,1,290,292,3,24,0.125
train__c31__user17__4-1-2,31,Do_stretching_exercises,user17,4-1-2,validation,0,246,247,2,30,0.06666666666666667
train__c31__user17__4-1-2,31,Do_stretching_exercises,user17,4-1-2,validation,1,252,255,4,30,0.13333333333333333
train__c31__user17__4-1-2,31,Do_stretching_exercises,user17,4-1-2,validation,2,262,265,4,30,0.13333333333333333
train__c31__user17__4-1-2,31,Do_stretching_exercises,user17,4-1-2,validation,3,273,273,1,30,0.03333333333333333
train__c31__user17__4-1-3,31,Do_stretching_exercises,user17,4-1-3,validation,0,186,187,2,21,0.09523809523809523
train__c31__user17__4-1-3,31,Do_stretching_exercises,user17,4-1-3,validation,1,193,193,1,21,0.047619047619047616
train__c31__user18__6-1-1,31,Do_stretching_exercises,user18,6-1-1,train,0,199,199,1,37,0.02702702702702703
train__c31__user18__6-1-1,31,Do_stretching_exercises,user18,6-1-1,train,1,201,206,6,37,0.16216216216216217
train__c31__user18__6-1-1,31,Do_stretching_exercises,user18,6-1-1,train,2,208,208,1,37,0.02702702702702703
train__c31__user18__6-1-1,31,Do_stretching_exercises,user18,6-1-1,train,3,210,225,16,37,0.43243243243243246
train__c31__user18__6-1-1,31,Do_stretching_exercises,user18,6-1-1,train,4,227,229,3,37,0.08108108108108109
train__c31__user18__6-1-2,31,Do_stretching_exercises,user18,6-1-2,train,0,117,162,46,46,1.0
train__c31__user19__4-2-2,31,Do_stretching_exercises,user19,4-2-2,train,0,101,101,1,46,0.021739130434782608
train__c31__user23__6-1-2,31,Do_stretching_exercises,user23,6-1-2,validation,0,44,46,3,41,0.07317073170731707
train__c31__user23__6-1-2,31,Do_stretching_exercises,user23,6-1-2,validation,1,61,61,1,41,0.024390243902439025
train__c31__user23__6-1-3,31,Do_stretching_exercises,user23,6-1-3,validation,0,54,54,1,32,0.03125
train__c32__user6__4-1-1,32,Stand_up,user6,4-1-1,train,0,186,188,3,12,0.25
train__c32__user6__4-1-2,32,Stand_up,user6,4-1-2,train,0,170,171,2,14,0.14285714285714285
train__c32__user6__4-1-3,32,Stand_up,user6,4-1-3,train,0,158,158,1,7,0.14285714285714285
train__c32__user17__4-1-1,32,Stand_up,user17,4-1-1,validation,0,268,268,1,11,0.09090909090909091
train__c32__user17__4-1-1,32,Stand_up,user17,4-1-1,validation,1,271,272,2,11,0.18181818181818182
train__c32__user17__4-1-2,32,Stand_up,user17,4-1-2,validation,0,241,243,3,11,0.2727272727272727
train__c32__user17__4-1-2,32,Stand_up,user17,4-1-2,validation,1,246,247,2,11,0.18181818181818182
train__c32__user17__4-1-3,32,Stand_up,user17,4-1-3,validation,0,186,187,2,8,0.25
train__c33__user6__5-3-3,33,Lie_down,user6,5-3-3,train,0,57,85,29,29,1.0
train__c33__user6__6-1-2,33,Lie_down,user6,6-1-2,train,0,71,71,1,22,0.045454545454545456
train__c34__user6__5-3-3,34,Sit_down,user6,5-3-3,train,0,58,66,9,9,1.0
train__c34__user6__7-1-3,34,Sit_down,user6,7-1-3,train,0,20,20,1,10,0.1
train__c34__user6__7-3-3,34,Sit_down,user6,7-3-3,train,0,35,35,1,12,0.08333333333333333
train__c34__user7__6-3-3,34,Sit_down,user7,6-3-3,train,0,53,58,6,8,0.75
train__c34__user7__7-1-3,34,Sit_down,user7,7-1-3,train,0,61,65,5,7,0.7142857142857143
train__c34__user8__4-1-2,34,Sit_down,user8,4-1-2,train,0,34,38,5,6,0.8333333333333334
train__c34__user17__4-1-1,34,Sit_down,user17,4-1-1,validation,0,58,58,1,12,0.08333333333333333
train__c34__user17__7-1-1,34,Sit_down,user17,7-1-1,validation,0,161,168,8,8,1.0
train__c34__user17__7-1-2,34,Sit_down,user17,7-1-2,validation,0,110,111,2,7,0.2857142857142857
train__c34__user17__7-1-3,34,Sit_down,user17,7-1-3,validation,0,81,87,7,7,1.0
train__c34__user19__1-2-2,34,Sit_down,user19,1-2-2,train,0,34,46,13,13,1.0
train__c35__user6__6-1-3,35,Do_lunges,user6,6-1-3,train,0,134,135,2,41,0.04878048780487805
train__c35__user8__5-1-3,35,Do_lunges,user8,5-1-3,train,0,165,165,1,33,0.030303030303030304
train__c35__user16__6-1-1,35,Do_lunges,user16,6-1-1,train,0,315,338,24,79,0.3037974683544304
train__c35__user23__1-2-1,35,Do_lunges,user23,1-2-1,validation,0,14,17,4,38,0.10526315789473684
train__c36__user1__3-2-3,36,Walk,user1,3-2-3,train,0,52,52,1,14,0.07142857142857142
train__c36__user2__2-1-2,36,Walk,user2,2-1-2,train,0,42,42,1,30,0.03333333333333333
train__c36__user2__2-1-3,36,Walk,user2,2-1-3,train,0,15,18,4,14,0.2857142857142857
train__c36__user2__4-1-2,36,Walk,user2,4-1-2,train,0,272,272,1,33,0.030303030303030304
train__c36__user2__4-1-3,36,Walk,user2,4-1-3,train,0,215,215,1,31,0.03225806451612903
train__c36__user2__7-2-1,36,Walk,user2,7-2-1,train,0,39,39,1,35,0.02857142857142857
train__c36__user3__1-2-3,36,Walk,user3,1-2-3,train,0,96,96,1,32,0.03125
train__c36__user3__5-2-3,36,Walk,user3,5-2-3,train,0,54,54,1,34,0.029411764705882353
train__c36__user3__6-2-2,36,Walk,user3,6-2-2,train,0,70,70,1,20,0.05
train__c36__user3__6-2-2,36,Walk,user3,6-2-2,train,1,72,72,1,20,0.05
train__c36__user4__1-2-2,36,Walk,user4,1-2-2,validation,0,49,49,1,22,0.045454545454545456
train__c36__user4__2-2-1,36,Walk,user4,2-2-1,validation,0,49,49,1,28,0.03571428571428571
train__c36__user4__2-2-2,36,Walk,user4,2-2-2,validation,0,50,51,2,28,0.07142857142857142
train__c36__user4__2-2-3,36,Walk,user4,2-2-3,validation,0,58,58,1,26,0.038461538461538464
train__c36__user4__2-2-3,36,Walk,user4,2-2-3,validation,1,66,66,1,26,0.038461538461538464
train__c36__user4__4-2-2,36,Walk,user4,4-2-2,validation,0,54,54,1,26,0.038461538461538464
train__c36__user4__4-2-3,36,Walk,user4,4-2-3,validation,0,44,44,1,14,0.07142857142857142
train__c36__user4__5-2-2,36,Walk,user4,5-2-2,validation,0,47,47,1,25,0.04
train__c36__user4__7-1-2,36,Walk,user4,7-1-2,validation,0,54,55,2,28,0.07142857142857142
train__c36__user4__7-1-2,36,Walk,user4,7-1-2,validation,1,57,58,2,28,0.07142857142857142
train__c36__user4__7-1-3,36,Walk,user4,7-1-3,validation,0,49,49,1,16,0.0625
train__c36__user4__7-1-3,36,Walk,user4,7-1-3,validation,1,51,51,1,16,0.0625
train__c36__user6__1-1-1,36,Walk,user6,1-1-1,train,0,30,30,1,26,0.038461538461538464
train__c36__user6__1-1-1,36,Walk,user6,1-1-1,train,1,37,52,16,26,0.6153846153846154
train__c36__user6__1-1-2,36,Walk,user6,1-1-2,train,0,30,43,14,24,0.5833333333333334
train__c36__user6__1-1-3,36,Walk,user6,1-1-3,train,0,29,36,8,15,0.5333333333333333
train__c36__user6__3-1-1,36,Walk,user6,3-1-1,train,0,269,272,4,28,0.14285714285714285
train__c36__user6__5-3-2,36,Walk,user6,5-3-2,train,0,24,24,1,28,0.03571428571428571
train__c36__user6__5-3-3,36,Walk,user6,5-3-3,train,0,20,20,1,15,0.06666666666666667
train__c36__user6__5-3-3,36,Walk,user6,5-3-3,train,1,24,26,3,15,0.2
train__c36__user7__3-3-1,36,Walk,user7,3-3-1,train,0,24,29,6,9,0.6666666666666666
train__c36__user8__1-2-2,36,Walk,user8,1-2-2,train,0,28,28,1,12,0.08333333333333333
train__c36__user8__6-2-1,36,Walk,user8,6-2-1,train,0,28,28,1,15,0.06666666666666667
train__c36__user8__6-2-1,36,Walk,user8,6-2-1,train,1,32,32,1,15,0.06666666666666667
train__c36__user18__6-2-1,36,Walk,user18,6-2-1,train,0,38,38,1,22,0.045454545454545456
train__c36__user19__1-2-1,36,Walk,user19,1-2-1,train,0,35,38,4,14,0.2857142857142857
train__c36__user19__1-2-1,36,Walk,user19,1-2-1,train,1,40,46,7,14,0.5
train__c36__user19__1-2-2,36,Walk,user19,1-2-2,train,0,26,31,6,6,1.0
train__c36__user20__2-2-3,36,Walk,user20,2-2-3,train,0,21,21,1,13,0.07692307692307693
train__c36__user23__5-3-1,36,Walk,user23,5-3-1,validation,0,21,22,2,13,0.15384615384615385
train__c36__user24__7-2-3,36,Walk,user24,7-2-3,validation,0,34,34,1,22,0.045454545454545456
train__c37__user8__7-1-1,37,Take_medicine,user8,7-1-1,train,0,294,341,48,48,1.0
train__c37__user8__7-1-2,37,Take_medicine,user8,7-1-2,train,0,305,332,28,28,1.0
train__c37__user8__7-1-3,37,Take_medicine,user8,7-1-3,train,0,157,186,30,30,1.0
train__c37__user9__7-1-1,37,Take_medicine,user9,7-1-1,train,0,64,82,19,19,1.0
train__c37__user9__7-1-2,37,Take_medicine,user9,7-1-2,train,0,40,58,19,19,1.0
train__c37__user9__7-1-3,37,Take_medicine,user9,7-1-3,train,0,22,56,35,35,1.0
train__c37__user17__4-1-1,37,Take_medicine,user17,4-1-1,validation,0,469,471,3,27,0.1111111111111111
train__c37__user17__4-1-1,37,Take_medicine,user17,4-1-1,validation,1,473,473,1,27,0.037037037037037035
train__c37__user17__4-1-1,37,Take_medicine,user17,4-1-1,validation,2,476,477,2,27,0.07407407407407407
train__c37__user17__4-1-2,37,Take_medicine,user17,4-1-2,validation,0,369,369,1,23,0.043478260869565216
train__c37__user17__4-1-2,37,Take_medicine,user17,4-1-2,validation,1,379,379,1,23,0.043478260869565216
train__c37__user17__4-1-2,37,Take_medicine,user17,4-1-2,validation,2,383,385,3,23,0.13043478260869565
train__c37__user17__4-1-3,37,Take_medicine,user17,4-1-3,validation,0,300,304,5,13,0.38461538461538464
train__c38__user24__4-3-2,38,Massage_oneself,user24,4-3-2,validation,0,37,37,1,32,0.03125
train__c39__user7__7-1-3,39,Take_body_temperature,user7,7-1-3,train,0,60,60,1,10,0.1
train__c39__user9__7-1-1,39,Take_body_temperature,user9,7-1-1,train,0,115,130,16,16,1.0
train__c39__user9__7-1-2,39,Take_body_temperature,user9,7-1-2,train,0,88,107,20,20,1.0
train__c39__user9__7-1-3,39,Take_body_temperature,user9,7-1-3,train,0,93,104,12,12,1.0
train__c39__user17__4-1-1,39,Take_body_temperature,user17,4-1-1,validation,0,406,410,5,96,0.052083333333333336
train__c39__user17__4-1-1,39,Take_body_temperature,user17,4-1-1,validation,1,429,437,9,96,0.09375
train__c39__user17__4-1-1,39,Take_body_temperature,user17,4-1-1,validation,2,442,443,2,96,0.020833333333333332
train__c39__user17__4-1-1,39,Take_body_temperature,user17,4-1-1,validation,3,445,446,2,96,0.020833333333333332
train__c39__user17__4-1-1,39,Take_body_temperature,user17,4-1-1,validation,4,469,471,3,96,0.03125
train__c39__user17__4-1-1,39,Take_body_temperature,user17,4-1-1,validation,5,473,473,1,96,0.010416666666666666
train__c39__user17__4-1-1,39,Take_body_temperature,user17,4-1-1,validation,6,476,478,3,96,0.03125
train__c39__user17__4-1-2,39,Take_body_temperature,user17,4-1-2,validation,0,319,319,1,31,0.03225806451612903
train__c39__user17__4-1-2,39,Take_body_temperature,user17,4-1-2,validation,1,322,324,3,31,0.0967741935483871
train__c39__user17__4-1-2,39,Take_body_temperature,user17,4-1-2,validation,2,326,346,21,31,0.6774193548387096
train__c39__user17__4-1-2,39,Take_body_temperature,user17,4-1-2,validation,3,348,348,1,31,0.03225806451612903
train__c39__user17__4-1-3,39,Take_body_temperature,user17,4-1-3,validation,0,253,260,8,26,0.3076923076923077
train__c39__user17__4-1-3,39,Take_body_temperature,user17,4-1-3,validation,1,263,263,1,26,0.038461538461538464
train__c39__user17__4-1-3,39,Take_body_temperature,user17,4-1-3,validation,2,266,266,1,26,0.038461538461538464
train__c39__user17__7-1-1,39,Take_body_temperature,user17,7-1-1,validation,0,96,134,39,39,1.0
train__c39__user17__7-1-2,39,Take_body_temperature,user17,7-1-2,validation,0,66,69,4,28,0.14285714285714285
train__c39__user17__7-1-3,39,Take_body_temperature,user17,7-1-3,validation,0,51,73,23,23,1.0
train__c39__user18__7-1-1,39,Take_body_temperature,user18,7-1-1,train,0,583,583,1,43,0.023255813953488372
train__c39__user18__7-1-3,39,Take_body_temperature,user18,7-1-3,train,0,295,295,1,16,0.0625
