sample_id,class_id,action_name,user_id,trial_id,fold_split,manifest_has_skeleton_path,trial_directory_exists,json_frames,valid_frames,invalid_frames,unique_frame_ids,duplicate_frame_ids,duplicate_frame_ids_exact,missing_frame_id_slots,empty_frames,malformed_frames,multi_person_frames,frames_with_nonfinite_points,unique_multi_person_frames,multi_person_runs,longest_multi_person_run,isolated_multi_person_frames,multi_person_unique_rate,frames_with_nonpositive_scores,frames_with_whole_zero_joint,parsed_filenames,frame_ids_strictly_increasing,timestamps_strictly_increasing,mean_raw_joint_motion,p95_raw_joint_motion
train__c06__user3__1-2-2,6,Drink_water,user3,1-2-2,train,True,True,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,True,True,0.037620764388187254,0.0740383530318098
train__c06__user3__1-2-3,6,Drink_water,user3,1-2-3,train,True,True,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,8,True,True,0.03436224834471607,0.09737100795589777
train__c06__user3__4-1-1,6,Drink_water,user3,4-1-1,train,True,True,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,22,True,True,0.016338099122272708,0.06488168336966758
train__c06__user3__4-1-2,6,Drink_water,user3,4-1-2,train,True,True,34,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,34,True,True,0.007274857050381291,0.016997381220089453
train__c06__user3__4-1-3,6,Drink_water,user3,4-1-3,train,True,True,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,True,True,0.017964319060059523,0.04969751332738698
train__c06__user3__5-1-1,6,Drink_water,user3,5-1-1,train,True,True,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,True,True,0.029787486319390336,0.08075564744182781
train__c06__user3__5-1-2,6,Drink_water,user3,5-1-2,train,True,True,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,True,True,0.017594861327173868,0.06051366942152155
train__c06__user3__5-1-3,6,Drink_water,user3,5-1-3,train,True,True,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,True,True,0.042233146265467626,0.09574645057710959
train__c06__user4__2-1-1,6,Drink_water,user4,2-1-1,validation,True,True,37,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,37,True,True,0.03243312979328738,0.10475841580097164
train__c06__user4__2-1-2,6,Drink_water,user4,2-1-2,validation,True,True,34,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,34,True,True,0.0071598781186152346,0.0179016657920537
train__c06__user4__2-1-3,6,Drink_water,user4,2-1-3,validation,True,True,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,True,True,0.022865416561294788,0.06697247446861998
train__c06__user4__4-2-1,6,Drink_water,user4,4-2-1,validation,True,True,87,87,0,87,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,87,True,True,0.011616140318553387,0.03475359598246487
train__c06__user4__4-2-2,6,Drink_water,user4,4-2-2,validation,True,True,41,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,41,True,True,0.00991176839336279,0.024921063952776788
train__c06__user4__4-2-3,6,Drink_water,user4,4-2-3,validation,True,True,33,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,33,True,True,0.017474547455305092,0.04709650240893264
train__c06__user5__1-2-1,6,Drink_water,user5,1-2-1,train,True,True,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26,True,True,0.014330084872502051,0.04855651516723293
train__c06__user5__1-2-2,6,Drink_water,user5,1-2-2,train,True,True,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,28,True,True,0.01308412889413165,0.03187171987726491
train__c06__user5__1-2-3,6,Drink_water,user5,1-2-3,train,True,True,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,True,True,0.031983565643084536,0.11905003500603642
train__c06__user5__2-1-1,6,Drink_water,user5,2-1-1,train,True,True,75,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,75,True,True,0.017632376892402678,0.056163563327118735
train__c06__user5__2-1-2,6,Drink_water,user5,2-1-2,train,True,True,61,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,61,True,True,0.01896450852779747,0.07277567671308076
train__c06__user5__2-1-3,6,Drink_water,user5,2-1-3,train,True,True,47,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,47,True,True,0.027231328346331365,0.08375136600356532
train__c06__user5__3-2-1,6,Drink_water,user5,3-2-1,train,True,True,33,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,33,True,True,0.008426606835469844,0.027741110451538303
train__c06__user5__3-2-2,6,Drink_water,user5,3-2-2,train,True,True,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,17,True,True,0.02767699705349938,0.08410159453765143
train__c06__user5__3-2-3,6,Drink_water,user5,3-2-3,train,True,True,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,True,True,0.03808313623743656,0.11684955849091874
train__c06__user5__6-2-1,6,Drink_water,user5,6-2-1,train,True,True,38,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,38,True,True,0.012095137970891935,0.0316288539203027
train__c06__user5__6-2-2,6,Drink_water,user5,6-2-2,train,True,True,71,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,71,True,True,0.009884470412179797,0.026017415877736386
train__c06__user5__6-2-3,6,Drink_water,user5,6-2-3,train,True,True,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26,True,True,0.02041460815079882,0.07654928049396854
train__c06__user5__7-2-1,6,Drink_water,user5,7-2-1,train,True,True,53,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,53,True,True,0.014929820044409617,0.0417997425934625
train__c06__user5__7-2-2,6,Drink_water,user5,7-2-2,train,True,True,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,True,True,0.015952880530328683,0.0495613997508224
train__c06__user5__7-2-3,6,Drink_water,user5,7-2-3,train,True,True,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,True,True,0.027501869369492084,0.12162568331625921
train__c06__user6__1-2-1,6,Drink_water,user6,1-2-1,train,True,True,57,57,0,57,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,57,True,True,0.024597012534087713,0.0788312921278558
train__c06__user6__1-2-2,6,Drink_water,user6,1-2-2,train,True,True,55,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,55,True,True,0.012765966909948984,0.03614715481977314
train__c06__user6__1-2-3,6,Drink_water,user6,1-2-3,train,True,True,36,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,36,True,True,0.052604557022737336,0.1670443214477267
train__c06__user6__3-2-1,6,Drink_water,user6,3-2-1,train,True,True,44,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,44,True,True,0.04099503916823467,0.12906320469730118
train__c06__user6__3-2-2,6,Drink_water,user6,3-2-2,train,True,True,31,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,31,True,True,0.030780223777315138,0.09995651126024525
train__c06__user6__3-2-3,6,Drink_water,user6,3-2-3,train,True,True,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,True,True,0.07435825630308121,0.25879251900566336
train__c06__user6__5-3-1,6,Drink_water,user6,5-3-1,train,True,True,70,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,70,True,True,0.014097743272150548,0.04160101024892916
train__c06__user6__5-3-2,6,Drink_water,user6,5-3-2,train,True,True,72,72,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,72,True,True,0.015368682417712073,0.04848209977077631
train__c06__user6__5-3-3,6,Drink_water,user6,5-3-3,train,True,True,45,45,0,45,0,0,0,0,0,45,0,45,1,45,0,1.0,0,0,45,True,True,0.0294730208934356,0.09317298424750803
train__c06__user6__6-2-1,6,Drink_water,user6,6-2-1,train,True,True,35,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,35,True,True,0.03353998454456212,0.08288415634569686
train__c06__user6__6-2-2,6,Drink_water,user6,6-2-2,train,True,True,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,True,True,0.08128870375576229,0.2923781437654688
train__c06__user6__6-2-3,6,Drink_water,user6,6-2-3,train,True,True,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,True,True,0.04394705336184298,0.1579758099489283
train__c06__user7__5-2-1,6,Drink_water,user7,5-2-1,train,True,True,33,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,33,True,True,0.020766460882990414,0.0628713448061867
train__c06__user7__5-2-2,6,Drink_water,user7,5-2-2,train,True,True,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,16,True,True,0.030598818033474282,0.09500254106354444
train__c06__user7__5-2-3,6,Drink_water,user7,5-2-3,train,True,True,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,True,True,0.04331052289931449,0.11822437668385628
train__c06__user8__6-2-1,6,Drink_water,user8,6-2-1,train,True,True,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,True,True,0.012812102214923547,0.038248214729994894
train__c06__user8__6-2-2,6,Drink_water,user8,6-2-2,train,True,True,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,16,True,True,0.018577440698992163,0.06392730577091266
train__c06__user8__6-2-3,6,Drink_water,user8,6-2-3,train,True,True,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26,True,True,0.010081177560665915,0.03538661860588251
train__c06__user9__3-2-1,6,Drink_water,user9,3-2-1,train,True,True,36,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,36,True,True,0.00526218254961306,0.010534676207522296
train__c06__user9__3-2-2,6,Drink_water,user9,3-2-2,train,True,True,24,24,0,24,0,0,0,0,0,1,0,1,1,1,1,0.041666666666666664,0,0,24,True,True,0.01787159253590479,0.0361812509704702
train__c06__user9__3-2-3,6,Drink_water,user9,3-2-3,train,True,True,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,True,True,0.01319576011726772,0.04099702952136203
train__c06__user9__7-2-1,6,Drink_water,user9,7-2-1,train,True,True,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,True,True,0.010165437571399679,0.025632699133578327
train__c06__user9__7-2-2,6,Drink_water,user9,7-2-2,train,True,True,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9,True,True,0.020098318916718545,0.054406733008727864
train__c06__user9__7-2-3,6,Drink_water,user9,7-2-3,train,True,True,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,True,True,0.005126805128146636,0.0118157152814642
train__c06__user16__1-2-1,6,Drink_water,user16,1-2-1,train,True,True,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,True,True,0.005529074150952243,0.012034953209034855
train__c06__user16__1-2-2,6,Drink_water,user16,1-2-2,train,True,True,29,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,29,True,True,0.005829095596539671,0.013596914637587582
train__c06__user16__1-2-3,6,Drink_water,user16,1-2-3,train,True,True,20,20,0,20,0,0,0,0,0,1,0,1,1,1,1,0.05,0,0,20,True,True,0.007119220189226689,0.018687105249311248
train__c06__user16__3-2-1,6,Drink_water,user16,3-2-1,train,True,True,31,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,31,True,True,0.00925571154590274,0.02055307180334504
train__c06__user16__3-2-2,6,Drink_water,user16,3-2-2,train,True,True,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,True,True,0.01148914590275124,0.03545360416348452
train__c06__user16__3-2-3,6,Drink_water,user16,3-2-3,train,True,True,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,True,True,0.0142944731602602,0.03752200614921579
train__c06__user16__5-3-1,6,Drink_water,user16,5-3-1,train,True,True,138,138,0,138,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,138,True,True,0.020334533303798013,0.06300515374357982
train__c06__user16__5-3-2,6,Drink_water,user16,5-3-2,train,True,True,78,78,0,78,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,78,True,True,0.011570420900217888,0.03593786641034807
train__c06__user16__5-3-3,6,Drink_water,user16,5-3-3,train,True,True,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,32,True,True,0.031399183636722436,0.08533845270436702
train__c06__user16__6-2-1,6,Drink_water,user16,6-2-1,train,True,True,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,16,True,True,0.007381839589751095,0.024291403688678614
train__c06__user16__6-2-2,6,Drink_water,user16,6-2-2,train,True,True,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,True,True,0.012413561521069321,0.048147154617488926
train__c06__user16__6-2-3,6,Drink_water,user16,6-2-3,train,True,True,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,True,True,0.008261375575692028,0.023622847543612407
train__c06__user18__6-2-1,6,Drink_water,user18,6-2-1,train,True,True,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9,True,True,0.008733481738198077,0.01769576976651984
train__c06__user18__6-2-3,6,Drink_water,user18,6-2-3,train,True,True,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5,True,True,0.04839685792638384,0.11318261769733307
train__c06__user19__3-2-1,6,Drink_water,user19,3-2-1,train,True,True,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,True,True,0.014734531947207693,0.040756543229816
train__c06__user19__3-2-2,6,Drink_water,user19,3-2-2,train,True,True,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,True,True,0.014233446073742271,0.040291462030343964
train__c06__user19__3-2-3,6,Drink_water,user19,3-2-3,train,True,True,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,17,True,True,0.013594869694100559,0.04964311828302319
train__c06__user19__7-2-1,6,Drink_water,user19,7-2-1,train,True,True,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,16,True,True,0.010382643465759551,0.03011946801095526
train__c06__user19__7-2-2,6,Drink_water,user19,7-2-2,train,True,True,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,True,True,0.012250307168120776,0.033798096621734344
train__c06__user19__7-2-3,6,Drink_water,user19,7-2-3,train,True,True,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,True,True,0.013944923296816746,0.04849583235002694
train__c06__user20__2-1-1,6,Drink_water,user20,2-1-1,train,True,True,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,21,True,True,0.013201584657959021,0.05196781429210015
train__c06__user20__2-1-2,6,Drink_water,user20,2-1-2,train,True,True,30,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30,True,True,0.01026640570778454,0.031065695958419886
train__c06__user20__2-1-3,6,Drink_water,user20,2-1-3,train,True,True,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,10,True,True,0.024577573886119117,0.11649355660697229
train__c06__user20__4-1-1,6,Drink_water,user20,4-1-1,train,True,True,30,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30,True,True,0.01913747711923977,0.08891093902049498
train__c06__user20__4-1-2,6,Drink_water,user20,4-1-2,train,True,True,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,10,True,True,0.033491386047982914,0.11234602284817989
train__c06__user20__4-1-3,6,Drink_water,user20,4-1-3,train,True,True,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,True,True,0.016523382124805582,0.052454187983715185
train__c06__user21__6-2-1,6,Drink_water,user21,6-2-1,train,True,True,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26,True,True,0.0144294645335771,0.03439042267331908
train__c06__user21__6-2-2,6,Drink_water,user21,6-2-2,train,True,True,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,28,True,True,0.018907300583945203,0.0864043241820807
train__c06__user21__6-2-3,6,Drink_water,user21,6-2-3,train,True,True,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,10,True,True,0.03166285601225955,0.09108703711828653
train__c06__user21__7-1-1,6,Drink_water,user21,7-1-1,train,True,True,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,16,True,True,0.014902411083791242,0.04136571660705775
train__c06__user21__7-1-2,6,Drink_water,user21,7-1-2,train,True,True,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,True,True,0.019767582714216785,0.0761754270337941
train__c06__user21__7-1-3,6,Drink_water,user21,7-1-3,train,True,True,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,True,True,0.010980893564359575,0.03644039586066128
train__c06__user22__2-1-1,6,Drink_water,user22,2-1-1,train,True,True,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,32,True,True,0.01818094586095579,0.07240187244938703
train__c06__user22__2-1-2,6,Drink_water,user22,2-1-2,train,True,True,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,True,True,0.009966980483716009,0.03229267645777067
train__c06__user22__2-1-3,6,Drink_water,user22,2-1-3,train,True,True,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12,True,True,0.032825224017707565,0.1473655672399542
train__c06__user22__4-3-1,6,Drink_water,user22,4-3-1,train,True,True,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,16,True,True,0.023897630994095195,0.08291855120521467
train__c06__user22__4-3-2,6,Drink_water,user22,4-3-2,train,True,True,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,True,True,0.03831374803365195,0.10425214271492311
train__c06__user22__4-3-3,6,Drink_water,user22,4-3-3,train,True,True,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,True,True,0.039848070612274425,0.0942887966908325
train__c06__user22__6-2-1,6,Drink_water,user22,6-2-1,train,True,True,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,23,True,True,0.02208043515905267,0.09176502159144735
train__c06__user22__6-2-2,6,Drink_water,user22,6-2-2,train,True,True,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,True,True,0.03438353337655191,0.12896204940994618
train__c06__user22__6-2-3,6,Drink_water,user22,6-2-3,train,True,True,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,True,True,0.03342279468392156,0.12063754049995833
train__c06__user23__5-3-1,6,Drink_water,user23,5-3-1,validation,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,True,True,,
train__c06__user23__5-3-2,6,Drink_water,user23,5-3-2,validation,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,True,True,,
train__c06__user23__5-3-3,6,Drink_water,user23,5-3-3,validation,True,True,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,10,True,True,0.020868165773887427,0.06648721319266876
train__c06__user24__2-1-1,6,Drink_water,user24,2-1-1,validation,True,True,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,True,True,0.022972016176773014,0.0718311913804381
train__c06__user24__2-1-2,6,Drink_water,user24,2-1-2,validation,True,True,27,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,27,True,True,0.01866356116942969,0.06460320920829411
train__c06__user24__2-1-3,6,Drink_water,user24,2-1-3,validation,True,True,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,True,True,0.04491237050801399,0.14221807189475716
train__c06__user24__4-2-1,6,Drink_water,user24,4-2-1,validation,True,True,42,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,42,True,True,0.011249588147118994,0.04163330968549248
train__c06__user24__4-2-2,6,Drink_water,user24,4-2-2,validation,True,True,30,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30,True,True,0.011084035733665178,0.036060003447573985
train__c06__user24__4-2-3,6,Drink_water,user24,4-2-3,validation,True,True,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,17,True,True,0.01793545226485761,0.06434537213871848
train__c07__user1__1-2-1,7,Eat_food,user1,1-2-1,train,True,True,55,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,55,True,True,0.01369268289615083,0.042239951703476275
train__c07__user1__1-2-2,7,Eat_food,user1,1-2-2,train,True,True,55,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,55,True,True,0.01406389331644917,0.04668384533141277
train__c07__user1__3-1-1,7,Eat_food,user1,3-1-1,train,True,True,37,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,37,True,True,0.009815555915102124,0.026752295668207582
train__c07__user1__3-1-2,7,Eat_food,user1,3-1-2,train,True,True,29,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,29,True,True,0.007819503121924544,0.02044622424262167
train__c07__user1__3-1-3,7,Eat_food,user1,3-1-3,train,True,True,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,True,True,0.03103428016201052,0.09672613585171763
train__c07__user1__4-1-1,7,Eat_food,user1,4-1-1,train,True,True,92,92,0,92,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,92,True,True,0.012042564771454064,0.04192721545696256
train__c07__user1__4-1-2,7,Eat_food,user1,4-1-2,train,True,True,84,84,0,84,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,84,True,True,0.029306606413504795,0.09135355042185367
train__c07__user1__4-1-3,7,Eat_food,user1,4-1-3,train,True,True,45,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,45,True,True,0.021336122928585215,0.07503313544592459
train__c07__user1__6-1-1,7,Eat_food,user1,6-1-1,train,True,True,27,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,27,True,True,0.008044218786924483,0.021556027573789948
train__c07__user1__6-1-2,7,Eat_food,user1,6-1-2,train,True,True,33,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,33,True,True,0.007900079915226146,0.020902778692962556
train__c07__user1__6-1-3,7,Eat_food,user1,6-1-3,train,True,True,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,True,True,0.01834697865203292,0.048867509267949895
train__c07__user2__1-2-1,7,Eat_food,user2,1-2-1,train,True,True,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26,True,True,0.0068644849145314555,0.018265208810172573
train__c07__user2__1-2-2,7,Eat_food,user2,1-2-2,train,True,True,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7,True,True,0.013205093290377874,0.03456045319534032
train__c07__user2__1-2-3,7,Eat_food,user2,1-2-3,train,True,True,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,4,True,True,0.036695758296788936,0.1120686975192351
train__c07__user2__2-1-1,7,Eat_food,user2,2-1-1,train,True,True,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9,True,True,0.007898308817067833,0.018769567093210517
train__c07__user2__2-1-2,7,Eat_food,user2,2-1-2,train,True,True,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5,True,True,0.020336622469947614,0.04818699026122508
train__c07__user2__2-1-3,7,Eat_food,user2,2-1-3,train,True,True,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,4,True,True,0.04628377198290158,0.12914896780558835
train__c07__user2__2-2-1,7,Eat_food,user2,2-2-1,train,True,True,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,17,True,True,0.01368528893747766,0.047986179589137735
train__c07__user2__2-2-2,7,Eat_food,user2,2-2-2,train,True,True,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,True,True,0.01082767350406711,0.02362463916641049
train__c07__user2__2-2-3,7,Eat_food,user2,2-2-3,train,True,True,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,True,True,0.011889483958873499,0.029569583182171275
train__c07__user2__4-2-1,7,Eat_food,user2,4-2-1,train,True,True,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9,True,True,0.008967496985452652,0.021588877456193863
train__c07__user2__4-2-2,7,Eat_food,user2,4-2-2,train,True,True,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12,True,True,0.009965371240725,0.023714960711790266
train__c07__user2__4-2-3,7,Eat_food,user2,4-2-3,train,True,True,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,4,True,True,0.04162392206054625,0.12479465086978052
train__c07__user2__7-2-1,7,Eat_food,user2,7-2-1,train,True,True,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,True,True,0.018399839278748907,0.03356131147102015
train__c07__user2__7-2-2,7,Eat_food,user2,7-2-2,train,True,True,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,8,True,True,0.014011559781088765,0.03607603076949149
train__c07__user2__7-2-3,7,Eat_food,user2,7-2-3,train,True,True,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,True,True,0.017008627357361947,0.05038619653400891
train__c07__user3__4-1-1,7,Eat_food,user3,4-1-1,train,True,True,53,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,53,True,True,0.01890912271326858,0.07350835521015507
train__c07__user3__4-1-2,7,Eat_food,user3,4-1-2,train,True,True,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,True,True,0.01387984057423536,0.029085849760879055
train__c07__user3__4-1-3,7,Eat_food,user3,4-1-3,train,True,True,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,4,True,True,0.010713837448522364,0.020888396859973252
train__c07__user3__5-2-1,7,Eat_food,user3,5-2-1,train,True,True,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,True,True,0.027331260792390875,0.08957004096293407
train__c07__user3__5-2-2,7,Eat_food,user3,5-2-2,train,True,True,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,10,True,True,0.017571918629196825,0.03322003344807075
train__c07__user3__5-2-3,7,Eat_food,user3,5-2-3,train,True,True,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,True,True,0.014273669493050737,0.041682581706326036
train__c07__user3__6-1-1,7,Eat_food,user3,6-1-1,train,True,True,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7,True,True,0.023305095074308353,0.06357657373658622
train__c07__user3__6-1-2,7,Eat_food,user3,6-1-2,train,True,True,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,True,True,0.009205740205956001,0.02706970238595207
train__c07__user3__6-1-3,7,Eat_food,user3,6-1-3,train,True,True,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5,True,True,0.06751262242099254,0.16222554452089977
