sample_id,split,class_id,action_name,user_id,trial_id,depth_frames,ir_frames,paired_frames,depth_duplicate_keys,ir_duplicate_keys,depth_unparsed,ir_unparsed,complete_pairing,reason
train__c10__user20__7-1-3,train,10,Stir_drinks,user20,7-1-3,6,6,6,0,0,0,0,True,
train__c10__user22__4-3-1,train,10,Stir_drinks,user22,4-3-1,10,10,10,0,0,0,0,True,
train__c10__user22__4-3-2,train,10,Stir_drinks,user22,4-3-2,22,22,22,0,0,0,0,True,
train__c10__user22__4-3-3,train,10,Stir_drinks,user22,4-3-3,13,13,13,0,0,0,0,True,
train__c10__user2__6-1-1,train,10,Stir_drinks,user2,6-1-1,45,45,45,0,0,0,0,True,
train__c10__user2__6-1-2,train,10,Stir_drinks,user2,6-1-2,14,14,14,0,0,0,0,True,
train__c10__user3__4-1-1,train,10,Stir_drinks,user3,4-1-1,24,24,24,0,0,0,0,True,
train__c10__user3__4-1-2,train,10,Stir_drinks,user3,4-1-2,13,13,13,0,0,0,0,True,
train__c10__user3__4-1-3,train,10,Stir_drinks,user3,4-1-3,12,12,12,0,0,0,0,True,
train__c10__user3__5-1-1,train,10,Stir_drinks,user3,5-1-1,38,38,38,0,0,0,0,True,
train__c10__user3__5-1-2,train,10,Stir_drinks,user3,5-1-2,18,18,18,0,0,0,0,True,
train__c10__user3__5-1-3,train,10,Stir_drinks,user3,5-1-3,17,17,17,0,0,0,0,True,
train__c10__user3__7-1-1,train,10,Stir_drinks,user3,7-1-1,29,29,29,0,0,0,0,True,
train__c10__user3__7-1-2,train,10,Stir_drinks,user3,7-1-2,16,16,16,0,0,0,0,True,
train__c10__user3__7-1-3,train,10,Stir_drinks,user3,7-1-3,11,11,11,0,0,0,0,True,
train__c10__user5__1-2-1,train,10,Stir_drinks,user5,1-2-1,32,32,32,0,0,0,0,True,
train__c10__user5__1-2-2,train,10,Stir_drinks,user5,1-2-2,30,30,30,0,0,0,0,True,
train__c10__user5__4-2-1,train,10,Stir_drinks,user5,4-2-1,7,7,7,0,0,0,0,True,
train__c10__user5__4-2-2,train,10,Stir_drinks,user5,4-2-2,33,33,33,0,0,0,0,True,
train__c10__user5__4-2-3,train,10,Stir_drinks,user5,4-2-3,36,36,36,0,0,0,0,True,
train__c10__user6__1-2-1,train,10,Stir_drinks,user6,1-2-1,30,30,30,0,0,0,0,True,
train__c10__user6__1-2-2,train,10,Stir_drinks,user6,1-2-2,23,23,23,0,0,0,0,True,
train__c10__user6__1-2-3,train,10,Stir_drinks,user6,1-2-3,13,13,13,0,0,0,0,True,
train__c10__user6__2-1-1,train,10,Stir_drinks,user6,2-1-1,61,61,61,0,0,0,0,True,
train__c10__user6__2-1-2,train,10,Stir_drinks,user6,2-1-2,40,40,40,0,0,0,0,True,
train__c10__user6__2-1-3,train,10,Stir_drinks,user6,2-1-3,37,37,37,0,0,0,0,True,
train__c10__user6__7-2-1,train,10,Stir_drinks,user6,7-2-1,24,24,24,0,0,0,0,True,
train__c10__user6__7-2-2,train,10,Stir_drinks,user6,7-2-2,23,23,23,0,0,0,0,True,
train__c10__user6__7-2-3,train,10,Stir_drinks,user6,7-2-3,15,15,15,0,0,0,0,True,
train__c10__user7__2-1-1,train,10,Stir_drinks,user7,2-1-1,24,24,24,0,0,0,0,True,
train__c10__user7__2-1-2,train,10,Stir_drinks,user7,2-1-2,18,18,18,0,0,0,0,True,
train__c10__user7__2-1-3,train,10,Stir_drinks,user7,2-1-3,19,19,19,0,0,0,0,True,
train__c10__user7__2-2-1,train,10,Stir_drinks,user7,2-2-1,21,21,21,0,0,0,0,True,
train__c10__user7__2-2-2,train,10,Stir_drinks,user7,2-2-2,21,21,21,0,0,0,0,True,
train__c10__user7__2-2-3,train,10,Stir_drinks,user7,2-2-3,11,11,11,0,0,0,0,True,
train__c10__user7__5-2-1,train,10,Stir_drinks,user7,5-2-1,20,20,20,0,0,0,0,True,
train__c10__user7__5-2-2,train,10,Stir_drinks,user7,5-2-2,23,23,23,0,0,0,0,True,
train__c10__user7__5-2-3,train,10,Stir_drinks,user7,5-2-3,17,17,17,0,0,0,0,True,
train__c10__user8__3-2-1,train,10,Stir_drinks,user8,3-2-1,28,28,28,0,0,0,0,True,
train__c10__user8__3-2-2,train,10,Stir_drinks,user8,3-2-2,42,42,42,0,0,0,0,True,
train__c10__user8__3-2-3,train,10,Stir_drinks,user8,3-2-3,33,33,33,0,0,0,0,True,
train__c10__user8__4-2-1,train,10,Stir_drinks,user8,4-2-1,47,47,47,0,0,0,0,True,
train__c10__user8__4-2-2,train,10,Stir_drinks,user8,4-2-2,8,8,8,0,0,0,0,True,
train__c10__user8__4-2-3,train,10,Stir_drinks,user8,4-2-3,28,28,28,0,0,0,0,True,
train__c10__user8__7-2-1,train,10,Stir_drinks,user8,7-2-1,22,22,22,0,0,0,0,True,
train__c10__user8__7-2-2,train,10,Stir_drinks,user8,7-2-2,17,17,17,0,0,0,0,True,
train__c10__user8__7-2-3,train,10,Stir_drinks,user8,7-2-3,11,11,11,0,0,0,0,True,
train__c10__user9__2-1-1,train,10,Stir_drinks,user9,2-1-1,24,24,24,0,0,0,0,True,
train__c10__user9__2-1-2,train,10,Stir_drinks,user9,2-1-2,33,33,33,0,0,0,0,True,
train__c10__user9__2-1-3,train,10,Stir_drinks,user9,2-1-3,34,34,34,0,0,0,0,True,
train__c10__user9__3-2-1,train,10,Stir_drinks,user9,3-2-1,27,27,27,0,0,0,0,True,
train__c10__user9__3-2-2,train,10,Stir_drinks,user9,3-2-2,20,20,20,0,0,0,0,True,
train__c10__user9__3-2-3,train,10,Stir_drinks,user9,3-2-3,6,6,6,0,0,0,0,True,
train__c10__user9__7-2-1,train,10,Stir_drinks,user9,7-2-1,20,20,20,0,0,0,0,True,
train__c10__user9__7-2-2,train,10,Stir_drinks,user9,7-2-2,12,12,12,0,0,0,0,True,
train__c10__user9__7-2-3,train,10,Stir_drinks,user9,7-2-3,18,18,18,0,0,0,0,True,
train__c14__user16__3-2-1,train,14,Wipe_bowls,user16,3-2-1,32,32,32,0,0,0,0,True,
train__c14__user16__3-2-2,train,14,Wipe_bowls,user16,3-2-2,39,39,39,0,0,0,0,True,
train__c14__user16__3-2-3,train,14,Wipe_bowls,user16,3-2-3,26,26,26,0,0,0,0,True,
train__c14__user18__3-2-1,train,14,Wipe_bowls,user18,3-2-1,27,27,27,0,0,0,0,True,
train__c14__user18__3-2-2,train,14,Wipe_bowls,user18,3-2-2,25,25,25,0,0,0,0,True,
train__c14__user18__3-2-3,train,14,Wipe_bowls,user18,3-2-3,28,28,28,0,0,0,0,True,
train__c14__user1__1-2-1,train,14,Wipe_bowls,user1,1-2-1,32,32,32,0,0,0,0,True,
train__c14__user1__1-2-2,train,14,Wipe_bowls,user1,1-2-2,19,19,19,0,0,0,0,True,
train__c14__user1__4-1-1,train,14,Wipe_bowls,user1,4-1-1,30,30,30,0,0,0,0,True,
train__c14__user1__4-1-2,train,14,Wipe_bowls,user1,4-1-2,32,32,32,0,0,0,0,True,
train__c14__user1__4-1-3,train,14,Wipe_bowls,user1,4-1-3,23,23,23,0,0,0,0,True,
train__c14__user20__3-1-1,train,14,Wipe_bowls,user20,3-1-1,48,48,48,0,0,0,0,True,
train__c14__user20__3-1-2,train,14,Wipe_bowls,user20,3-1-2,38,38,38,0,0,0,0,True,
train__c14__user20__3-1-3,train,14,Wipe_bowls,user20,3-1-3,33,33,33,0,0,0,0,True,
train__c14__user22__2-1-1,train,14,Wipe_bowls,user22,2-1-1,31,31,31,0,0,0,0,True,
train__c14__user22__2-1-2,train,14,Wipe_bowls,user22,2-1-2,23,23,23,0,0,0,0,True,
train__c14__user22__2-1-3,train,14,Wipe_bowls,user22,2-1-3,13,13,13,0,0,0,0,True,
train__c14__user3__3-1-1,train,14,Wipe_bowls,user3,3-1-1,63,63,63,0,0,0,0,True,
train__c14__user3__3-1-2,train,14,Wipe_bowls,user3,3-1-2,55,55,55,0,0,0,0,True,
train__c14__user3__3-1-3,train,14,Wipe_bowls,user3,3-1-3,66,66,66,0,0,0,0,True,
train__c14__user6__3-2-1,train,14,Wipe_bowls,user6,3-2-1,66,66,66,0,0,0,0,True,
train__c14__user6__3-2-2,train,14,Wipe_bowls,user6,3-2-2,65,65,65,0,0,0,0,True,
train__c14__user6__3-2-3,train,14,Wipe_bowls,user6,3-2-3,47,47,47,0,0,0,0,True,
train__c14__user7__3-2-1,train,14,Wipe_bowls,user7,3-2-1,69,69,69,0,0,0,0,True,
train__c14__user7__3-2-2,train,14,Wipe_bowls,user7,3-2-2,50,50,50,0,0,0,0,True,
train__c14__user7__3-2-3,train,14,Wipe_bowls,user7,3-2-3,26,26,26,0,0,0,0,True,
train__c14__user8__3-2-1,train,14,Wipe_bowls,user8,3-2-1,57,57,57,0,0,0,0,True,
train__c14__user8__3-2-2,train,14,Wipe_bowls,user8,3-2-2,64,64,64,0,0,0,0,True,
train__c14__user8__3-2-3,train,14,Wipe_bowls,user8,3-2-3,53,53,53,0,0,0,0,True,
train__c19__user16__4-1-1,train,19,Make_a_phone_call,user16,4-1-1,41,41,41,0,0,0,0,True,
train__c19__user16__4-1-2,train,19,Make_a_phone_call,user16,4-1-2,27,27,27,0,0,0,0,True,
train__c19__user16__4-1-3,train,19,Make_a_phone_call,user16,4-1-3,32,32,32,0,0,0,0,True,
train__c19__user18__1-2-1,train,19,Make_a_phone_call,user18,1-2-1,34,34,34,0,0,0,0,True,
train__c19__user18__1-2-2,train,19,Make_a_phone_call,user18,1-2-2,45,45,45,0,0,0,0,True,
train__c19__user18__1-2-3,train,19,Make_a_phone_call,user18,1-2-3,37,37,37,0,0,0,0,True,
train__c19__user18__2-1-1,train,19,Make_a_phone_call,user18,2-1-1,19,19,19,0,0,0,0,True,
train__c19__user18__2-1-2,train,19,Make_a_phone_call,user18,2-1-2,21,21,21,0,0,0,0,True,
train__c19__user18__2-1-3,train,19,Make_a_phone_call,user18,2-1-3,21,21,21,0,0,0,0,True,
train__c19__user21__4-1-1,train,19,Make_a_phone_call,user21,4-1-1,70,70,70,0,0,0,0,True,
train__c19__user21__4-1-2,train,19,Make_a_phone_call,user21,4-1-2,56,56,56,0,0,0,0,True,
train__c19__user21__4-1-3,train,19,Make_a_phone_call,user21,4-1-3,30,30,30,0,0,0,0,True,
train__c19__user22__4-1-1,train,19,Make_a_phone_call,user22,4-1-1,38,38,38,0,0,0,0,True,
train__c19__user22__4-1-2,train,19,Make_a_phone_call,user22,4-1-2,30,30,30,0,0,0,0,True,
train__c19__user22__4-1-3,train,19,Make_a_phone_call,user22,4-1-3,32,32,32,0,0,0,0,True,
train__c19__user2__4-1-1,train,19,Make_a_phone_call,user2,4-1-1,31,31,31,0,0,0,0,True,
train__c19__user2__4-1-2,train,19,Make_a_phone_call,user2,4-1-2,19,19,19,0,0,0,0,True,
train__c19__user2__4-1-3,train,19,Make_a_phone_call,user2,4-1-3,15,15,15,0,0,0,0,True,
train__c19__user3__3-2-1,train,19,Make_a_phone_call,user3,3-2-1,34,34,34,0,0,0,0,True,
train__c19__user3__3-2-2,train,19,Make_a_phone_call,user3,3-2-2,27,27,27,0,0,0,0,True,
train__c19__user3__3-2-3,train,19,Make_a_phone_call,user3,3-2-3,31,31,31,0,0,0,0,True,
train__c19__user3__4-1-1,train,19,Make_a_phone_call,user3,4-1-1,52,52,52,0,0,0,0,True,
train__c19__user3__4-1-2,train,19,Make_a_phone_call,user3,4-1-2,45,45,45,0,0,0,0,True,
train__c19__user3__4-1-3,train,19,Make_a_phone_call,user3,4-1-3,55,55,55,0,0,0,0,True,
train__c19__user5__4-1-1,train,19,Make_a_phone_call,user5,4-1-1,61,61,61,0,0,0,0,True,
train__c19__user5__4-1-2,train,19,Make_a_phone_call,user5,4-1-2,89,89,89,0,0,0,0,True,
train__c19__user5__4-1-3,train,19,Make_a_phone_call,user5,4-1-3,78,78,78,0,0,0,0,True,
train__c19__user6__4-1-1,train,19,Make_a_phone_call,user6,4-1-1,23,23,23,0,0,0,0,True,
train__c19__user6__4-1-2,train,19,Make_a_phone_call,user6,4-1-2,36,36,36,0,0,0,0,True,
train__c19__user6__4-1-3,train,19,Make_a_phone_call,user6,4-1-3,14,14,14,0,0,0,0,True,
train__c19__user8__1-2-1,train,19,Make_a_phone_call,user8,1-2-1,9,9,9,0,0,0,0,True,
train__c19__user8__1-2-2,train,19,Make_a_phone_call,user8,1-2-2,24,24,24,0,0,0,0,True,
train__c19__user8__1-2-3,train,19,Make_a_phone_call,user8,1-2-3,15,15,15,0,0,0,0,True,
train__c19__user8__2-1-1,train,19,Make_a_phone_call,user8,2-1-1,28,28,28,0,0,0,0,True,
train__c19__user8__2-1-3,train,19,Make_a_phone_call,user8,2-1-3,19,19,19,0,0,0,0,True,
train__c22__user16__4-1-1,train,22,Turn_pages,user16,4-1-1,47,47,47,0,0,0,0,True,
train__c22__user16__4-1-2,train,22,Turn_pages,user16,4-1-2,33,33,33,0,0,0,0,True,
train__c22__user16__4-1-3,train,22,Turn_pages,user16,4-1-3,48,48,48,0,0,0,0,True,
train__c22__user16__7-3-1,train,22,Turn_pages,user16,7-3-1,64,64,64,0,0,0,0,True,
train__c22__user16__7-3-2,train,22,Turn_pages,user16,7-3-2,68,68,68,0,0,0,0,True,
train__c22__user16__7-3-3,train,22,Turn_pages,user16,7-3-3,48,48,48,0,0,0,0,True,
train__c22__user18__1-2-1,train,22,Turn_pages,user18,1-2-1,22,22,22,0,0,0,0,True,
train__c22__user18__1-2-2,train,22,Turn_pages,user18,1-2-2,21,21,21,0,0,0,0,True,
train__c22__user18__1-2-3,train,22,Turn_pages,user18,1-2-3,23,23,23,0,0,0,0,True,
train__c22__user18__4-1-1,train,22,Turn_pages,user18,4-1-1,63,63,63,0,0,0,0,True,
train__c22__user18__4-1-2,train,22,Turn_pages,user18,4-1-2,15,15,15,0,0,0,0,True,
train__c22__user18__4-1-3,train,22,Turn_pages,user18,4-1-3,31,31,31,0,0,0,0,True,
train__c22__user1__6-2-1,train,22,Turn_pages,user1,6-2-1,30,30,30,0,0,0,0,True,
train__c22__user1__6-2-2,train,22,Turn_pages,user1,6-2-2,19,19,19,0,0,0,0,True,
train__c22__user1__6-2-3,train,22,Turn_pages,user1,6-2-3,37,37,37,0,0,0,0,True,
train__c22__user20__2-2-1,train,22,Turn_pages,user20,2-2-1,27,27,27,0,0,0,0,True,
train__c22__user20__2-2-2,train,22,Turn_pages,user20,2-2-2,31,31,31,0,0,0,0,True,
train__c22__user20__2-2-3,train,22,Turn_pages,user20,2-2-3,11,11,11,0,0,0,0,True,
train__c22__user20__4-1-1,train,22,Turn_pages,user20,4-1-1,33,33,33,0,0,0,0,True,
train__c22__user20__4-1-2,train,22,Turn_pages,user20,4-1-2,29,29,29,0,0,0,0,True,
train__c22__user20__4-1-3,train,22,Turn_pages,user20,4-1-3,28,28,28,0,0,0,0,True,
train__c22__user21__2-2-1,train,22,Turn_pages,user21,2-2-1,102,102,102,0,0,0,0,True,
train__c22__user21__2-2-2,train,22,Turn_pages,user21,2-2-2,66,66,66,0,0,0,0,True,
train__c22__user21__2-2-3,train,22,Turn_pages,user21,2-2-3,66,66,66,0,0,0,0,True,
train__c22__user22__4-1-1,train,22,Turn_pages,user22,4-1-1,52,52,52,0,0,0,0,True,
train__c22__user22__4-1-2,train,22,Turn_pages,user22,4-1-2,39,39,39,0,0,0,0,True,
train__c22__user22__4-1-3,train,22,Turn_pages,user22,4-1-3,14,14,14,0,0,0,0,True,
train__c22__user2__3-2-2,train,22,Turn_pages,user2,3-2-2,22,22,22,0,0,0,0,True,
train__c22__user2__3-2-3,train,22,Turn_pages,user2,3-2-3,37,37,37,0,0,0,0,True,
train__c22__user3__4-1-1,train,22,Turn_pages,user3,4-1-1,9,9,9,0,0,0,0,True,
train__c22__user3__4-1-2,train,22,Turn_pages,user3,4-1-2,10,10,10,0,0,0,0,True,
train__c22__user3__4-1-3,train,22,Turn_pages,user3,4-1-3,63,63,63,0,0,0,0,True,
train__c22__user3__5-2-1,train,22,Turn_pages,user3,5-2-1,7,7,7,0,0,0,0,True,
train__c22__user3__5-2-2,train,22,Turn_pages,user3,5-2-2,8,8,8,0,0,0,0,True,
train__c22__user3__5-2-3,train,22,Turn_pages,user3,5-2-3,19,19,19,0,0,0,0,True,
train__c22__user5__2-1-1,train,22,Turn_pages,user5,2-1-1,52,52,52,0,0,0,0,True,
train__c22__user5__2-1-2,train,22,Turn_pages,user5,2-1-2,36,36,36,0,0,0,0,True,
train__c22__user5__2-1-3,train,22,Turn_pages,user5,2-1-3,44,44,44,0,0,0,0,True,
train__c22__user6__4-1-1,train,22,Turn_pages,user6,4-1-1,35,35,35,0,0,0,0,True,
train__c22__user6__4-1-2,train,22,Turn_pages,user6,4-1-2,30,30,30,0,0,0,0,True,
train__c22__user6__4-1-3,train,22,Turn_pages,user6,4-1-3,18,18,18,0,0,0,0,True,
train__c22__user6__7-3-1,train,22,Turn_pages,user6,7-3-1,42,42,42,0,0,0,0,True,
train__c22__user6__7-3-2,train,22,Turn_pages,user6,7-3-2,40,40,40,0,0,0,0,True,
train__c22__user6__7-3-3,train,22,Turn_pages,user6,7-3-3,39,39,39,0,0,0,0,True,
train__c22__user8__4-1-1,train,22,Turn_pages,user8,4-1-1,65,65,65,0,0,0,0,True,
train__c22__user8__4-1-2,train,22,Turn_pages,user8,4-1-2,38,38,38,0,0,0,0,True,
train__c22__user8__4-1-3,train,22,Turn_pages,user8,4-1-3,30,30,30,0,0,0,0,True,
train__c22__user8__6-2-1,train,22,Turn_pages,user8,6-2-1,27,27,27,0,0,0,0,True,
train__c22__user8__6-2-2,train,22,Turn_pages,user8,6-2-2,5,5,5,0,0,0,0,True,
train__c22__user8__6-2-3,train,22,Turn_pages,user8,6-2-3,14,14,14,0,0,0,0,True,
train__c25__user1__5-1-1,train,25,Watch_TV,user1,5-1-1,58,58,58,0,0,0,0,True,
train__c25__user1__5-1-2,train,25,Watch_TV,user1,5-1-2,37,37,37,0,0,0,0,True,
train__c25__user1__5-1-3,train,25,Watch_TV,user1,5-1-3,40,40,40,0,0,0,0,True,
train__c25__user7__5-1-1,train,25,Watch_TV,user7,5-1-1,64,64,64,0,0,0,0,True,
train__c25__user7__5-1-2,train,25,Watch_TV,user7,5-1-2,65,65,65,0,0,0,0,True,
train__c25__user7__5-1-3,train,25,Watch_TV,user7,5-1-3,43,43,43,0,0,0,0,True,
train__c26__user16__5-3-1,train,26,Play_games,user16,5-3-1,129,129,129,0,0,0,0,True,
train__c26__user16__5-3-2,train,26,Play_games,user16,5-3-2,61,61,61,0,0,0,0,True,
train__c26__user16__5-3-3,train,26,Play_games,user16,5-3-3,40,40,40,0,0,0,0,True,
train__c26__user19__3-1-1,train,26,Play_games,user19,3-1-1,32,32,32,0,0,0,0,True,
train__c26__user19__3-1-2,train,26,Play_games,user19,3-1-2,48,48,48,0,0,0,0,True,
train__c26__user19__3-1-3,train,26,Play_games,user19,3-1-3,28,28,28,0,0,0,0,True,
train__c26__user19__5-1-1,train,26,Play_games,user19,5-1-1,59,59,59,0,0,0,0,True,
train__c26__user19__5-1-2,train,26,Play_games,user19,5-1-2,43,43,43,0,0,0,0,True,
train__c26__user19__5-1-3,train,26,Play_games,user19,5-1-3,39,39,39,0,0,0,0,True,
train__c26__user19__5-3-1,train,26,Play_games,user19,5-3-1,32,32,32,0,0,0,0,True,
train__c26__user19__5-3-2,train,26,Play_games,user19,5-3-2,24,24,24,0,0,0,0,True,
train__c26__user19__6-2-1,train,26,Play_games,user19,6-2-1,19,19,19,0,0,0,0,True,
train__c26__user19__6-2-2,train,26,Play_games,user19,6-2-2,6,6,6,0,0,0,0,True,
train__c26__user19__6-2-3,train,26,Play_games,user19,6-2-3,16,16,16,0,0,0,0,True,
train__c26__user6__5-3-1,train,26,Play_games,user6,5-3-1,26,26,26,0,0,0,0,True,
train__c26__user6__5-3-2,train,26,Play_games,user6,5-3-2,23,23,23,0,0,0,0,True,
train__c26__user9__3-1-1,train,26,Play_games,user9,3-1-1,67,67,67,0,0,0,0,True,
train__c26__user9__3-1-2,train,26,Play_games,user9,3-1-2,43,43,43,0,0,0,0,True,
train__c26__user9__3-1-3,train,26,Play_games,user9,3-1-3,47,47,47,0,0,0,0,True,
train__c26__user9__5-1-1,train,26,Play_games,user9,5-1-1,62,62,62,0,0,0,0,True,
train__c26__user9__5-1-2,train,26,Play_games,user9,5-1-2,57,57,57,0,0,0,0,True,
train__c26__user9__5-1-3,train,26,Play_games,user9,5-1-3,37,37,37,0,0,0,0,True,
train__c26__user9__5-3-1,train,26,Play_games,user9,5-3-1,23,23,23,0,0,0,0,True,
train__c26__user9__5-3-2,train,26,Play_games,user9,5-3-2,18,18,18,0,0,0,0,True,
train__c26__user9__5-3-3,train,26,Play_games,user9,5-3-3,27,27,27,0,0,0,0,True,
train__c26__user9__6-2-1,train,26,Play_games,user9,6-2-1,15,15,15,0,0,0,0,True,
train__c26__user9__6-2-2,train,26,Play_games,user9,6-2-2,7,7,7,0,0,0,0,True,
train__c26__user9__6-2-3,train,26,Play_games,user9,6-2-3,9,9,9,0,0,0,0,True,
train__c27__user18__1-2-1,train,27,Take_a_selfie,user18,1-2-1,35,35,35,0,0,0,0,True,
train__c27__user18__1-2-2,train,27,Take_a_selfie,user18,1-2-2,49,49,49,0,0,0,0,True,
train__c27__user18__1-2-3,train,27,Take_a_selfie,user18,1-2-3,23,23,23,0,0,0,0,True,
train__c27__user19__6-2-1,train,27,Take_a_selfie,user19,6-2-1,33,33,33,0,0,0,0,True,
train__c27__user19__6-2-2,train,27,Take_a_selfie,user19,6-2-2,17,17,17,0,0,0,0,True,
train__c27__user19__6-2-3,train,27,Take_a_selfie,user19,6-2-3,18,18,18,0,0,0,0,True,
train__c27__user1__5-1-1,train,27,Take_a_selfie,user1,5-1-1,76,76,76,0,0,0,0,True,
train__c27__user1__5-1-2,train,27,Take_a_selfie,user1,5-1-2,153,153,153,0,0,0,0,True,
train__c27__user1__5-1-3,train,27,Take_a_selfie,user1,5-1-3,105,105,105,0,0,0,0,True,
train__c27__user20__7-2-1,train,27,Take_a_selfie,user20,7-2-1,45,45,45,0,0,0,0,True,
train__c27__user20__7-2-2,train,27,Take_a_selfie,user20,7-2-2,43,43,43,0,0,0,0,True,
train__c27__user20__7-2-3,train,27,Take_a_selfie,user20,7-2-3,13,13,13,0,0,0,0,True,
train__c27__user21__5-1-1,train,27,Take_a_selfie,user21,5-1-1,10,10,10,0,0,0,0,True,
train__c27__user21__5-1-2,train,27,Take_a_selfie,user21,5-1-2,10,10,10,0,0,0,0,True,
train__c27__user21__5-1-3,train,27,Take_a_selfie,user21,5-1-3,14,14,14,0,0,0,0,True,
train__c27__user22__4-2-1,train,27,Take_a_selfie,user22,4-2-1,36,36,36,0,0,0,0,True,
train__c27__user22__4-2-2,train,27,Take_a_selfie,user22,4-2-2,24,24,24,0,0,0,0,True,
train__c27__user22__4-2-3,train,27,Take_a_selfie,user22,4-2-3,14,14,14,0,0,0,0,True,
train__c27__user7__1-2-1,train,27,Take_a_selfie,user7,1-2-1,32,32,32,0,0,0,0,True,
train__c27__user7__1-2-2,train,27,Take_a_selfie,user7,1-2-2,23,23,23,0,0,0,0,True,
train__c27__user7__1-2-3,train,27,Take_a_selfie,user7,1-2-3,23,23,23,0,0,0,0,True,
train__c27__user8__1-2-1,train,27,Take_a_selfie,user8,1-2-1,35,35,35,0,0,0,0,True,
train__c27__user8__1-2-2,train,27,Take_a_selfie,user8,1-2-2,19,19,19,0,0,0,0,True,
train__c27__user8__1-2-3,train,27,Take_a_selfie,user8,1-2-3,19,19,19,0,0,0,0,True,
train__c27__user9__6-2-1,train,27,Take_a_selfie,user9,6-2-1,13,13,13,0,0,0,0,True,
train__c27__user9__6-2-2,train,27,Take_a_selfie,user9,6-2-2,11,11,11,0,0,0,0,True,
train__c27__user9__6-2-3,train,27,Take_a_selfie,user9,6-2-3,13,13,13,0,0,0,0,True,
train__c37__user16__6-2-1,train,37,Take_medicine,user16,6-2-1,27,27,27,0,0,0,0,True,
train__c37__user16__6-2-2,train,37,Take_medicine,user16,6-2-2,25,25,25,0,0,0,0,True,
train__c37__user16__6-2-3,train,37,Take_medicine,user16,6-2-3,30,30,30,0,0,0,0,True,
train__c37__user18__7-1-1,train,37,Take_medicine,user18,7-1-1,6,6,6,0,0,0,0,True,
train__c37__user18__7-1-2,train,37,Take_medicine,user18,7-1-2,4,4,4,0,0,0,0,True,
train__c37__user18__7-1-3,train,37,Take_medicine,user18,7-1-3,5,5,5,0,0,0,0,True,
train__c37__user18__7-2-1,train,37,Take_medicine,user18,7-2-1,9,9,9,0,0,0,0,True,
train__c37__user18__7-2-2,train,37,Take_medicine,user18,7-2-2,4,4,4,0,0,0,0,True,
train__c37__user18__7-2-3,train,37,Take_medicine,user18,7-2-3,4,4,4,0,0,0,0,True,
train__c37__user19__6-2-1,train,37,Take_medicine,user19,6-2-1,19,19,19,0,0,0,0,True,
train__c37__user19__6-2-2,train,37,Take_medicine,user19,6-2-2,17,17,17,0,0,0,0,True,
train__c37__user19__6-2-3,train,37,Take_medicine,user19,6-2-3,17,17,17,0,0,0,0,True,
train__c37__user19__7-1-1,train,37,Take_medicine,user19,7-1-1,34,34,34,0,0,0,0,True,
train__c37__user19__7-1-2,train,37,Take_medicine,user19,7-1-2,18,18,18,0,0,0,0,True,
train__c37__user19__7-1-3,train,37,Take_medicine,user19,7-1-3,21,21,21,0,0,0,0,True,
train__c37__user20__7-1-1,train,37,Take_medicine,user20,7-1-1,59,59,59,0,0,0,0,True,
train__c37__user20__7-1-2,train,37,Take_medicine,user20,7-1-2,57,57,57,0,0,0,0,True,
train__c37__user20__7-1-3,train,37,Take_medicine,user20,7-1-3,37,37,37,0,0,0,0,True,
train__c37__user21__7-1-1,train,37,Take_medicine,user21,7-1-1,12,12,12,0,0,0,0,True,
train__c37__user21__7-1-2,train,37,Take_medicine,user21,7-1-2,13,13,13,0,0,0,0,True,
train__c37__user21__7-1-3,train,37,Take_medicine,user21,7-1-3,12,12,12,0,0,0,0,True,
train__c37__user22__7-1-1,train,37,Take_medicine,user22,7-1-1,17,17,17,0,0,0,0,True,
train__c37__user22__7-1-2,train,37,Take_medicine,user22,7-1-2,15,15,15,0,0,0,0,True,
train__c37__user22__7-1-3,train,37,Take_medicine,user22,7-1-3,6,6,6,0,0,0,0,True,
train__c37__user2__7-1-1,train,37,Take_medicine,user2,7-1-1,44,44,44,0,0,0,0,True,
train__c37__user2__7-1-2,train,37,Take_medicine,user2,7-1-2,29,29,29,0,0,0,0,True,
train__c37__user2__7-1-3,train,37,Take_medicine,user2,7-1-3,29,29,29,0,0,0,0,True,
train__c37__user3__2-2-1,train,37,Take_medicine,user3,2-2-1,54,54,54,0,0,0,0,True,
train__c37__user3__2-2-2,train,37,Take_medicine,user3,2-2-2,13,13,13,0,0,0,0,True,
train__c37__user3__2-2-3,train,37,Take_medicine,user3,2-2-3,14,14,14,0,0,0,0,True,
train__c37__user3__7-1-1,train,37,Take_medicine,user3,7-1-1,10,10,10,0,0,0,0,True,
train__c37__user3__7-1-2,train,37,Take_medicine,user3,7-1-2,12,12,12,0,0,0,0,True,
train__c37__user3__7-1-3,train,37,Take_medicine,user3,7-1-3,9,9,9,0,0,0,0,True,
train__c37__user6__6-2-1,train,37,Take_medicine,user6,6-2-1,32,32,32,0,0,0,0,True,
train__c37__user6__6-2-2,train,37,Take_medicine,user6,6-2-2,10,10,10,0,0,0,0,True,
train__c37__user6__6-2-3,train,37,Take_medicine,user6,6-2-3,30,30,30,0,0,0,0,True,
train__c37__user7__4-1-1,train,37,Take_medicine,user7,4-1-1,32,32,32,0,0,0,0,True,
