sample_id,true_class_id,true_action,base_prediction,base_prediction_action,base_confidence,final_prediction,final_prediction_action,final_confidence,outcome,selected_view_weights,two_hand_roi_valid,hand_head_roi_valid,valid_keypoint_pattern
train__c09__user17__1-2-2,9,Pour_drinks,9,Pour_drinks,0.606436410555386,9,Pour_drinks,0.7457785675525078,retained_correct,"{""global_context"": 0.12977011714662826, ""left_interaction"": 0.7576026916503906, ""right_interaction"": 0.019182537283216203, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.09344473055430821}",True,False,L11_R11|padding
train__c09__user17__1-2-3,9,Pour_drinks,17,Tap_the_keyboard,0.5788399528643199,17,Tap_the_keyboard,0.7025549056660807,unchanged_wrong,"{""global_context"": 0.7825765991210938, ""left_interaction"": 0.21629764556884765, ""right_interaction"": 0.0006327033787965774, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0004930231720209121}",True,False,L11_R11|padding
train__c09__user17__2-1-1,9,Pour_drinks,9,Pour_drinks,0.5366643456097826,9,Pour_drinks,0.6388704674845473,retained_correct,"{""global_context"": 1.1785680193309512e-06, ""left_interaction"": 0.0722888913647882, ""right_interaction"": 0.5125713348388672, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.41513854059679756}",True,False,L11_R11|padding
train__c09__user17__2-1-2,9,Pour_drinks,15,Wipe_windows_and_tables,0.3175686746152541,15,Wipe_windows_and_tables,0.40701400459889914,unchanged_wrong,"{""global_context"": 2.1617786842398345e-05, ""left_interaction"": 0.669070053100586, ""right_interaction"": 0.22758517265319825, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10332318544387817}",True,False,L11_R11|padding
train__c09__user17__2-1-3,9,Pour_drinks,9,Pour_drinks,0.7144776136487576,9,Pour_drinks,0.7785230800185947,retained_correct,"{""global_context"": 1.0493874120024535e-05, ""left_interaction"": 0.00011211556669038076, ""right_interaction"": 0.7012959993802584, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.2985813617706299}",True,False,L11_R11|padding
train__c09__user17__5-2-1,9,Pour_drinks,13,Mop_the_floor,0.5829436518097797,13,Mop_the_floor,0.4379982165315426,unchanged_wrong,"{""global_context"": 0.0004745192515353362, ""left_interaction"": 0.061434388160705566, ""right_interaction"": 0.747941705915663, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.19014937347835964}",True,False,L11_R11|padding
train__c09__user17__5-2-2,9,Pour_drinks,9,Pour_drinks,0.689746756542336,9,Pour_drinks,0.7607090480825425,retained_correct,"{""global_context"": 0.035358579262443214, ""left_interaction"": 0.1686139728711999, ""right_interaction"": 0.6657629013061523, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.1302645724752675}",True,False,L11_R11|padding
train__c09__user17__5-2-3,9,Pour_drinks,15,Wipe_windows_and_tables,0.6252470189543854,15,Wipe_windows_and_tables,0.7217309607584935,unchanged_wrong,"{""global_context"": 0.00036482795673821656, ""left_interaction"": 0.021194504840033396, ""right_interaction"": 0.22726588589804514, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.7511748586382184}",True,False,L11_R11|padding
train__c09__user23__5-3-3,9,Pour_drinks,10,Stir_drinks,0.3673720506139869,8,Take_and_use_tableware,0.5603635721757902,changed_wrong,"{""global_context"": 0.3981271425882975, ""left_interaction"": 0.1254256248474121, ""right_interaction"": 0.21437590916951496, ""hand_head_union"": 0.1953159968058268, ""two_hand_table_context"": 0.06675527890523275}",True,True,L11_R11|padding
train__c09__user4__1-2-1,9,Pour_drinks,9,Pour_drinks,0.6759430393258865,9,Pour_drinks,0.6140184265283503,retained_correct,"{""global_context"": 0.06547002991040547, ""left_interaction"": 0.14768731594085693, ""right_interaction"": 0.6925477981567383, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.09429485599199931}",True,False,L11_R11
train__c09__user4__1-2-2,9,Pour_drinks,10,Stir_drinks,0.6296356158371921,10,Stir_drinks,0.5470953509225036,unchanged_wrong,"{""global_context"": 0.08610535661379497, ""left_interaction"": 0.03960644950469335, ""right_interaction"": 0.8219274679819742, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.052360703547795616}",True,False,L11_R11
train__c09__user4__1-2-3,9,Pour_drinks,9,Pour_drinks,0.32074762844542887,9,Pour_drinks,0.367782281214018,retained_correct,"{""global_context"": 0.013698843618234, ""left_interaction"": 0.04169233640034994, ""right_interaction"": 0.29698793093363446, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.6476209163665771}",True,False,L11_R11
train__c09__user4__6-1-1,9,Pour_drinks,9,Pour_drinks,0.7165403390941142,9,Pour_drinks,0.8294507496543774,retained_correct,"{""global_context"": 0.06617673238118489, ""left_interaction"": 0.4542398850123088, ""right_interaction"": 0.47841020425160724, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0011732108735789855}",True,False,L11_R11
train__c09__user4__6-1-2,9,Pour_drinks,10,Stir_drinks,0.48348030153104604,9,Pour_drinks,0.7604732907018632,rescued,"{""global_context"": 0.0747290849685669, ""left_interaction"": 0.6233680248260498, ""right_interaction"": 0.30190300941467285, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",False,False,L11_R11
train__c09__user4__6-1-3,9,Pour_drinks,9,Pour_drinks,0.4802716150011036,9,Pour_drinks,0.5602137353480704,retained_correct,"{""global_context"": 0.10952106741971748, ""left_interaction"": 0.45221727947856105, ""right_interaction"": 0.4149490622586982, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.023312729458476223}",True,False,L11_R11|padding
train__c10__user17__2-1-1,10,Stir_drinks,9,Pour_drinks,0.6776886517339351,9,Pour_drinks,0.6247348867491119,unchanged_wrong,"{""global_context"": 3.127686707585147e-05, ""left_interaction"": 0.13283777236938477, ""right_interaction"": 0.5858980236631451, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.28123294945919153}",True,False,L11_R11|padding
train__c10__user17__2-1-2,10,Stir_drinks,9,Pour_drinks,0.7277412286114103,9,Pour_drinks,0.7914184070994839,unchanged_wrong,"{""global_context"": 1.8796873908805928e-06, ""left_interaction"": 0.9075450897216797, ""right_interaction"": 0.07820936611720494, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.014243655971118383}",True,False,L11_R11|padding
train__c10__user17__2-1-3,10,Stir_drinks,9,Pour_drinks,0.4766554829979333,9,Pour_drinks,0.5539262129531067,unchanged_wrong,"{""global_context"": 1.4097951035099951e-05, ""left_interaction"": 0.24241078983653674, ""right_interaction"": 0.7490025433627042, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.008572586558081886}",True,False,L11_R11|padding
train__c10__user17__2-2-1,10,Stir_drinks,15,Wipe_windows_and_tables,0.27243196118000934,15,Wipe_windows_and_tables,0.3218078140674461,unchanged_wrong,"{""global_context"": 0.9660913679334853, ""left_interaction"": 0.014563931359185113, ""right_interaction"": 0.0012691986781579476, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.018075612960038363}",True,False,L11_R11|padding
train__c10__user17__2-2-2,10,Stir_drinks,15,Wipe_windows_and_tables,0.36197329485884905,15,Wipe_windows_and_tables,0.3642704632320383,unchanged_wrong,"{""global_context"": 0.5995208876473563, ""left_interaction"": 0.21818276814052037, ""right_interaction"": 0.05922592111996242, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.12307035071509224}",True,False,L11_R11|padding
train__c10__user17__2-2-3,10,Stir_drinks,17,Tap_the_keyboard,0.37222795828061067,17,Tap_the_keyboard,0.4585282522753779,unchanged_wrong,"{""global_context"": 0.8516592979431152, ""left_interaction"": 0.04004129767417908, ""right_interaction"": 0.00011641649762168526, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10818305015563964}",True,False,L11_R11|padding
train__c10__user17__5-2-1,10,Stir_drinks,10,Stir_drinks,0.5745905072371883,10,Stir_drinks,0.6685107345201831,retained_correct,"{""global_context"": 1.6321447963657028e-06, ""left_interaction"": 0.6606111959977583, ""right_interaction"": 0.2943750294772061, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.045012241060083565}",True,False,L11_R11|padding
train__c10__user17__5-2-2,10,Stir_drinks,10,Stir_drinks,0.7787841089141693,10,Stir_drinks,0.942994689714273,retained_correct,"{""global_context"": 2.9375719634572306e-08, ""left_interaction"": 0.14478141069412231, ""right_interaction"": 0.8545656204223633, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0006530042737722397}",True,False,L11_R11|padding
train__c10__user17__5-2-3,10,Stir_drinks,10,Stir_drinks,0.5685094497476839,10,Stir_drinks,0.8532763815353298,retained_correct,"{""global_context"": 0.000533284991979599, ""left_interaction"": 0.009726669390996296, ""right_interaction"": 0.922770881652832, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.06696927547454834}",True,False,L11_R11|padding
train__c10__user23__5-3-3,10,Stir_drinks,9,Pour_drinks,0.46558741889966826,9,Pour_drinks,0.598447017055191,unchanged_wrong,"{""global_context"": 0.2019287177494594, ""left_interaction"": 0.6681889806474958, ""right_interaction"": 0.09687003067561559, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.033012287957327704}",True,False,L11_R11|padding
train__c10__user4__1-2-1,10,Stir_drinks,9,Pour_drinks,0.3811715893608895,8,Take_and_use_tableware,0.45368230678476584,changed_wrong,"{""global_context"": 0.02538363500074907, ""left_interaction"": 0.49802150148333924, ""right_interaction"": 0.43599264549486566, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.040602192734227036}",True,False,L11_R11|padding
train__c10__user4__1-2-2,10,Stir_drinks,37,Take_medicine,0.49015232880247805,38,Massage_oneself,0.28216942160705605,changed_wrong,"{""global_context"": 1.0966182583759195e-06, ""left_interaction"": 0.26269202483327764, ""right_interaction"": 0.7372925407008121, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.4215092003149421e-05}",True,False,L11_R11|padding
train__c10__user4__1-2-3,10,Stir_drinks,10,Stir_drinks,0.41084143895833425,10,Stir_drinks,0.4293717680142225,retained_correct,"{""global_context"": 0.024945985812407274, ""left_interaction"": 0.15027328637930062, ""right_interaction"": 0.8209205040564904, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.003860310579721744}",True,False,L11_R11|padding
train__c10__user4__5-1-1,10,Stir_drinks,37,Take_medicine,0.27891632777732317,10,Stir_drinks,0.3285784313283507,rescued,"{""global_context"": 1.0686324047881612e-10, ""left_interaction"": 6.575828592758626e-07, ""right_interaction"": 0.9999991257985433, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.6989787354759756e-07}",True,False,L11_R11
train__c10__user4__5-1-2,10,Stir_drinks,37,Take_medicine,0.2869204219121216,2,Comb_hair,0.30780616522065274,changed_wrong,"{""global_context"": 2.911295572024149e-07, ""left_interaction"": 0.005290697639187177, ""right_interaction"": 0.9946082433064779, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.00010074450983665884}",True,False,L11_R11
train__c10__user4__5-1-3,10,Stir_drinks,4,Wipe_hands,0.24170622194806374,10,Stir_drinks,0.7342353670787359,rescued,"{""global_context"": 4.893732744140725e-11, ""left_interaction"": 1.771027663616459e-08, ""right_interaction"": 0.999999858714916, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.4150476056750416e-07}",True,False,L11_R11|padding
train__c11__user17__7-2-1,11,Peel_fruits,10,Stir_drinks,0.4297136279758847,11,Peel_fruits,0.5900814453561031,rescued,"{""global_context"": 2.7842970178803294e-05, ""left_interaction"": 0.2745035683236471, ""right_interaction"": 0.6186204770716225, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10684825152885623}",True,False,L11_R11|padding
train__c11__user17__7-2-2,11,Peel_fruits,11,Peel_fruits,0.9264324923388408,11,Peel_fruits,0.9752765804510335,retained_correct,"{""global_context"": 0.00016853313094803264, ""left_interaction"": 0.6717579977852958, ""right_interaction"": 0.15611084529331754, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.1719625745500837}",True,False,L11_R11|padding
train__c11__user17__7-2-3,11,Peel_fruits,11,Peel_fruits,0.8548175873256983,11,Peel_fruits,0.9499752984947305,retained_correct,"{""global_context"": 0.00175078112918597, ""left_interaction"": 0.5886984971853403, ""right_interaction"": 0.18277487388023964, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.2267757929288424}",True,False,L11_R11|padding
train__c11__user24__4-2-1,11,Peel_fruits,11,Peel_fruits,0.919928116335856,11,Peel_fruits,0.9727948830747046,retained_correct,"{""global_context"": 0.000410544181553026, ""left_interaction"": 0.5512118736902872, ""right_interaction"": 0.28206272919972736, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.1663148601849874}",True,False,L11_R11
train__c11__user24__4-2-2,11,Peel_fruits,11,Peel_fruits,0.9306099725367237,11,Peel_fruits,0.9752820718141094,retained_correct,"{""global_context"": 0.0018525587705274422, ""left_interaction"": 0.202763040860494, ""right_interaction"": 0.5649923086166382, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.23039209842681885}",True,False,L11_R11
train__c11__user24__4-2-3,11,Peel_fruits,11,Peel_fruits,0.8153346151122554,11,Peel_fruits,0.8848163489508107,retained_correct,"{""global_context"": 0.00032778943960483256, ""left_interaction"": 0.3350937549884503, ""right_interaction"": 0.4319769785954402, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.23260144086984488}",True,False,L11_R11|padding
train__c11__user4__1-2-1,11,Peel_fruits,8,Take_and_use_tableware,0.5172316960516724,8,Take_and_use_tableware,0.8590105658031992,unchanged_wrong,"{""global_context"": 0.027274837096532185, ""left_interaction"": 0.5192269086837769, ""right_interaction"": 0.4534984032313029, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",False,False,L11_R11
train__c11__user4__1-2-2,11,Peel_fruits,10,Stir_drinks,0.6966153079097699,10,Stir_drinks,0.6240581773089655,unchanged_wrong,"{""global_context"": 0.08048158884048462, ""left_interaction"": 0.4585641225179036, ""right_interaction"": 0.3525685469309489, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10838582118352254}",True,False,L11_R11
train__c11__user4__1-2-3,11,Peel_fruits,9,Pour_drinks,0.8411859588297316,9,Pour_drinks,0.863209211628757,unchanged_wrong,"{""global_context"": 0.43663753162730823, ""left_interaction"": 0.0908052000132474, ""right_interaction"": 0.27534662593494763, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.19721078872680664}",True,False,L11_R11|padding
train__c11__user4__2-1-1,11,Peel_fruits,10,Stir_drinks,0.8143553482578678,10,Stir_drinks,0.9620244025654742,unchanged_wrong,"{""global_context"": 0.02931265133183177, ""left_interaction"": 0.6862460345756717, ""right_interaction"": 7.014082756341384e-09, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.28444131990758387}",True,False,L11_R11|padding
train__c11__user4__2-1-2,11,Peel_fruits,6,Drink_water,0.8322715511059038,6,Drink_water,0.7806914523999579,unchanged_wrong,"{""global_context"": 0.46358251571655273, ""left_interaction"": 0.19923762480417886, ""right_interaction"": 0.05546367168426514, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.2817162407769097}",True,False,L11_R11|padding
train__c11__user4__2-1-3,11,Peel_fruits,6,Drink_water,0.7118925563808779,6,Drink_water,0.839810572879262,unchanged_wrong,"{""global_context"": 0.36222378960971174, ""left_interaction"": 0.5344297803681473, ""right_interaction"": 0.04550415483014337, ""hand_head_union"": 0.006400197230536362, ""two_hand_table_context"": 0.05144217507592563}",True,True,L11_R11|padding
train__c11__user4__6-1-1,11,Peel_fruits,11,Peel_fruits,0.5529683015465241,9,Pour_drinks,0.3333414835062021,harmed,"{""global_context"": 0.9074231928045099, ""left_interaction"": 0.047820578921924935, ""right_interaction"": 1.2322389838201078e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.044755000959743156}",True,False,L11_R11|padding
train__c11__user4__6-1-2,11,Peel_fruits,10,Stir_drinks,0.39022930339186634,10,Stir_drinks,0.41591325178185334,unchanged_wrong,"{""global_context"": 0.81276535987854, ""left_interaction"": 0.12443808714548747, ""right_interaction"": 0.00021507612351949015, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.06258141497770946}",True,False,L11_R11
train__c11__user4__6-1-3,11,Peel_fruits,10,Stir_drinks,0.5758656618841345,11,Peel_fruits,0.3824529683860152,rescued,"{""global_context"": 0.3113078854300759, ""left_interaction"": 0.20795947855169122, ""right_interaction"": 0.0017559397965669632, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.4789767265319824}",True,False,L11_R11|padding
train__c11__user4__7-1-1,11,Peel_fruits,4,Wipe_hands,0.36239828282826453,4,Wipe_hands,0.42397485128189744,unchanged_wrong,"{""global_context"": 0.0004161141974770504, ""left_interaction"": 0.07456471609032672, ""right_interaction"": 0.8914615796959918, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.03355779855147652}",True,False,L11_R11|padding
train__c11__user4__7-1-2,11,Peel_fruits,39,Take_body_temperature,0.21404365851340723,31,Do_stretching_exercises,0.2819080805515923,changed_wrong,"{""global_context"": 1.7749011614035036e-05, ""left_interaction"": 0.013766929160716921, ""right_interaction"": 0.9861978042957394, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.7652347640589224e-05}",True,False,L11_R11|padding
train__c11__user4__7-1-3,11,Peel_fruits,37,Take_medicine,0.35490387721098476,38,Massage_oneself,0.44565567838733244,changed_wrong,"{""global_context"": 4.62061274916895e-05, ""left_interaction"": 0.08967600330229729, ""right_interaction"": 0.8740143314484627, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.03626343896312098}",True,False,L11_R11|padding
train__c12__user17__3-1-1,12,Sweep_the_floor,13,Mop_the_floor,0.7073461628143302,13,Mop_the_floor,0.7092911711518066,unchanged_wrong,"{""global_context"": 6.082781813650702e-06, ""left_interaction"": 0.4899070660273234, ""right_interaction"": 0.5064921379089355, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0035947530219952264}",True,False,L11_R11
train__c12__user17__3-1-2,12,Sweep_the_floor,13,Mop_the_floor,0.5946370823911207,13,Mop_the_floor,0.5970067237791823,unchanged_wrong,"{""global_context"": 0.004241190540293853, ""left_interaction"": 0.5615158081054688, ""right_interaction"": 0.4194151560465495, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0148277481396993}",True,False,L11_R11
train__c12__user17__3-1-3,12,Sweep_the_floor,13,Mop_the_floor,0.6473976641093543,13,Mop_the_floor,0.6496432016269532,unchanged_wrong,"{""global_context"": 5.8757421823266224e-05, ""left_interaction"": 0.6686497223682892, ""right_interaction"": 0.3289300722953601, ""hand_head_union"": 3.878449280865682e-05, ""two_hand_table_context"": 0.0023226772363369283}",True,True,L11_R11|padding
train__c12__user23__3-2-1,12,Sweep_the_floor,12,Sweep_the_floor,0.25419684853282604,12,Sweep_the_floor,0.2560739862898943,retained_correct,"{""global_context"": 0.34837865829467773, ""left_interaction"": 0.4086332321166992, ""right_interaction"": 0.13864258925120035, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10434553027153015}",True,False,L11_R10|L11_R11
train__c12__user23__3-2-2,12,Sweep_the_floor,13,Mop_the_floor,0.5346263881849936,13,Mop_the_floor,0.536959011588452,unchanged_wrong,"{""global_context"": 0.3453190326690674, ""left_interaction"": 0.40315576394399005, ""right_interaction"": 0.2326079805692037, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.018917284905910492}",True,False,L11_R10|L11_R11
train__c12__user23__3-2-3,12,Sweep_the_floor,13,Mop_the_floor,0.6159786261776343,13,Mop_the_floor,0.6186929570485639,unchanged_wrong,"{""global_context"": 0.44645369052886963, ""left_interaction"": 0.21481619278589884, ""right_interaction"": 0.2563670078913371, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.08236309885978699}",True,False,L00_R00|L10_R11|L11_R11
train__c12__user4__2-2-1,12,Sweep_the_floor,37,Take_medicine,0.3434042637656732,38,Massage_oneself,0.4243059858448477,changed_wrong,"{""global_context"": 0.00021517657053967318, ""left_interaction"": 0.2553301652272542, ""right_interaction"": 0.7444547017415365, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",False,False,L11_R11
train__c12__user4__2-2-2,12,Sweep_the_floor,2,Comb_hair,0.31957947768430867,2,Comb_hair,0.6108132892342896,unchanged_wrong,"{""global_context"": 6.12740041106008e-06, ""left_interaction"": 0.24706544478734335, ""right_interaction"": 0.46943525473276776, ""hand_head_union"": 0.28349318106969196, ""two_hand_table_context"": 0.0}",False,True,L11_R11
train__c12__user4__2-2-3,12,Sweep_the_floor,31,Do_stretching_exercises,0.6891000528898155,31,Do_stretching_exercises,0.712232172452276,unchanged_wrong,"{""global_context"": 2.9728534476210673e-05, ""left_interaction"": 0.187826136747996, ""right_interaction"": 0.6150194406509399, ""hand_head_union"": 0.1763896346092224, ""two_hand_table_context"": 0.020735067625840504}",True,True,L11_R11
train__c13__user17__3-1-1,13,Mop_the_floor,13,Mop_the_floor,0.567960582410432,13,Mop_the_floor,0.569989638851135,retained_correct,"{""global_context"": 0.0730392336845398, ""left_interaction"": 0.30428413550059, ""right_interaction"": 0.49735772609710693, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.12531898419062296}",True,False,L10_R11|L11_R11
train__c13__user17__3-1-2,13,Mop_the_floor,13,Mop_the_floor,0.6181312665748437,13,Mop_the_floor,0.6198713248415045,retained_correct,"{""global_context"": 0.021851428917476108, ""left_interaction"": 0.33307847522553946, ""right_interaction"": 0.5615621748424712, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.08350795791262672}",True,False,L10_R11|L11_R11|padding
train__c13__user17__3-1-3,13,Mop_the_floor,13,Mop_the_floor,0.7384487522132691,13,Mop_the_floor,0.7397087211045319,retained_correct,"{""global_context"": 4.028501347487758e-07, ""left_interaction"": 0.20119993774979203, ""right_interaction"": 0.6959304103144893, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.1028692987230089}",True,False,L11_R11|padding
train__c13__user4__2-2-1,13,Mop_the_floor,2,Comb_hair,0.34554969503492894,2,Comb_hair,0.35494554320217747,unchanged_wrong,"{""global_context"": 0.404916069724343, ""left_interaction"": 0.49515099958939984, ""right_interaction"": 0.09988148645921187, ""hand_head_union"": 0.0, ""two_hand_table_context"": 5.159291586923328e-05}",True,False,L11_R11|padding
train__c13__user4__2-2-2,13,Mop_the_floor,39,Take_body_temperature,0.3225685185473588,2,Comb_hair,0.29042680456073844,changed_wrong,"{""global_context"": 0.056642611821492515, ""left_interaction"": 0.6291285355885824, ""right_interaction"": 0.30383020639419556, ""hand_head_union"": 0.009591217463215193, ""two_hand_table_context"": 0.0008074358726541201}",True,True,L11_R11
train__c13__user4__2-2-3,13,Mop_the_floor,39,Take_body_temperature,0.1995528713634387,2,Comb_hair,0.19215879124468624,changed_wrong,"{""global_context"": 0.03941511809825897, ""left_interaction"": 0.6486018657684326, ""right_interaction"": 0.2988118648529053, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.01317109316587448}",True,False,L11_R11|padding
train__c14__user17__3-2-1,14,Wipe_bowls,15,Wipe_windows_and_tables,0.32515160209155947,15,Wipe_windows_and_tables,0.41179109539019076,unchanged_wrong,"{""global_context"": 8.518948047624335e-06, ""left_interaction"": 0.6628722729890243, ""right_interaction"": 0.254194218179454, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.08292498277581256}",True,False,L11_R11|padding
train__c14__user17__3-2-2,14,Wipe_bowls,14,Wipe_bowls,0.40739076050618955,10,Stir_drinks,0.4131483473854369,harmed,"{""global_context"": 1.7997915384857433e-07, ""left_interaction"": 0.6478245176117996, ""right_interaction"": 0.01340765274804214, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.3387676765178812}",True,False,L11_R11|padding
train__c14__user17__3-2-3,14,Wipe_bowls,11,Peel_fruits,0.721323407870595,11,Peel_fruits,0.8879615465234921,unchanged_wrong,"{""global_context"": 0.00014617124169662193, ""left_interaction"": 0.7474988473428262, ""right_interaction"": 0.007341529871966387, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.24501357207427155}",True,False,L11_R11|padding
train__c14__user4__4-2-1,14,Wipe_bowls,37,Take_medicine,0.21982227431521809,28,Jog_in_place,0.22173382129956007,changed_wrong,"{""global_context"": 2.0420384316821583e-07, ""left_interaction"": 0.0006605145366241535, ""right_interaction"": 0.9912588596343994, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.008080163970589638}",True,False,L11_R11
train__c14__user4__4-2-2,14,Wipe_bowls,37,Take_medicine,0.4130702643071384,2,Comb_hair,0.33329237021687425,changed_wrong,"{""global_context"": 1.2035242737814164e-05, ""left_interaction"": 0.11324553688367207, ""right_interaction"": 0.7785024642944336, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10823996861775716}",True,False,L11_R11
train__c14__user4__4-2-3,14,Wipe_bowls,4,Wipe_hands,0.6401692247273612,4,Wipe_hands,0.706451948807371,unchanged_wrong,"{""global_context"": 7.109105917474915e-05, ""left_interaction"": 0.28272979490218625, ""right_interaction"": 0.5155852225518995, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.20161391842749812}",True,False,L11_R11|padding
train__c15__user17__2-2-1,15,Wipe_windows_and_tables,15,Wipe_windows_and_tables,0.926283571071103,15,Wipe_windows_and_tables,0.9276135127981352,retained_correct,"{""global_context"": 0.07554488182067871, ""left_interaction"": 0.3368751049041748, ""right_interaction"": 0.5875799655914307, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",False,False,L11_R11|padding
train__c15__user17__2-2-2,15,Wipe_windows_and_tables,15,Wipe_windows_and_tables,0.8880368594922315,15,Wipe_windows_and_tables,0.8906982052607971,retained_correct,"{""global_context"": 0.07734364998049853, ""left_interaction"": 0.3440581298455959, ""right_interaction"": 0.4246744760652868, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.15392382551984088}",True,False,L01_R11|L11_R11|padding
train__c15__user17__2-2-3,15,Wipe_windows_and_tables,15,Wipe_windows_and_tables,0.8141120709411087,15,Wipe_windows_and_tables,0.8129477709584654,retained_correct,"{""global_context"": 0.2162374583157626, ""left_interaction"": 0.30237193541093305, ""right_interaction"": 0.37563172253695404, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10575888373635033}",True,False,L01_R11|L11_R11|padding
train__c15__user17__3-3-1,15,Wipe_windows_and_tables,15,Wipe_windows_and_tables,0.6648006133779957,15,Wipe_windows_and_tables,0.6675675711603833,retained_correct,"{""global_context"": 0.9659892772806102, ""left_interaction"": 1.0788796222688437e-06, ""right_interaction"": 0.03390691198151687, ""hand_head_union"": 0.00010278992804473844, ""two_hand_table_context"": 0.0}",False,True,L11_R11|padding
train__c15__user17__3-3-2,15,Wipe_windows_and_tables,15,Wipe_windows_and_tables,0.7997170551558873,15,Wipe_windows_and_tables,0.8030226030399826,retained_correct,"{""global_context"": 0.8443473012823808, ""left_interaction"": 0.00032546050160339, ""right_interaction"": 0.15532723226045309, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",False,False,L11_R11|padding
train__c15__user17__3-3-3,15,Wipe_windows_and_tables,15,Wipe_windows_and_tables,0.718631421195934,15,Wipe_windows_and_tables,0.7202207293306881,retained_correct,"{""global_context"": 0.857949938092913, ""left_interaction"": 2.039903899588223e-05, ""right_interaction"": 0.14202874898910522, ""hand_head_union"": 9.094958061593518e-07, ""two_hand_table_context"": 0.0}",False,True,L11_R11|padding
train__c15__user23__3-1-1,15,Wipe_windows_and_tables,31,Do_stretching_exercises,0.47394454309911144,31,Do_stretching_exercises,0.4746305613165866,unchanged_wrong,"{""global_context"": 0.8323705991109213, ""left_interaction"": 0.003308225733538469, ""right_interaction"": 0.11331925789515178, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.05100193123022715}",True,False,L11_R11
