sample_id,split,class_id,action_name,user_id,trial_id,depth_frames,ir_frames,paired_frames,depth_unparsed,ir_unparsed,duplicate_pair_keys,duplicate_timestamps,unreadable_images,complete_pairing,reason
train__c10__user6__2-1-1,train,10,Stir_drinks,user6,2-1-1,61,61,61,0,0,0,0,0,True,
train__c10__user6__2-1-2,train,10,Stir_drinks,user6,2-1-2,40,40,40,0,0,0,0,0,True,
train__c10__user6__2-1-3,train,10,Stir_drinks,user6,2-1-3,37,37,37,0,0,0,0,0,True,
train__c10__user6__7-2-1,train,10,Stir_drinks,user6,7-2-1,24,24,24,0,0,0,0,0,True,
train__c10__user6__7-2-2,train,10,Stir_drinks,user6,7-2-2,23,23,23,0,0,0,0,0,True,
train__c10__user6__7-2-3,train,10,Stir_drinks,user6,7-2-3,15,15,15,0,0,0,0,0,True,
train__c10__user7__2-1-1,train,10,Stir_drinks,user7,2-1-1,24,24,24,0,0,0,0,0,True,
train__c10__user7__2-1-2,train,10,Stir_drinks,user7,2-1-2,18,18,18,0,0,0,0,0,True,
train__c10__user7__2-1-3,train,10,Stir_drinks,user7,2-1-3,19,19,19,0,0,0,0,0,True,
train__c10__user7__2-2-1,train,10,Stir_drinks,user7,2-2-1,21,21,21,0,0,0,0,0,True,
train__c10__user7__2-2-2,train,10,Stir_drinks,user7,2-2-2,21,21,21,0,0,0,0,0,True,
train__c10__user7__2-2-3,train,10,Stir_drinks,user7,2-2-3,11,11,11,0,0,0,0,0,True,
train__c10__user7__5-2-1,train,10,Stir_drinks,user7,5-2-1,20,20,20,0,0,0,0,0,True,
train__c10__user7__5-2-2,train,10,Stir_drinks,user7,5-2-2,23,23,23,0,0,0,0,0,True,
train__c10__user7__5-2-3,train,10,Stir_drinks,user7,5-2-3,17,17,17,0,0,0,0,0,True,
train__c10__user8__3-2-1,train,10,Stir_drinks,user8,3-2-1,28,28,28,0,0,0,0,0,True,
train__c10__user8__3-2-2,train,10,Stir_drinks,user8,3-2-2,42,42,42,0,0,0,0,0,True,
train__c10__user8__3-2-3,train,10,Stir_drinks,user8,3-2-3,33,33,33,0,0,0,0,0,True,
train__c10__user8__4-2-1,train,10,Stir_drinks,user8,4-2-1,47,47,47,0,0,0,0,0,True,
train__c10__user8__4-2-2,train,10,Stir_drinks,user8,4-2-2,8,8,8,0,0,0,0,0,True,
train__c10__user8__4-2-3,train,10,Stir_drinks,user8,4-2-3,28,28,28,0,0,0,0,0,True,
train__c10__user8__7-2-1,train,10,Stir_drinks,user8,7-2-1,22,22,22,0,0,0,0,0,True,
train__c10__user8__7-2-2,train,10,Stir_drinks,user8,7-2-2,17,17,17,0,0,0,0,0,True,
train__c10__user8__7-2-3,train,10,Stir_drinks,user8,7-2-3,11,11,11,0,0,0,0,0,True,
train__c10__user9__2-1-1,train,10,Stir_drinks,user9,2-1-1,24,24,24,0,0,0,0,0,True,
train__c10__user9__2-1-2,train,10,Stir_drinks,user9,2-1-2,33,33,33,0,0,0,0,0,True,
train__c10__user9__2-1-3,train,10,Stir_drinks,user9,2-1-3,34,34,34,0,0,0,0,0,True,
train__c10__user9__3-2-1,train,10,Stir_drinks,user9,3-2-1,27,27,27,0,0,0,0,0,True,
train__c10__user9__3-2-2,train,10,Stir_drinks,user9,3-2-2,20,20,20,0,0,0,0,0,True,
train__c10__user9__3-2-3,train,10,Stir_drinks,user9,3-2-3,6,6,6,0,0,0,0,0,True,
train__c10__user9__7-2-1,train,10,Stir_drinks,user9,7-2-1,20,20,20,0,0,0,0,0,True,
train__c10__user9__7-2-2,train,10,Stir_drinks,user9,7-2-2,12,12,12,0,0,0,0,0,True,
train__c10__user9__7-2-3,train,10,Stir_drinks,user9,7-2-3,18,18,18,0,0,0,0,0,True,
train__c11__user16__1-2-1,train,11,Peel_fruits,user16,1-2-1,50,50,50,0,0,0,0,0,True,
train__c11__user16__1-2-2,train,11,Peel_fruits,user16,1-2-2,52,52,52,0,0,0,0,0,True,
train__c11__user16__1-2-3,train,11,Peel_fruits,user16,1-2-3,24,24,24,0,0,0,0,0,True,
train__c11__user16__3-2-1,train,11,Peel_fruits,user16,3-2-1,17,17,17,0,0,0,0,0,True,
train__c11__user16__3-2-2,train,11,Peel_fruits,user16,3-2-2,21,21,21,0,0,0,0,0,True,
train__c11__user16__3-2-3,train,11,Peel_fruits,user16,3-2-3,14,14,14,0,0,0,0,0,True,
train__c11__user16__5-2-1,train,11,Peel_fruits,user16,5-2-1,38,38,38,0,0,0,0,0,True,
train__c11__user16__5-2-2,train,11,Peel_fruits,user16,5-2-2,27,27,27,0,0,0,0,0,True,
train__c11__user16__5-2-3,train,11,Peel_fruits,user16,5-2-3,11,11,11,0,0,0,0,0,True,
train__c11__user18__4-2-1,train,11,Peel_fruits,user18,4-2-1,25,25,25,0,0,0,0,0,True,
train__c11__user18__4-2-2,train,11,Peel_fruits,user18,4-2-2,12,12,12,0,0,0,0,0,True,
train__c11__user18__4-2-3,train,11,Peel_fruits,user18,4-2-3,16,16,16,0,0,0,0,0,True,
train__c11__user18__6-2-1,train,11,Peel_fruits,user18,6-2-1,92,92,92,0,0,0,0,0,True,
train__c11__user18__6-2-2,train,11,Peel_fruits,user18,6-2-2,21,21,21,0,0,0,0,0,True,
train__c11__user18__6-2-3,train,11,Peel_fruits,user18,6-2-3,23,23,23,0,0,0,0,0,True,
train__c11__user18__7-2-1,train,11,Peel_fruits,user18,7-2-1,25,25,25,0,0,0,0,0,True,
train__c11__user18__7-2-2,train,11,Peel_fruits,user18,7-2-2,20,20,20,0,0,0,0,0,True,
train__c11__user18__7-2-3,train,11,Peel_fruits,user18,7-2-3,19,19,19,0,0,0,0,0,True,
train__c11__user19__2-3-1,train,11,Peel_fruits,user19,2-3-1,53,53,53,0,0,0,0,0,True,
train__c11__user19__2-3-2,train,11,Peel_fruits,user19,2-3-2,44,44,44,0,0,0,0,0,True,
train__c11__user19__2-3-3,train,11,Peel_fruits,user19,2-3-3,31,31,31,0,0,0,0,0,True,
train__c11__user1__1-2-1,train,11,Peel_fruits,user1,1-2-1,38,38,38,0,0,0,0,0,True,
train__c11__user1__1-2-2,train,11,Peel_fruits,user1,1-2-2,49,49,49,0,0,0,0,0,True,
train__c11__user1__4-1-1,train,11,Peel_fruits,user1,4-1-1,108,108,108,0,0,0,0,0,True,
train__c11__user1__4-1-2,train,11,Peel_fruits,user1,4-1-2,109,109,109,0,0,0,0,0,True,
train__c11__user1__4-1-3,train,11,Peel_fruits,user1,4-1-3,36,36,36,0,0,0,0,0,True,
train__c11__user1__6-1-1,train,11,Peel_fruits,user1,6-1-1,36,36,36,0,0,0,0,0,True,
train__c11__user1__6-1-2,train,11,Peel_fruits,user1,6-1-2,29,29,29,0,0,0,0,0,True,
train__c11__user1__6-1-3,train,11,Peel_fruits,user1,6-1-3,12,12,12,0,0,0,0,0,True,
train__c11__user21__5-2-1,train,11,Peel_fruits,user21,5-2-1,51,51,51,0,0,0,0,0,True,
train__c11__user21__5-2-2,train,11,Peel_fruits,user21,5-2-2,64,64,64,0,0,0,0,0,True,
train__c11__user21__5-2-3,train,11,Peel_fruits,user21,5-2-3,33,33,33,0,0,0,0,0,True,
train__c11__user22__3-3-1,train,11,Peel_fruits,user22,3-3-1,13,13,13,0,0,0,0,0,True,
train__c11__user22__3-3-2,train,11,Peel_fruits,user22,3-3-2,6,6,6,0,0,0,0,0,True,
train__c11__user22__3-3-3,train,11,Peel_fruits,user22,3-3-3,7,7,7,0,0,0,0,0,True,
train__c11__user22__4-3-1,train,11,Peel_fruits,user22,4-3-1,29,29,29,0,0,0,0,0,True,
train__c11__user22__4-3-2,train,11,Peel_fruits,user22,4-3-2,21,21,21,0,0,0,0,0,True,
train__c11__user22__4-3-3,train,11,Peel_fruits,user22,4-3-3,22,22,22,0,0,0,0,0,True,
train__c11__user22__5-2-1,train,11,Peel_fruits,user22,5-2-1,45,45,45,0,0,0,0,0,True,
train__c11__user22__5-2-2,train,11,Peel_fruits,user22,5-2-2,32,32,32,0,0,0,0,0,True,
train__c11__user22__5-2-3,train,11,Peel_fruits,user22,5-2-3,33,33,33,0,0,0,0,0,True,
train__c11__user2__5-2-1,train,11,Peel_fruits,user2,5-2-1,103,103,103,0,0,0,0,0,True,
train__c11__user2__5-2-2,train,11,Peel_fruits,user2,5-2-2,33,33,33,0,0,0,0,0,True,
train__c11__user2__5-2-3,train,11,Peel_fruits,user2,5-2-3,18,18,18,0,0,0,0,0,True,
train__c11__user2__7-2-1,train,11,Peel_fruits,user2,7-2-1,50,50,50,0,0,0,0,0,True,
train__c11__user2__7-2-2,train,11,Peel_fruits,user2,7-2-2,17,17,17,0,0,0,0,0,True,
train__c11__user2__7-2-3,train,11,Peel_fruits,user2,7-2-3,7,7,7,0,0,0,0,0,True,
train__c11__user3__3-1-1,train,11,Peel_fruits,user3,3-1-1,22,22,22,0,0,0,0,0,True,
train__c11__user3__3-1-2,train,11,Peel_fruits,user3,3-1-2,31,31,31,0,0,0,0,0,True,
train__c11__user3__3-1-3,train,11,Peel_fruits,user3,3-1-3,11,11,11,0,0,0,0,0,True,
train__c11__user3__4-1-1,train,11,Peel_fruits,user3,4-1-1,40,40,40,0,0,0,0,0,True,
train__c11__user3__4-1-2,train,11,Peel_fruits,user3,4-1-2,37,37,37,0,0,0,0,0,True,
train__c11__user5__1-2-1,train,11,Peel_fruits,user5,1-2-1,101,101,101,0,0,0,0,0,True,
train__c11__user5__1-2-2,train,11,Peel_fruits,user5,1-2-2,51,51,51,0,0,0,0,0,True,
train__c11__user5__1-2-3,train,11,Peel_fruits,user5,1-2-3,36,36,36,0,0,0,0,0,True,
train__c11__user5__2-1-1,train,11,Peel_fruits,user5,2-1-1,82,82,82,0,0,0,0,0,True,
train__c11__user5__2-1-2,train,11,Peel_fruits,user5,2-1-2,79,79,79,0,0,0,0,0,True,
train__c11__user5__2-1-3,train,11,Peel_fruits,user5,2-1-3,30,30,30,0,0,0,0,0,True,
train__c11__user5__3-2-1,train,11,Peel_fruits,user5,3-2-1,71,71,71,0,0,0,0,0,True,
train__c11__user5__3-2-2,train,11,Peel_fruits,user5,3-2-2,28,28,28,0,0,0,0,0,True,
train__c11__user5__3-2-3,train,11,Peel_fruits,user5,3-2-3,29,29,29,0,0,0,0,0,True,
train__c11__user5__6-2-1,train,11,Peel_fruits,user5,6-2-1,55,55,55,0,0,0,0,0,True,
train__c11__user5__6-2-2,train,11,Peel_fruits,user5,6-2-2,54,54,54,0,0,0,0,0,True,
train__c11__user5__6-2-3,train,11,Peel_fruits,user5,6-2-3,23,23,23,0,0,0,0,0,True,
train__c11__user6__1-2-1,train,11,Peel_fruits,user6,1-2-1,46,46,46,0,0,0,0,0,True,
train__c11__user6__1-2-2,train,11,Peel_fruits,user6,1-2-2,24,24,24,0,0,0,0,0,True,
train__c11__user6__1-2-3,train,11,Peel_fruits,user6,1-2-3,11,11,11,0,0,0,0,0,True,
train__c11__user6__3-2-1,train,11,Peel_fruits,user6,3-2-1,34,34,34,0,0,0,0,0,True,
train__c11__user6__3-2-2,train,11,Peel_fruits,user6,3-2-2,26,26,26,0,0,0,0,0,True,
train__c11__user6__3-2-3,train,11,Peel_fruits,user6,3-2-3,23,23,23,0,0,0,0,0,True,
train__c11__user6__5-2-1,train,11,Peel_fruits,user6,5-2-1,51,51,51,0,0,0,0,0,True,
train__c11__user6__5-2-2,train,11,Peel_fruits,user6,5-2-2,41,41,41,0,0,0,0,0,True,
train__c11__user6__5-2-3,train,11,Peel_fruits,user6,5-2-3,14,14,14,0,0,0,0,0,True,
train__c11__user7__7-2-1,train,11,Peel_fruits,user7,7-2-1,57,57,57,0,0,0,0,0,True,
train__c11__user7__7-2-2,train,11,Peel_fruits,user7,7-2-2,42,42,42,0,0,0,0,0,True,
train__c11__user7__7-2-3,train,11,Peel_fruits,user7,7-2-3,18,18,18,0,0,0,0,0,True,
train__c11__user8__4-2-1,train,11,Peel_fruits,user8,4-2-1,24,24,24,0,0,0,0,0,True,
train__c11__user8__4-2-2,train,11,Peel_fruits,user8,4-2-2,12,12,12,0,0,0,0,0,True,
train__c11__user8__4-2-3,train,11,Peel_fruits,user8,4-2-3,21,21,21,0,0,0,0,0,True,
train__c11__user8__6-2-1,train,11,Peel_fruits,user8,6-2-1,107,107,107,0,0,0,0,0,True,
train__c11__user8__6-2-2,train,11,Peel_fruits,user8,6-2-2,36,36,36,0,0,0,0,0,True,
train__c11__user8__6-2-3,train,11,Peel_fruits,user8,6-2-3,59,59,59,0,0,0,0,0,True,
train__c11__user8__7-2-1,train,11,Peel_fruits,user8,7-2-1,28,28,28,0,0,0,0,0,True,
train__c11__user8__7-2-2,train,11,Peel_fruits,user8,7-2-2,17,17,17,0,0,0,0,0,True,
train__c11__user8__7-2-3,train,11,Peel_fruits,user8,7-2-3,5,5,5,0,0,0,0,0,True,
train__c11__user9__2-3-1,train,11,Peel_fruits,user9,2-3-1,45,45,45,0,0,0,0,0,True,
train__c11__user9__2-3-2,train,11,Peel_fruits,user9,2-3-2,38,38,38,0,0,0,0,0,True,
train__c11__user9__2-3-3,train,11,Peel_fruits,user9,2-3-3,26,26,26,0,0,0,0,0,True,
train__c12__user16__3-1-1,train,12,Sweep_the_floor,user16,3-1-1,102,102,102,0,0,0,0,0,True,
train__c12__user16__3-1-2,train,12,Sweep_the_floor,user16,3-1-2,114,114,114,0,0,0,0,0,True,
train__c12__user16__3-1-3,train,12,Sweep_the_floor,user16,3-1-3,66,66,66,0,0,0,0,0,True,
train__c12__user16__6-2-1,train,12,Sweep_the_floor,user16,6-2-1,67,67,67,0,0,0,0,0,True,
train__c12__user16__6-2-2,train,12,Sweep_the_floor,user16,6-2-2,45,45,45,0,0,0,0,0,True,
train__c12__user16__6-2-3,train,12,Sweep_the_floor,user16,6-2-3,45,45,45,0,0,0,0,0,True,
train__c12__user18__3-1-1,train,12,Sweep_the_floor,user18,3-1-1,46,46,46,0,0,0,0,0,True,
train__c12__user18__3-1-2,train,12,Sweep_the_floor,user18,3-1-2,15,15,15,0,0,0,0,0,True,
train__c12__user18__3-1-3,train,12,Sweep_the_floor,user18,3-1-3,29,29,29,0,0,0,0,0,True,
train__c12__user19__3-3-1,train,12,Sweep_the_floor,user19,3-3-1,33,33,33,0,0,0,0,0,True,
train__c12__user19__3-3-2,train,12,Sweep_the_floor,user19,3-3-2,30,30,30,0,0,0,0,0,True,
train__c12__user19__3-3-3,train,12,Sweep_the_floor,user19,3-3-3,16,16,16,0,0,0,0,0,True,
train__c12__user19__7-2-1,train,12,Sweep_the_floor,user19,7-2-1,51,51,51,0,0,0,0,0,True,
train__c12__user19__7-2-2,train,12,Sweep_the_floor,user19,7-2-2,32,32,32,0,0,0,0,0,True,
train__c12__user19__7-2-3,train,12,Sweep_the_floor,user19,7-2-3,24,24,24,0,0,0,0,0,True,
train__c12__user1__6-2-1,train,12,Sweep_the_floor,user1,6-2-1,106,106,106,0,0,0,0,0,True,
train__c12__user1__6-2-2,train,12,Sweep_the_floor,user1,6-2-2,94,94,94,0,0,0,0,0,True,
train__c12__user1__6-2-3,train,12,Sweep_the_floor,user1,6-2-3,67,67,67,0,0,0,0,0,True,
train__c12__user20__2-1-1,train,12,Sweep_the_floor,user20,2-1-1,100,100,100,0,0,0,0,0,True,
train__c12__user20__2-1-2,train,12,Sweep_the_floor,user20,2-1-2,60,60,60,0,0,0,0,0,True,
train__c12__user20__2-1-3,train,12,Sweep_the_floor,user20,2-1-3,32,32,32,0,0,0,0,0,True,
train__c12__user20__3-2-1,train,12,Sweep_the_floor,user20,3-2-1,47,47,47,0,0,0,0,0,True,
train__c12__user20__3-2-2,train,12,Sweep_the_floor,user20,3-2-2,37,37,37,0,0,0,0,0,True,
train__c12__user20__3-2-3,train,12,Sweep_the_floor,user20,3-2-3,25,25,25,0,0,0,0,0,True,
train__c12__user21__2-1-1,train,12,Sweep_the_floor,user21,2-1-1,108,108,108,0,0,0,0,0,True,
train__c12__user21__2-1-2,train,12,Sweep_the_floor,user21,2-1-2,106,106,106,0,0,0,0,0,True,
train__c12__user21__2-1-3,train,12,Sweep_the_floor,user21,2-1-3,68,68,68,0,0,0,0,0,True,
train__c12__user2__3-1-1,train,12,Sweep_the_floor,user2,3-1-1,0,0,0,56,56,0,0,0,False,depth_unparsed=56; ir_unparsed=56
train__c12__user2__3-1-2,train,12,Sweep_the_floor,user2,3-1-2,90,90,90,0,0,0,0,0,True,
train__c12__user2__3-1-3,train,12,Sweep_the_floor,user2,3-1-3,54,54,54,0,0,0,0,0,True,
train__c12__user3__6-2-1,train,12,Sweep_the_floor,user3,6-2-1,0,0,0,59,59,0,0,0,False,depth_unparsed=59; ir_unparsed=59
train__c12__user3__6-2-2,train,12,Sweep_the_floor,user3,6-2-2,0,0,0,67,67,0,0,0,False,depth_unparsed=67; ir_unparsed=67
train__c12__user3__6-2-3,train,12,Sweep_the_floor,user3,6-2-3,0,0,0,40,40,0,0,0,False,depth_unparsed=40; ir_unparsed=40
train__c12__user5__3-1-1,train,12,Sweep_the_floor,user5,3-1-1,161,161,161,0,0,0,0,0,True,
train__c12__user5__3-1-2,train,12,Sweep_the_floor,user5,3-1-2,179,179,179,0,0,0,0,0,True,
train__c12__user5__3-1-3,train,12,Sweep_the_floor,user5,3-1-3,99,99,99,0,0,0,0,0,True,
train__c12__user6__3-1-1,train,12,Sweep_the_floor,user6,3-1-1,236,236,236,0,0,0,0,0,True,
train__c12__user6__3-1-2,train,12,Sweep_the_floor,user6,3-1-2,101,101,101,0,0,0,0,0,True,
train__c12__user6__3-1-3,train,12,Sweep_the_floor,user6,3-1-3,50,50,50,0,0,0,0,0,True,
train__c12__user6__6-2-1,train,12,Sweep_the_floor,user6,6-2-1,54,54,54,0,0,0,0,0,True,
train__c12__user6__6-2-2,train,12,Sweep_the_floor,user6,6-2-2,15,15,15,0,0,0,0,0,True,
train__c12__user6__6-2-3,train,12,Sweep_the_floor,user6,6-2-3,39,39,39,0,0,0,0,0,True,
train__c12__user7__3-1-1,train,12,Sweep_the_floor,user7,3-1-1,70,70,70,0,0,0,0,0,True,
train__c12__user7__3-1-2,train,12,Sweep_the_floor,user7,3-1-2,42,42,42,0,0,0,0,0,True,
train__c12__user7__3-1-3,train,12,Sweep_the_floor,user7,3-1-3,32,32,32,0,0,0,0,0,True,
train__c12__user8__3-1-1,train,12,Sweep_the_floor,user8,3-1-1,74,74,74,0,0,0,0,0,True,
train__c12__user8__3-1-2,train,12,Sweep_the_floor,user8,3-1-2,37,37,37,0,0,0,0,0,True,
train__c12__user8__3-1-3,train,12,Sweep_the_floor,user8,3-1-3,47,47,47,0,0,0,0,0,True,
train__c12__user9__3-3-1,train,12,Sweep_the_floor,user9,3-3-1,43,43,43,0,0,0,0,0,True,
train__c12__user9__3-3-2,train,12,Sweep_the_floor,user9,3-3-2,49,49,49,0,0,0,0,0,True,
train__c12__user9__3-3-3,train,12,Sweep_the_floor,user9,3-3-3,41,41,41,0,0,0,0,0,True,
train__c12__user9__7-2-1,train,12,Sweep_the_floor,user9,7-2-1,28,28,28,0,0,0,0,0,True,
train__c12__user9__7-2-2,train,12,Sweep_the_floor,user9,7-2-2,13,13,13,0,0,0,0,0,True,
train__c12__user9__7-2-3,train,12,Sweep_the_floor,user9,7-2-3,18,18,18,0,0,0,0,0,True,
train__c13__user16__3-1-1,train,13,Mop_the_floor,user16,3-1-1,78,78,78,0,0,0,0,0,True,
train__c13__user16__3-1-2,train,13,Mop_the_floor,user16,3-1-2,89,89,89,0,0,0,0,0,True,
train__c13__user16__3-1-3,train,13,Mop_the_floor,user16,3-1-3,42,42,42,0,0,0,0,0,True,
train__c13__user18__3-1-1,train,13,Mop_the_floor,user18,3-1-1,38,38,38,0,0,0,0,0,True,
train__c13__user18__3-1-2,train,13,Mop_the_floor,user18,3-1-2,30,30,30,0,0,0,0,0,True,
train__c13__user18__3-1-3,train,13,Mop_the_floor,user18,3-1-3,33,33,33,0,0,0,0,0,True,
train__c13__user19__3-3-1,train,13,Mop_the_floor,user19,3-3-1,35,35,35,0,0,0,0,0,True,
train__c13__user19__3-3-2,train,13,Mop_the_floor,user19,3-3-2,45,45,45,0,0,0,0,0,True,
train__c13__user19__3-3-3,train,13,Mop_the_floor,user19,3-3-3,19,19,19,0,0,0,0,0,True,
train__c13__user19__7-2-1,train,13,Mop_the_floor,user19,7-2-1,69,69,69,0,0,0,0,0,True,
train__c13__user19__7-2-2,train,13,Mop_the_floor,user19,7-2-2,26,26,26,0,0,0,0,0,True,
train__c13__user19__7-2-3,train,13,Mop_the_floor,user19,7-2-3,24,24,24,0,0,0,0,0,True,
train__c13__user1__3-2-1,train,13,Mop_the_floor,user1,3-2-1,105,105,105,0,0,0,0,0,True,
train__c13__user1__3-2-2,train,13,Mop_the_floor,user1,3-2-2,124,124,124,0,0,0,0,0,True,
train__c13__user1__3-2-3,train,13,Mop_the_floor,user1,3-2-3,80,80,80,0,0,0,0,0,True,
train__c13__user20__2-1-1,train,13,Mop_the_floor,user20,2-1-1,75,75,75,0,0,0,0,0,True,
train__c13__user20__2-1-2,train,13,Mop_the_floor,user20,2-1-2,35,35,35,0,0,0,0,0,True,
train__c13__user20__2-1-3,train,13,Mop_the_floor,user20,2-1-3,13,13,13,0,0,0,0,0,True,
train__c13__user20__3-2-1,train,13,Mop_the_floor,user20,3-2-1,50,50,50,0,0,0,0,0,True,
train__c13__user20__3-2-2,train,13,Mop_the_floor,user20,3-2-2,33,33,33,0,0,0,0,0,True,
train__c13__user20__3-2-3,train,13,Mop_the_floor,user20,3-2-3,20,20,20,0,0,0,0,0,True,
train__c13__user20__6-3-1,train,13,Mop_the_floor,user20,6-3-1,48,48,48,0,0,0,0,0,True,
train__c13__user20__6-3-2,train,13,Mop_the_floor,user20,6-3-2,23,23,23,0,0,0,0,0,True,
train__c13__user20__6-3-3,train,13,Mop_the_floor,user20,6-3-3,45,45,45,0,0,0,0,0,True,
train__c13__user21__2-1-1,train,13,Mop_the_floor,user21,2-1-1,41,41,41,0,0,0,0,0,True,
train__c13__user21__2-1-2,train,13,Mop_the_floor,user21,2-1-2,49,49,49,0,0,0,0,0,True,
train__c13__user21__2-1-3,train,13,Mop_the_floor,user21,2-1-3,24,24,24,0,0,0,0,0,True,
train__c13__user2__3-1-1,train,13,Mop_the_floor,user2,3-1-1,0,0,0,29,29,0,0,0,False,depth_unparsed=29; ir_unparsed=29
train__c13__user2__3-1-2,train,13,Mop_the_floor,user2,3-1-2,16,16,16,0,0,0,0,0,True,
train__c13__user2__3-1-3,train,13,Mop_the_floor,user2,3-1-3,20,20,20,0,0,0,0,0,True,
train__c13__user5__5-1-1,train,13,Mop_the_floor,user5,5-1-1,65,65,65,0,0,0,0,0,True,
train__c13__user5__5-1-2,train,13,Mop_the_floor,user5,5-1-2,71,71,71,0,0,0,0,0,True,
train__c13__user5__5-1-3,train,13,Mop_the_floor,user5,5-1-3,36,36,36,0,0,0,0,0,True,
train__c13__user5__7-2-1,train,13,Mop_the_floor,user5,7-2-1,70,70,70,0,0,0,0,0,True,
train__c13__user5__7-2-2,train,13,Mop_the_floor,user5,7-2-2,51,51,51,0,0,0,0,0,True,
train__c13__user5__7-2-3,train,13,Mop_the_floor,user5,7-2-3,35,35,35,0,0,0,0,0,True,
train__c13__user6__3-1-1,train,13,Mop_the_floor,user6,3-1-1,111,111,111,0,0,0,0,0,True,
train__c13__user6__3-1-2,train,13,Mop_the_floor,user6,3-1-2,63,63,63,0,0,0,0,0,True,
train__c13__user6__3-1-3,train,13,Mop_the_floor,user6,3-1-3,31,31,31,0,0,0,0,0,True,
train__c13__user7__3-1-1,train,13,Mop_the_floor,user7,3-1-1,54,54,54,0,0,0,0,0,True,
train__c13__user7__3-1-2,train,13,Mop_the_floor,user7,3-1-2,53,53,53,0,0,0,0,0,True,
train__c13__user7__3-1-3,train,13,Mop_the_floor,user7,3-1-3,28,28,28,0,0,0,0,0,True,
train__c13__user8__3-1-1,train,13,Mop_the_floor,user8,3-1-1,57,57,57,0,0,0,0,0,True,
train__c13__user8__3-1-3,train,13,Mop_the_floor,user8,3-1-3,50,50,50,0,0,0,0,0,True,
train__c13__user9__3-3-1,train,13,Mop_the_floor,user9,3-3-1,33,33,33,0,0,0,0,0,True,
train__c13__user9__3-3-2,train,13,Mop_the_floor,user9,3-3-2,32,32,32,0,0,0,0,0,True,
train__c13__user9__3-3-3,train,13,Mop_the_floor,user9,3-3-3,24,24,24,0,0,0,0,0,True,
train__c13__user9__7-2-1,train,13,Mop_the_floor,user9,7-2-1,27,27,27,0,0,0,0,0,True,
train__c13__user9__7-2-2,train,13,Mop_the_floor,user9,7-2-2,11,11,11,0,0,0,0,0,True,
train__c13__user9__7-2-3,train,13,Mop_the_floor,user9,7-2-3,22,22,22,0,0,0,0,0,True,
train__c14__user16__3-2-1,train,14,Wipe_bowls,user16,3-2-1,32,32,32,0,0,0,0,0,True,
train__c14__user16__3-2-2,train,14,Wipe_bowls,user16,3-2-2,39,39,39,0,0,0,0,0,True,
train__c14__user16__3-2-3,train,14,Wipe_bowls,user16,3-2-3,26,26,26,0,0,0,0,0,True,
train__c14__user18__3-2-1,train,14,Wipe_bowls,user18,3-2-1,27,27,27,0,0,0,0,0,True,
train__c14__user18__3-2-2,train,14,Wipe_bowls,user18,3-2-2,25,25,25,0,0,0,0,0,True,
train__c14__user18__3-2-3,train,14,Wipe_bowls,user18,3-2-3,28,28,28,0,0,0,0,0,True,
train__c14__user1__1-2-1,train,14,Wipe_bowls,user1,1-2-1,32,32,32,0,0,0,0,0,True,
train__c14__user1__1-2-2,train,14,Wipe_bowls,user1,1-2-2,19,19,19,0,0,0,0,0,True,
train__c14__user1__4-1-1,train,14,Wipe_bowls,user1,4-1-1,30,30,30,0,0,0,0,0,True,
train__c14__user1__4-1-2,train,14,Wipe_bowls,user1,4-1-2,32,32,32,0,0,0,0,0,True,
train__c14__user1__4-1-3,train,14,Wipe_bowls,user1,4-1-3,23,23,23,0,0,0,0,0,True,
train__c14__user20__3-1-1,train,14,Wipe_bowls,user20,3-1-1,48,48,48,0,0,0,0,0,True,
train__c14__user20__3-1-2,train,14,Wipe_bowls,user20,3-1-2,38,38,38,0,0,0,0,0,True,
train__c14__user20__3-1-3,train,14,Wipe_bowls,user20,3-1-3,33,33,33,0,0,0,0,0,True,
train__c14__user22__2-1-1,train,14,Wipe_bowls,user22,2-1-1,31,31,31,0,0,0,0,0,True,
train__c14__user22__2-1-2,train,14,Wipe_bowls,user22,2-1-2,23,23,23,0,0,0,0,0,True,
train__c14__user22__2-1-3,train,14,Wipe_bowls,user22,2-1-3,13,13,13,0,0,0,0,0,True,
train__c14__user3__3-1-1,train,14,Wipe_bowls,user3,3-1-1,63,63,63,0,0,0,0,0,True,
train__c14__user3__3-1-2,train,14,Wipe_bowls,user3,3-1-2,55,55,55,0,0,0,0,0,True,
train__c14__user3__3-1-3,train,14,Wipe_bowls,user3,3-1-3,66,66,66,0,0,0,0,0,True,
train__c14__user6__3-2-1,train,14,Wipe_bowls,user6,3-2-1,66,66,66,0,0,0,0,0,True,
train__c14__user6__3-2-2,train,14,Wipe_bowls,user6,3-2-2,65,65,65,0,0,0,0,0,True,
train__c14__user6__3-2-3,train,14,Wipe_bowls,user6,3-2-3,47,47,47,0,0,0,0,0,True,
train__c14__user7__3-2-1,train,14,Wipe_bowls,user7,3-2-1,69,69,69,0,0,0,0,0,True,
train__c14__user7__3-2-2,train,14,Wipe_bowls,user7,3-2-2,50,50,50,0,0,0,0,0,True,
train__c14__user7__3-2-3,train,14,Wipe_bowls,user7,3-2-3,26,26,26,0,0,0,0,0,True,
train__c14__user8__3-2-1,train,14,Wipe_bowls,user8,3-2-1,57,57,57,0,0,0,0,0,True,
