sample_id,class_id,action_name,original_frame_count,sampled_indices,used_padding,temporal_valid_count,full_trial_start_covered,full_trial_end_covered,center24_coverage_ratio,full48_coverage_ratio,attention_peak_position,attention_peak_sampled_frame,attention_entropy,attention_distribution,dilation_1_activation_norm,dilation_2_activation_norm,dilation_4_activation_norm,dilation_8_activation_norm,dilation_16_activation_norm
train__c09__user17__2-1-1,9,Pour_drinks,29,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,29,True,True,0.8275862068965517,1.0,15,15,0.27136433,"[0.0, 1.2872820950347212e-37, 4.100756772460871e-21, 0.00011573480878723785, 0.01924212835729122, 0.004529168363660574, 4.786999124917202e-05, 0.0021248525008559227, 0.00012271876039449126, 5.26698249814217e-06, 1.8028003978542984e-05, 0.0001908144331537187, 0.02130364626646042, 6.3284251154982485e-06, 8.717774107935838e-06, 0.9488633871078491, 8.157662705343682e-06, 0.0026315406430512667, 0.0007816895376890898, 7.615231112367837e-09, 4.1528128050076496e-15, 1.7264831350262965e-20, 3.941304882512956e-25, 8.895248337752605e-28, 5.20890665158821e-41, 5.044674471569341e-44, 0.0, 2.802596928649634e-45, 2.3977298835163216e-31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.9216491,2.346289,2.4631658,2.673506,2.9735787
train__c09__user17__2-1-2,9,Pour_drinks,20,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,20,True,True,1.0,1.0,15,15,0.81321055,"[1.0404312367163701e-14, 1.0476395573277841e-07, 0.0016109502175822854, 9.960646821127739e-06, 1.100227677852672e-06, 2.7759684328998446e-08, 1.5353447679888887e-11, 6.651254220513877e-16, 5.043353427868025e-25, 2.2636791231764588e-27, 1.3709256712276352e-24, 2.6913978175577276e-19, 1.1344748751529465e-10, 0.00017246675270143896, 0.007836994715034962, 0.7583318948745728, 0.0947311669588089, 0.0130733298137784, 0.0030690112616866827, 0.12116299569606781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.91460264,1.4770364,1.707647,1.9967713,2.1708434
train__c09__user17__2-1-3,9,Pour_drinks,13,0 1 2 3 4 5 6 7 8 9 10 11 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,13,True,True,1.0,1.0,12,12,0.2576786,"[0.0, 0.0, 1.975830834697992e-43, 2.3798618991860825e-31, 8.91415991382768e-16, 3.4335951859532088e-09, 0.00010791257227538154, 0.06815661489963531, 7.803071639500558e-05, 6.443753954954445e-05, 2.4590441682903474e-08, 0.0007728394703008235, 0.9308201670646667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.1896687,1.746893,1.931584,2.1513877,2.3465445
train__c09__user17__5-2-1,9,Pour_drinks,18,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,18,True,True,1.0,1.0,1,1,0.09725565,"[0.0022902144119143486, 0.9835273623466492, 0.0008166010957211256, 2.7559354829248805e-19, 1.2061678657165374e-33, 3.185428202060877e-17, 1.401298464324817e-45, 2.8562879596574057e-28, 4.6028811085242946e-24, 7.943572934615302e-32, 1.0782869770013071e-38, 6.65107210955143e-31, 2.8281077527111316e-29, 2.9310881505568196e-38, 9.393645353779604e-34, 2.656761376677645e-29, 0.0009850090136751533, 0.012380782514810562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.8197815,3.858686,3.7689931,3.7975538,3.83207
train__c09__user17__5-2-2,9,Pour_drinks,23,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,23,True,True,1.0,1.0,20,20,0.11730179,"[3.6116750877376696e-20, 3.4369935013761497e-25, 3.5514372063856664e-28, 2.2929801732021176e-28, 1.1031579993321716e-23, 1.5146626746009192e-32, 7.204329532606035e-26, 2.5062197650527196e-08, 5.705903859509667e-18, 3.3162388088278085e-16, 2.1670660361244e-40, 4.9291490869965456e-17, 5.500573884379039e-28, 7.388398703608856e-14, 6.747497079763164e-20, 2.3143880753195845e-05, 1.4361781763838621e-09, 1.648574634823593e-14, 3.672933918813515e-12, 6.605062523642185e-19, 0.9749757051467896, 1.4258529517974239e-05, 0.024986859411001205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.7196192,2.1193106,2.1913867,2.326418,2.4969006
train__c09__user17__5-2-3,9,Pour_drinks,14,0 1 2 3 4 5 6 7 8 9 10 11 12 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,14,True,True,1.0,1.0,13,13,0.08751611,"[0.0, 0.0, 5.273346771418297e-23, 4.31561508187749e-18, 5.182170248474449e-09, 2.232181453565296e-12, 1.670828339694067e-16, 1.8990051671703474e-22, 1.2737744988281213e-15, 1.8142087089339717e-14, 2.439068680359924e-07, 2.8964657872165844e-07, 0.01734234020113945, 0.9826571345329285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.3107593,1.8273743,1.9857905,2.144294,2.3056004
train__c09__user23__5-3-3,9,Pour_drinks,30,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,30,True,True,0.8,1.0,4,4,0.04548146,"[1.3361671739003219e-22, 8.660601680254842e-10, 4.196807346090736e-09, 0.0075765918008983135, 0.9923377633094788, 6.157886673463508e-05, 7.149764287561755e-12, 4.7356514543128725e-11, 4.5119932678971963e-08, 2.4114631742122583e-05, 1.1231239049891428e-08, 6.080697056987105e-11, 1.6390626242325165e-14, 6.260698858134989e-38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.405335280428739e-42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.9885366,4.232767,4.161904,4.2710924,4.404551
train__c09__user4__1-2-1,9,Pour_drinks,69,0 1 3 4 6 7 9 10 12 13 14 16 17 19 20 22 23 25 26 27 29 30 32 33 35 36 38 39 41 42 43 45 46 48 49 51 52 54 55 56 58 59 61 62 64 65 67 68,False,48,True,True,0.3478260869565217,1.0,15,22,0.7519826,"[3.980208930443041e-05, 0.001959419809281826, 3.887427283189027e-06, 0.00028505135560408235, 4.566796159982678e-13, 1.3254304763800828e-18, 7.028913097053282e-42, 0.0, 0.0, 4.203895392974451e-45, 1.2188432706894346e-17, 0.009911960922181606, 5.123181836097501e-05, 3.971849764639046e-06, 4.439159602043219e-05, 0.7085874080657959, 1.4370061672715206e-13, 7.456712864950532e-06, 1.3422561673248623e-12, 1.55470225582377e-09, 8.014976486322989e-13, 9.1919603872892e-11, 1.7172842314838732e-10, 5.68686431279275e-09, 2.603636195530612e-09, 5.993910923152157e-10, 5.595738002739381e-06, 3.6300224337537657e-07, 1.4205736988515127e-05, 7.11794512220365e-10, 9.731983396932264e-08, 3.0770830795770563e-15, 3.63332038337983e-14, 2.2417959448197762e-17, 1.1191415361707507e-13, 1.3856910285880986e-08, 4.979584744546628e-09, 9.543749257545642e-08, 5.390062142396346e-05, 0.014821604825556278, 0.004164327401667833, 0.0001688873308012262, 0.0002191977109760046, 8.588444444512788e-08, 4.5970629969360743e-08, 1.7553641384893126e-07, 0.258646160364151, 0.0010105948895215988]",1.54149,1.9525731,2.131965,2.4242554,2.6850133
train__c09__user4__1-2-2,9,Pour_drinks,59,0 1 2 4 5 6 7 9 10 11 12 14 15 16 17 19 20 21 22 23 25 26 27 28 30 31 32 33 35 36 37 38 39 41 42 43 44 46 47 48 49 51 52 53 54 56 57 58,False,48,True,True,0.4067796610169492,1.0,1,1,0.001362687,"[2.0397958451212617e-06, 0.9998782873153687, 3.3597723358980147e-06, 4.592950062942691e-05, 5.369702557800338e-05, 7.611311025890188e-10, 1.97819133518351e-07, 1.8945286228699842e-07, 1.6249223335762508e-05, 2.97618615044299e-20, 3.1691191340824176e-31, 0.0, 3.515278052235728e-30, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0637655465419695e-44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.401298464324817e-45, 7.006492321624085e-45, 0.0, 1.0769511191752663e-39, 0.0, 0.0, 0.0, 0.0, 1.0453686543863135e-42, 4.624944103069515e-37, 1.0141217144286822e-23, 5.2850068055916655e-33]",5.9756866,6.332864,6.3533306,6.415776,6.5810804
train__c09__user4__1-2-3,9,Pour_drinks,51,0 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 43 44 45 46 47 48 49 50,False,48,True,True,0.4705882352941176,1.0,16,17,0.6067021,"[5.666489499844829e-10, 6.874231045506107e-11, 1.5357003795252004e-16, 1.3548294191423338e-05, 1.2796506076995229e-08, 1.8588025341159664e-06, 7.394909516733605e-06, 4.8220870667137206e-05, 6.346166370185813e-10, 1.8880743937188527e-06, 5.847235584610644e-09, 1.0068236406368669e-05, 6.844833251307136e-07, 7.75884245740599e-08, 0.0006084702908992767, 0.00037340621929615736, 0.7561144828796387, 0.23423334956169128, 0.004093674011528492, 0.0044610328041017056, 2.581077023933176e-05, 6.000288067298243e-06, 1.4003773567262089e-19, 4.945475180590233e-32, 0.0, 0.0, 0.0, 0.0, 8.048998186862754e-27, 3.422520615474706e-25, 7.602267608884135e-17, 1.96360435147023e-18, 1.3515972679628959e-21, 8.4580792831002625e-22, 3.3211850841930796e-17, 1.7981203041828845e-19, 1.4448301720917793e-19, 1.0782309210796066e-17, 7.867239125832043e-23, 1.3250592866027772e-23, 1.4147709843332963e-29, 1.4353354435038811e-37, 2.802596928649634e-45, 0.0, 0.0, 0.0, 5.212492028457377e-33, 2.9860669803796817e-23]",3.1706367,3.5254586,3.6082966,3.8037927,4.093423
train__c09__user4__6-1-1,9,Pour_drinks,69,0 1 3 4 6 7 9 10 12 13 14 16 17 19 20 22 23 25 26 27 29 30 32 33 35 36 38 39 41 42 43 45 46 48 49 51 52 54 55 56 58 59 61 62 64 65 67 68,False,48,True,True,0.3478260869565217,1.0,38,55,0.61831725,"[2.802596928649634e-45, 0.0, 0.3090237081050873, 5.21751510831425e-38, 2.596032402550915e-17, 8.35005728921872e-41, 5.554015634785197e-38, 0.0, 7.216687091272808e-43, 7.707141553786494e-44, 2.942726775082116e-44, 8.576369167780183e-32, 1.5134023414708024e-43, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5912521783055998e-38, 2.2118748697162854e-30, 3.238400751054652e-42, 1.0903631397574174e-32, 4.853044103975994e-39, 1.9194163802122786e-38, 1.0141955873963456e-33, 1.6071076181957115e-37, 4.531646136781101e-27, 2.186758396014356e-28, 1.451044559808348e-41, 2.7296703037533882e-34, 1.401298464324817e-44, 1.3112752574630805e-26, 2.0841290991057272e-36, 1.9478048654114957e-43, 4.240539347816545e-40, 5.269503281340701e-37, 5.60935739529647e-37, 1.4501317535833906e-19, 0.6909762620925903, 1.6231211862097315e-36, 2.282087429409545e-30, 0.0, 0.0, 0.0, 4.711165437060035e-42, 5.049382475677066e-35, 2.7027396019022424e-35, 6.31807820195725e-25]",4.9157166,5.2398787,5.2374163,5.2673125,5.3323154
train__c09__user4__6-1-2,9,Pour_drinks,68,0 1 3 4 6 7 9 10 11 13 14 16 17 19 20 21 23 24 26 27 29 30 31 33 34 36 37 38 40 41 43 44 46 47 48 50 51 53 54 56 57 58 60 61 63 64 66 67,False,48,True,True,0.3529411764705882,1.0,46,66,0.060488977,"[1.5322899199476936e-11, 0.0, 0.0, 3.6681439576014655e-38, 0.0, 0.0, 0.0, 0.0, 1.401298464324817e-44, 1.401298464324817e-45, 7.429883960421076e-33, 0.0, 3.469776499686585e-31, 1.4993893568275543e-43, 1.6142958309021893e-42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.203895392974451e-45, 0.0, 5.605193857299268e-45, 4.344025239406933e-43, 0.0, 1.1448608453533755e-42, 0.0, 2.069424960428711e-39, 4.324711215764872e-34, 5.852860415112947e-35, 1.877739942195255e-43, 6.718441409297476e-40, 0.0, 4.0286680646851044e-38, 0.0, 0.0, 0.0, 7.006492321624085e-45, 0.0, 0.0, 3.363116314379561e-44, 3.378250337794269e-40, 2.131904363587481e-36, 0.9890130758285522, 0.01098694372922182]",4.2857165,4.6384845,4.6653557,4.6973333,4.804314
train__c09__user4__6-1-3,9,Pour_drinks,43,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 -1 -1 -1 -1 -1,True,43,True,True,0.5581395348837209,1.0,39,39,0.7179862,"[5.081834270160045e-34, 0.3329640030860901, 2.6730789012287178e-20, 8.678216762583772e-21, 8.77789131957704e-23, 3.7425441384337935e-16, 1.925897413457278e-05, 6.560529769403883e-24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.052742112484766e-38, 6.966989717914769e-40, 5.605193857299268e-45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.372190203264278e-29, 4.229425362978348e-21, 2.2227419414645526e-26, 1.0920865774199928e-11, 1.1417664785970817e-27, 9.146772776277972e-22, 5.789647398643311e-24, 4.8959151353556005e-22, 2.757931637764033e-20, 1.4166799839614102e-21, 2.2127269982973152e-17, 9.056532137430482e-23, 3.653665812934673e-20, 0.6493703126907349, 0.01764644682407379, 1.1193485276552617e-29, 1.3308475755829417e-21, 0.0, 0.0, 0.0, 0.0, 0.0]",4.6686354,4.999067,4.9996,5.070137,5.189967
train__c10__user17__2-1-1,10,Stir_drinks,33,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,33,True,True,0.7272727272727273,1.0,0,0,0.45703006,"[0.8522216081619263, 0.002205193741247058, 0.004103782586753368, 0.14021249115467072, 0.0007650773040950298, 0.0004901268985122442, 1.4165365061491464e-11, 2.673639792691927e-21, 1.2156591383299972e-28, 1.864273704630109e-29, 2.191356022029941e-19, 9.23985179977132e-22, 3.738861234039318e-25, 3.5123351412434798e-25, 5.075255046645592e-32, 7.37105193339372e-18, 1.1273400570651786e-23, 3.228879023962211e-13, 1.0160118189481149e-13, 1.7850206859293394e-06, 5.2221144075659254e-11, 1.3945751671518014e-11, 1.0059879971689896e-14, 1.837563959328078e-21, 8.342527628942857e-26, 5.333199305521614e-27, 2.2453606790290185e-26, 1.9952525660498443e-19, 1.1613761203086559e-20, 4.8969424215808155e-23, 4.4453136104852936e-17, 2.667991161331429e-09, 3.192214201308552e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.240127,1.7442636,1.9367381,2.2243617,2.5693412
train__c10__user17__2-1-2,10,Stir_drinks,28,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,28,True,True,0.8571428571428571,1.0,2,2,0.9123231,"[0.21439938247203827, 0.04859232157468796, 0.6760574579238892, 0.06094842776656151, 2.390013378317235e-06, 1.5657719803878478e-13, 1.0039824713299246e-20, 3.421024294248921e-24, 1.8366632795439836e-30, 2.0002875385051786e-34, 1.9610130338999374e-36, 1.0188925212013604e-39, 1.253633555789968e-37, 1.253633555789968e-37, 9.144208758612976e-32, 1.4780237095472385e-33, 7.990120159919163e-33, 9.733959564145097e-32, 1.7951885752984972e-26, 9.116721268004998e-26, 1.720198964610122e-24, 2.7837653025499794e-18, 9.827894416455911e-20, 5.0756711333921345e-11, 1.2475970613985129e-17, 3.3008306442425424e-15, 2.6940596512681084e-15, 1.5121331270462335e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.4916412,1.9988917,2.1461585,2.4234128,2.6868668
train__c10__user17__2-1-3,10,Stir_drinks,22,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,22,True,True,1.0,1.0,0,0,7.306228e-14,"[1.0, 2.2685268760037312e-21, 1.3335982136525898e-21, 1.3747158324565753e-40, 1.632008509359608e-29, 3.8002495154280315e-32, 2.0955404255950666e-29, 3.9813887131764305e-21, 5.944590600752429e-31, 2.7093691584902356e-22, 9.733536842271183e-38, 1.165285134353305e-22, 7.314154705460446e-29, 1.1328384933021344e-28, 8.479502702737467e-33, 2.4780739819995443e-31, 1.0996386424188096e-31, 6.142531036542478e-34, 6.8237353794808e-36, 3.0793742029056124e-28, 7.685888365647328e-24, 2.6442041390256675e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.5740767,2.9954493,3.0673406,3.16808,3.293617
train__c10__user17__2-2-1,10,Stir_drinks,27,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,27,True,True,0.8888888888888888,1.0,10,10,2.1376038,"[0.04234883561730385, 0.17829525470733643, 0.012915665283799171, 0.024509625509381294, 0.013430166058242321, 0.023387247696518898, 0.1031893789768219, 0.05353394150733948, 0.023755544796586037, 0.006913257297128439, 0.36583811044692993, 0.0008256708970293403, 3.5715016565518454e-05, 0.019388709217309952, 0.00020876227063126862, 0.01765361987054348, 1.767493671422926e-07, 1.1984631100858678e-06, 7.766985277157801e-08, 4.76288875960601e-13, 0.00031095053418539464, 9.781571179701132e-07, 1.20568583952263e-05, 0.01821400597691536, 0.04724353924393654, 0.04798751696944237, 5.883139114759572e-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.802739,1.0880237,1.5270416,1.9405884,2.1847167
train__c10__user17__2-2-2,10,Stir_drinks,28,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,28,True,True,0.8571428571428571,1.0,2,2,0.6053442,"[6.100830951538683e-09, 2.2376791712422594e-29, 0.7310463786125183, 1.2654311395943717e-14, 0.26476743817329407, 0.0037181524094194174, 1.442581155137118e-26, 1.4613483634182445e-31, 0.0, 0.0, 7.976756408178964e-12, 0.0, 1.2795674592780415e-05, 9.222112353089146e-28, 1.9412050340365554e-26, 1.3790318317266957e-40, 2.3285269545869625e-11, 2.598047332824649e-10, 6.294648844705387e-35, 4.551553747508345e-22, 7.45492184319267e-40, 1.4180798712802664e-23, 1.0981134389471186e-22, 4.196845230435513e-16, 4.839321034764649e-30, 4.219565198582131e-06, 0.0004510630387812853, 1.1734960780884762e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.7766063,2.0819156,2.1924746,2.443316,2.6581643
train__c10__user17__2-2-3,10,Stir_drinks,20,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,20,True,True,1.0,1.0,13,13,0.99185985,"[1.0930032733437999e-38, 8.088434865929277e-41, 2.3937326432132977e-07, 0.0008407810237258673, 1.2991204977329735e-19, 1.0960789567637796e-11, 5.18312429609315e-26, 1.7040752645966325e-20, 6.190282796992089e-14, 8.107771868012817e-25, 0.00036161544267088175, 7.352240019055378e-13, 0.02202550321817398, 0.6851933002471924, 0.015137891285121441, 0.0002564237511251122, 0.18441727757453918, 0.0793168842792511, 0.00932618509978056, 0.003123880596831441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0361831,1.3597023,1.6670332,2.0258844,2.1845229
train__c10__user17__5-2-1,10,Stir_drinks,22,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,22,True,True,1.0,1.0,3,3,0.60681874,"[0.1906115859746933, 0.0017971019260585308, 4.250580786901992e-06, 0.7839148044586182, 0.023672176524996758, 1.555765246111037e-27, 7.0102034901542e-17, 1.6610967609477363e-33, 1.251975586789612e-30, 3.792037799506894e-38, 2.2480500644123423e-34, 2.5805135428295798e-39, 1.168029914162522e-37, 2.9241049197897034e-39, 6.903666330456125e-28, 2.2480500644123423e-34, 4.69800426999919e-29, 4.35668866405749e-24, 4.546612461341737e-26, 1.1015433785528878e-24, 3.595548134943151e-15, 2.1137137569074036e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.6005054,3.0385284,3.110607,3.2653656,3.3591564
train__c10__user17__5-2-2,10,Stir_drinks,12,0 1 2 3 4 5 6 7 8 9 10 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,12,True,True,1.0,1.0,11,11,1.9353741e-16,"[1.5066409121314163e-28, 1.0626158358852234e-38, 2.284116496849452e-43, 1.0594214835814854e-32, 4.70115418990159e-33, 1.1277483416857786e-32, 1.921254254894722e-35, 4.372754496402444e-34, 1.57706155946382e-36, 3.2632478433947105e-32, 7.004352014501e-18, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.0790365,3.4935234,3.5401359,3.5520372,3.5475042
train__c10__user17__5-2-3,10,Stir_drinks,15,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,True,15,True,True,1.0,1.0,14,14,0.03911706,"[0.005215950310230255, 2.8324781756183803e-11, 1.6187635074448358e-17, 5.219195454022446e-25, 4.474890236139117e-09, 8.716943998127223e-30, 1.834299312679818e-17, 3.303602330017846e-27, 1.5358400076125994e-16, 1.0215511433726149e-13, 8.838148765327855e-16, 5.996355495474504e-11, 2.0377224743907602e-19, 0.0007998918881639838, 0.9939841628074646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.4276614,2.8723729,2.9479558,3.0201151,3.0369685
