sample_id,class_id,action_name,user_id,frame_key,people_count,selected_candidate,best_rmse,second_rmse,relative_margin,confident_10pct,confident_20pct,selected_is_json_first,valid_common_joints,candidate_rmses,skeleton_path,ir_path
train__c39__user18__7-1-3,39,Take_body_temperature,user18,2025-06-10_11-33-37.416_00000295,2,0,0.08998516409636671,1.223069089390957,0.9264267530944013,True,True,True,8,0.08998516|1.22306909,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\39_Take_body_temperature\user18\7-1-3\predictions\Color_2025-06-10_11-33-37.416_00000295.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\39_Take_body_temperature\user18\7-1-3\IR_2025-06-10_11-33-37.416_00000295.png
train__c05__user19__1-1-1,5,Put_on_clothes,user19,2025-06-10_11-16-09.516_00000246,2,0,0.44310305520403004,0.8562430637456737,0.48250318867909325,True,True,True,8,0.44310306|0.85624306,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\5_Put_on_clothes\user19\1-1-1\predictions\Color_2025-06-10_11-16-09.516_00000246.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\5_Put_on_clothes\user19\1-1-1\IR_2025-06-10_11-16-09.516_00000246.png
train__c05__user19__1-1-1,5,Put_on_clothes,user19,2025-06-10_11-16-10.916_00000260,2,0,0.20148188282470625,0.4279420019567888,0.5291841373283784,True,True,True,8,0.20148188|0.42794200,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\5_Put_on_clothes\user19\1-1-1\predictions\Color_2025-06-10_11-16-10.916_00000260.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\5_Put_on_clothes\user19\1-1-1\IR_2025-06-10_11-16-10.916_00000260.png
train__c05__user19__1-1-2,5,Put_on_clothes,user19,2025-06-10_11-17-44.116_00000142,2,0,0.08341203144469479,0.4048312201022919,0.7939585009683334,True,True,True,10,0.08341203|0.40483122,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\5_Put_on_clothes\user19\1-1-2\predictions\Color_2025-06-10_11-17-44.116_00000142.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\5_Put_on_clothes\user19\1-1-2\IR_2025-06-10_11-17-44.116_00000142.png
train__c05__user19__1-1-2,5,Put_on_clothes,user19,2025-06-10_11-17-48.816_00000189,2,1,0.3384372739755627,0.52362148779885,0.353660455383042,True,True,False,8,0.52362149|0.33843727,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\5_Put_on_clothes\user19\1-1-2\predictions\Color_2025-06-10_11-17-48.816_00000189.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\5_Put_on_clothes\user19\1-1-2\IR_2025-06-10_11-17-48.816_00000189.png
train__c05__user19__1-1-3,5,Put_on_clothes,user19,2025-06-10_11-19-12.316_00000134,2,0,0.2201077298195202,0.9020421032184291,0.7559895164159303,True,True,True,10,0.22010773|0.90204210,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\5_Put_on_clothes\user19\1-1-3\predictions\Color_2025-06-10_11-19-12.316_00000134.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\5_Put_on_clothes\user19\1-1-3\IR_2025-06-10_11-19-12.316_00000134.png
train__c05__user19__1-1-3,5,Put_on_clothes,user19,2025-06-10_11-19-13.016_00000141,2,1,0.37256100516620905,0.4943682657186148,0.2463897240154492,True,True,False,10,0.49436827|0.37256101,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\5_Put_on_clothes\user19\1-1-3\predictions\Color_2025-06-10_11-19-13.016_00000141.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\5_Put_on_clothes\user19\1-1-3\IR_2025-06-10_11-19-13.016_00000141.png
train__c13__user19__7-2-1,13,Mop_the_floor,user19,2025-06-11_11-57-02.416_00000155,2,0,0.23836592016286665,0.4831324937754116,0.5066241181582104,True,True,True,11,0.23836592|0.48313249,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\13_Mop_the_floor\user19\7-2-1\predictions\Color_2025-06-11_11-57-02.416_00000155.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\13_Mop_the_floor\user19\7-2-1\IR_2025-06-11_11-57-02.416_00000155.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-03.416_00000045,2,0,0.2800647635021414,1.1537441108451019,0.7572557373254996,True,True,True,12,0.28006476|1.15374411,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-03.416_00000045.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-03.416_00000045.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-03.516_00000046,2,0,0.23875445492927805,0.6520215996380898,0.6338243164616008,True,True,True,12,0.23875445|0.65202160,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-03.516_00000046.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-03.516_00000046.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-03.616_00000047,2,0,0.21893571605516585,1.1232451469920743,0.8050864349234437,True,True,True,12,0.21893572|1.12324515,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-03.616_00000047.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-03.616_00000047.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-03.716_00000048,2,0,0.22785362126078665,0.6438749212427238,0.6461212981847263,True,True,True,12,0.22785362|0.64387492,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-03.716_00000048.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-03.716_00000048.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-03.816_00000049,2,0,0.2409618018010177,0.5713185480771976,0.5782356399735539,True,True,True,12,0.24096180|0.57131855,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-03.816_00000049.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-03.816_00000049.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-03.916_00000050,2,0,0.25348375418171576,0.6393534410342325,0.6035311020275816,True,True,True,12,0.25348375|0.63935344,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-03.916_00000050.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-03.916_00000050.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-04.016_00000051,2,0,0.24647550377956692,0.6549977150716233,0.623700208247879,True,True,True,12,0.24647550|0.65499772,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-04.016_00000051.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-04.016_00000051.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-04.116_00000052,2,0,0.26170524363166603,0.6411957488075375,0.5918481304369659,True,True,True,12,0.26170524|0.64119575,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-04.116_00000052.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-04.116_00000052.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-04.216_00000053,2,0,0.27347056605854947,0.6276586922505711,0.5643005196375489,True,True,True,12,0.27347057|0.62765869,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-04.216_00000053.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-04.216_00000053.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-04.316_00000054,2,0,0.14488303013757745,0.6558678526643049,0.7790972227880585,True,True,True,11,0.14488303|0.65586785,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-04.316_00000054.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-04.316_00000054.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-04.416_00000055,2,0,0.13642329284154958,0.6564330209394456,0.7921748472581266,True,True,True,10,0.13642329|0.65643302,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-04.416_00000055.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-04.416_00000055.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-04.516_00000056,2,0,0.23993349439978104,0.5585248644262404,0.5704157331540483,True,True,True,12,0.23993349|0.55852486,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-04.516_00000056.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-04.516_00000056.png
train__c17__user19__1-2-2,17,Tap_the_keyboard,user19,2025-06-09_15-58-04.616_00000057,2,0,0.27730951422730826,0.6371247764069554,0.564748500613669,True,True,True,12,0.27730951|0.63712478,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\17_Tap_the_keyboard\user19\1-2-2\predictions\Color_2025-06-09_15-58-04.616_00000057.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\17_Tap_the_keyboard\user19\1-2-2\IR_2025-06-09_15-58-04.616_00000057.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-05.016_00000061,3,0,0.25828354374248863,0.8924948316120078,0.7106049978172069,True,True,True,10,0.25828354|1.03043889|0.89249483,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-05.016_00000061.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-05.016_00000061.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-05.116_00000062,3,0,0.2204737509895281,1.1802190498260068,0.8131925162349893,True,True,True,12,0.22047375|1.18021905|1.73266557,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-05.116_00000062.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-05.116_00000062.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-05.216_00000063,3,0,0.16278058474239163,0.9969837551506897,0.8367269437426409,True,True,True,9,0.16278058|0.99698376|1.58276298,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-05.216_00000063.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-05.216_00000063.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-05.316_00000064,4,3,0.11627669419629348,0.18353021461317606,0.36644386080314806,True,True,False,8,0.18353021|0.45885862|1.85322330|0.11627669,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-05.316_00000064.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-05.316_00000064.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-05.416_00000065,3,0,0.27551109862250167,1.1483834956914774,0.760087897765713,True,True,True,12,0.27551110|1.14838350|5.07991430,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-05.416_00000065.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-05.416_00000065.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-05.516_00000066,3,0,0.2510126058123131,0.6156315420386111,0.5922681203417448,True,True,True,12,0.25101261|1.17373391|0.61563154,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-05.516_00000066.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-05.516_00000066.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-05.616_00000067,3,0,0.21848045986518172,1.2024520847313322,0.818304227969302,True,True,True,12,0.21848046|1.20245208|1.28766590,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-05.616_00000067.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-05.616_00000067.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-05.716_00000068,3,0,0.20008413499499392,0.7497815473518719,0.733143425972986,True,True,True,12,0.20008413|1.16957210|0.74978155,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-05.716_00000068.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-05.716_00000068.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-05.816_00000069,3,0,0.2021967936371568,0.8123144174260961,0.7510855534512871,True,True,True,12,0.20219679|0.81231442|1.14790375,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-05.816_00000069.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-05.816_00000069.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-05.916_00000070,3,0,0.19547472654664028,0.899623693122936,0.7827150084630684,True,True,True,12,0.19547473|0.89962369|2.17607884,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-05.916_00000070.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-05.916_00000070.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-06.016_00000071,3,0,0.31529402910529425,0.8020061683382239,0.6068683240197628,True,True,True,12,0.31529403|0.80200617|2.23952874,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-06.016_00000071.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-06.016_00000071.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-06.116_00000072,2,0,0.3199563920608839,0.8105234266905798,0.6052472001120476,True,True,True,12,0.31995639|0.81052343,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-06.116_00000072.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-06.116_00000072.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-06.216_00000073,3,0,0.3401724669556738,1.3044227384023173,0.7392160862111896,True,True,True,12,0.34017247|1.30442274|2.64092174,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-06.216_00000073.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-06.216_00000073.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-06.316_00000074,2,0,0.25763712356442464,0.8302754758885386,0.6896968162419728,True,True,True,12,0.25763712|0.83027548,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-06.316_00000074.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-06.316_00000074.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-06.416_00000075,3,0,0.2630833066920676,1.188240393964099,0.7785942070068893,True,True,True,12,0.26308331|1.36421116|1.18824039,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-06.416_00000075.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-06.416_00000075.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-06.516_00000076,3,0,0.28346173813496867,0.7502304365315067,0.6221671044892826,True,True,True,12,0.28346174|0.75023044|1.64842423,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-06.516_00000076.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-06.516_00000076.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-06.616_00000077,2,0,0.2664470029637782,3.084707392203453,0.9136232487926671,True,True,True,12,0.26644700|3.08470739,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-06.616_00000077.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-06.616_00000077.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-06.716_00000078,3,0,0.2878243729992535,1.2652543506296767,0.7725165909478892,True,True,True,11,0.28782437|1.26525435|1.61182228,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-06.716_00000078.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-06.716_00000078.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-06.816_00000079,2,0,0.2829544027756776,4.1602409480024445,0.9319860540982513,True,True,True,12,0.28295440|4.16024095,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-06.816_00000079.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-06.816_00000079.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-06.916_00000080,2,0,0.32030935967066626,1.3141747427297272,0.7562657771025653,True,True,True,12,0.32030936|1.31417474,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-06.916_00000080.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-06.916_00000080.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-07.016_00000081,2,0,0.31504019324483,1.3200265886451135,0.7613379942837439,True,True,True,12,0.31504019|1.32002659,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-07.016_00000081.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-07.016_00000081.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-07.116_00000082,2,0,0.3064293427424787,0.8596199489187729,0.6435292792728874,True,True,True,12,0.30642934|0.85961995,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-07.116_00000082.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-07.116_00000082.png
train__c23__user19__1-2-2,23,Listen_to_music_with_headphones,user19,2025-06-09_15-58-07.216_00000083,2,0,0.2986562189431067,0.850076973431722,0.6486715576620725,True,True,True,12,0.29865622|0.85007697,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-2\predictions\Color_2025-06-09_15-58-07.216_00000083.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-2\IR_2025-06-09_15-58-07.216_00000083.png
train__c23__user19__1-2-3,23,Listen_to_music_with_headphones,user19,2025-06-09_15-59-40.016_00000101,2,0,0.29531793408957585,1.1064560934034573,0.7330956593305222,True,True,True,11,0.29531793|1.10645609,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-3\predictions\Color_2025-06-09_15-59-40.016_00000101.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-3\IR_2025-06-09_15-59-40.016_00000101.png
train__c23__user19__1-2-3,23,Listen_to_music_with_headphones,user19,2025-06-09_15-59-40.116_00000102,2,0,0.2982740963655532,0.6316202760455849,0.5277635825230754,True,True,True,11,0.29827410|0.63162028,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\23_Listen_to_music_with_headphones\user19\1-2-3\predictions\Color_2025-06-09_15-59-40.116_00000102.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\23_Listen_to_music_with_headphones\user19\1-2-3\IR_2025-06-09_15-59-40.116_00000102.png
train__c26__user19__5-1-2,26,Play_games,user19,2025-06-09_16-21-25.016_00000051,2,0,0.14776073503266868,0.9312235000504476,0.8413262390557542,True,True,True,11,0.14776074|0.93122350,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\26_Play_games\user19\5-1-2\predictions\Color_2025-06-09_16-21-25.016_00000051.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\26_Play_games\user19\5-1-2\IR_2025-06-09_16-21-25.016_00000051.png
train__c31__user19__4-2-2,31,Do_stretching_exercises,user19,2025-06-09_14-48-47.016_00000101,2,0,0.13300952863450707,0.8784480470295085,0.8485857768319006,True,True,True,12,0.13300953|0.87844805,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\31_Do_stretching_exercises\user19\4-2-2\predictions\Color_2025-06-09_14-48-47.016_00000101.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\31_Do_stretching_exercises\user19\4-2-2\IR_2025-06-09_14-48-47.016_00000101.png
train__c34__user19__1-2-2,34,Sit_down,user19,2025-06-09_15-58-02.316_00000034,3,0,0.26350836602949945,0.6462251691115969,0.5922344430010987,True,True,True,12,0.26350837|0.85309880|0.64622517,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\34_Sit_down\user19\1-2-2\predictions\Color_2025-06-09_15-58-02.316_00000034.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\34_Sit_down\user19\1-2-2\IR_2025-06-09_15-58-02.316_00000034.png
train__c34__user19__1-2-2,34,Sit_down,user19,2025-06-09_15-58-02.416_00000035,3,0,0.33104295012300883,0.9012848069465679,0.6326988455019695,True,True,True,12,0.33104295|0.93008122|0.90128481,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\Skeleton\34_Sit_down\user19\1-2-2\predictions\Color_2025-06-09_15-58-02.416_00000035.json,D:\work\2026.7.14_kaggle\datasets\Small-Model-Track\train\IR\34_Sit_down\user19\1-2-2\IR_2025-06-09_15-58-02.416_00000035.png
